percept_filename,guess,target,implant_type,model_type,subject,result,task
5100.tif,right,right,6_10,streaky,ABa,True,doorway
4973.tif,right,right,6_10,streaky,ABa,True,doorway
361.tif,right,left,6_10,streaky,ABa,False,doorway
26.tif,left,left,6_10,streaky,ABa,True,doorway
348.tif,right,left,6_10,streaky,ABa,False,doorway
23.tif,left,left,6_10,streaky,ABa,True,doorway
121.tif,left,left,6_10,streaky,ABa,True,doorway
5065.tif,left,right,6_10,streaky,ABa,False,doorway
355.tif,left,left,6_10,streaky,ABa,True,doorway
46.tif,left,left,6_10,streaky,ABa,True,doorway
111.tif,left,left,6_10,streaky,ABa,True,doorway
5073.tif,left,right,6_10,streaky,ABa,False,doorway
4996.tif,right,right,6_10,streaky,ABa,True,doorway
5000.tif,right,right,6_10,streaky,ABa,True,doorway
213.tif,left,left,6_10,streaky,ABa,True,doorway
5113.tif,left,right,6_10,streaky,ABa,False,doorway
28.tif,left,left,6_10,streaky,ABa,True,doorway
136.tif,right,left,6_10,streaky,ABa,False,doorway
5186.tif,left,right,6_10,streaky,ABa,False,doorway
215.tif,left,left,6_10,streaky,ABa,True,doorway
163.tif,left,left,6_10,streaky,ABa,True,doorway
5200.tif,left,right,6_10,streaky,ABa,False,doorway
4961.tif,right,right,6_10,streaky,ABa,True,doorway
5003.tif,right,right,6_10,streaky,ABa,True,doorway
175.tif,left,left,6_10,streaky,ABa,True,doorway
50.tif,left,left,6_10,streaky,ABa,True,doorway
4873.tif,left,right,6_10,streaky,ABa,False,doorway
5161.tif,left,right,6_10,streaky,ABa,False,doorway
5071.tif,right,right,6_10,streaky,ABa,True,doorway
5026.tif,right,right,6_10,streaky,ABa,True,doorway
40.tif,left,left,6_10,streaky,ABa,True,doorway
5048.tif,right,right,6_10,streaky,ABa,True,doorway
73.tif,left,left,6_10,streaky,ABa,True,doorway
4925.tif,left,right,6_10,streaky,ABa,False,doorway
4948.tif,left,right,6_10,streaky,ABa,False,doorway
51.tif,left,left,6_10,streaky,ABa,True,doorway
140.tif,left,left,6_10,streaky,ABa,True,doorway
5148.tif,right,right,6_10,streaky,ABa,True,doorway
4876.tif,right,right,6_10,streaky,ABa,True,doorway
5150.tif,right,right,6_10,streaky,ABa,True,doorway
5063.tif,left,right,6_10,streaky,ABa,False,doorway
5163.tif,right,right,6_10,streaky,ABa,True,doorway
4886.tif,right,right,6_10,streaky,ABa,True,doorway
261.tif,left,left,6_10,streaky,ABa,True,doorway
5138.tif,right,right,6_10,streaky,ABa,True,doorway
71.tif,left,left,6_10,streaky,ABa,True,doorway
4888.tif,right,right,6_10,streaky,ABa,True,doorway
246.tif,left,left,6_10,streaky,ABa,True,doorway
5198.tif,right,right,6_10,streaky,ABa,True,doorway
86.tif,left,left,6_10,streaky,ABa,True,doorway
198.tif,left,left,6_10,streaky,ABa,True,doorway
155.tif,left,left,6_10,streaky,ABa,True,doorway
4980.tif,right,right,6_10,streaky,ABa,True,doorway
350.tif,right,left,6_10,streaky,ABa,False,doorway
188.tif,left,left,6_10,streaky,ABa,True,doorway
273.tif,left,left,6_10,streaky,ABa,True,doorway
375.tif,left,left,6_10,streaky,ABa,True,doorway
5121.tif,left,right,6_10,streaky,ABa,False,doorway
4823.tif,right,right,6_10,streaky,ABa,True,doorway
386.tif,right,left,6_10,streaky,ABa,False,doorway
221.tif,right,left,6_10,streaky,ABa,False,doorway
4926.tif,right,right,6_10,streaky,ABa,True,doorway
5165.tif,right,right,6_10,streaky,ABa,True,doorway
53.tif,left,left,6_10,streaky,ABa,True,doorway
325.tif,right,left,6_10,streaky,ABa,False,doorway
5155.tif,right,right,6_10,streaky,ABa,True,doorway
5098.tif,right,right,6_10,streaky,ABa,True,doorway
4880.tif,right,right,6_10,streaky,ABa,True,doorway
4813.tif,right,right,6_10,streaky,ABa,True,doorway
315.tif,right,left,6_10,streaky,ABa,False,doorway
4903.tif,right,right,6_10,streaky,ABa,True,doorway
161.tif,left,left,6_10,streaky,ABa,True,doorway
390.tif,left,left,6_10,streaky,ABa,True,doorway
321.tif,left,left,6_10,streaky,ABa,True,doorway
380.tif,left,left,6_10,streaky,ABa,True,doorway
5103.tif,right,right,6_10,streaky,ABa,True,doorway
5111.tif,right,right,6_10,streaky,ABa,True,doorway
5126.tif,right,right,6_10,streaky,ABa,True,doorway
180.tif,left,left,6_10,streaky,ABa,True,doorway
4863.tif,right,right,6_10,streaky,ABa,True,doorway
378.tif,left,left,6_10,streaky,ABa,True,doorway
4828.tif,right,right,6_10,streaky,ABa,True,doorway
388.tif,right,left,6_10,streaky,ABa,False,doorway
288.tif,left,left,6_10,streaky,ABa,True,doorway
4988.tif,right,right,6_10,streaky,ABa,True,doorway
313.tif,right,left,6_10,streaky,ABa,False,doorway
4971.tif,right,right,6_10,streaky,ABa,True,doorway
5086.tif,right,right,6_10,streaky,ABa,True,doorway
365.tif,right,left,6_10,streaky,ABa,False,doorway
5076.tif,right,right,6_10,streaky,ABa,True,doorway
5025.tif,left,right,6_10,streaky,ABa,False,doorway
105.tif,left,left,6_10,streaky,ABa,True,doorway
4871.tif,right,right,6_10,streaky,ABa,True,doorway
11.tif,left,left,6_10,streaky,ABa,True,doorway
21.tif,left,left,6_10,streaky,ABa,True,doorway
4955.tif,right,right,6_10,streaky,ABa,True,doorway
5055.tif,right,right,6_10,streaky,ABa,True,doorway
4896.tif,right,right,6_10,streaky,ABa,True,doorway
4946.tif,right,right,6_10,streaky,ABa,True,doorway
61.tif,left,left,6_10,streaky,ABa,True,doorway
4978.tif,right,right,6_10,streaky,ABa,True,doorway
5036.tif,left,right,6_10,streaky,ABa,False,doorway
4826.tif,right,right,6_10,streaky,ABa,True,doorway
78.tif,left,left,6_10,streaky,ABa,True,doorway
5171.tif,right,right,6_10,streaky,ABa,True,doorway
340.tif,right,left,6_10,streaky,ABa,False,doorway
328.tif,left,left,6_10,streaky,ABa,True,doorway
400.tif,right,left,6_10,streaky,ABa,False,doorway
151.tif,left,left,6_10,streaky,ABa,True,doorway
336.tif,right,left,6_10,streaky,ABa,False,doorway
226.tif,left,left,6_10,streaky,ABa,True,doorway
5015.tif,right,right,6_10,streaky,ABa,True,doorway
4921.tif,right,right,6_10,streaky,ABa,True,doorway
223.tif,right,left,6_10,streaky,ABa,False,doorway
323.tif,right,left,6_10,streaky,ABa,False,doorway
150.tif,left,left,6_10,streaky,ABa,True,doorway
4898.tif,left,right,6_10,streaky,ABa,False,doorway
311.tif,right,left,6_10,streaky,ABa,False,doorway
146.tif,left,left,6_10,streaky,ABa,True,doorway
248.tif,right,left,6_10,streaky,ABa,False,doorway
138.tif,right,left,6_10,streaky,ABa,False,doorway
4930.tif,right,right,6_10,streaky,ABa,True,doorway
5196.tif,right,right,6_10,streaky,ABa,True,doorway
203.tif,left,left,6_10,streaky,ABa,True,doorway
125.tif,left,left,6_10,streaky,ABa,True,doorway
5050.tif,right,right,6_10,streaky,ABa,True,doorway
205.tif,left,left,6_10,streaky,ABa,True,doorway
371.tif,right,left,6_10,streaky,ABa,False,doorway
326.tif,left,left,6_10,streaky,ABa,True,doorway
178.tif,left,left,6_10,streaky,ABa,True,doorway
5188.tif,right,right,6_10,streaky,ABa,True,doorway
301.tif,left,left,6_10,streaky,ABa,True,doorway
4846.tif,left,right,6_10,streaky,ABa,False,doorway
5028.tif,right,right,6_10,streaky,ABa,True,doorway
4986.tif,right,right,6_10,streaky,ABa,True,doorway
5101.tif,right,right,6_10,streaky,ABa,True,doorway
376.tif,left,left,6_10,streaky,ABa,True,doorway
30.tif,left,left,6_10,streaky,ABa,True,doorway
148.tif,left,left,6_10,streaky,ABa,True,doorway
211.tif,left,left,6_10,streaky,ABa,True,doorway
5023.tif,right,right,6_10,streaky,ABa,True,doorway
4905.tif,right,right,6_10,streaky,ABa,True,doorway
5061.tif,right,right,6_10,streaky,ABa,True,doorway
200.tif,left,left,6_10,streaky,ABa,True,doorway
171.tif,left,left,6_10,streaky,ABa,True,doorway
5151.tif,right,right,6_10,streaky,ABa,True,doorway
305.tif,left,left,6_10,streaky,ABa,True,doorway
263.tif,left,left,6_10,streaky,ABa,True,doorway
298.tif,right,left,6_10,streaky,ABa,False,doorway
4805.tif,right,right,6_10,streaky,ABa,True,doorway
278.tif,left,left,6_10,streaky,ABa,True,doorway
5013.tif,right,right,6_10,streaky,ABa,True,doorway
5180.tif,left,right,6_10,streaky,ABa,False,doorway
4850.tif,right,right,6_10,streaky,ABa,True,doorway
25.tif,left,left,6_10,streaky,ABa,True,doorway
5075.tif,right,right,6_10,streaky,ABa,True,doorway
271.tif,right,left,6_10,streaky,ABa,False,doorway
4913.tif,right,right,6_10,streaky,ABa,True,doorway
5146.tif,left,right,6_10,streaky,ABa,False,doorway
5176.tif,right,right,6_10,streaky,ABa,True,doorway
5078.tif,right,right,6_10,streaky,ABa,True,doorway
4836.tif,right,right,6_10,streaky,ABa,True,doorway
63.tif,left,left,6_10,streaky,ABa,True,doorway
300.tif,left,left,6_10,streaky,ABa,True,doorway
5080.tif,right,right,6_10,streaky,ABa,True,doorway
186.tif,left,left,6_10,streaky,ABa,True,doorway
4861.tif,right,right,6_10,streaky,ABa,True,doorway
126.tif,left,left,6_10,streaky,ABa,True,doorway
276.tif,left,left,6_10,streaky,ABa,True,doorway
36.tif,left,left,6_10,streaky,ABa,True,doorway
4998.tif,right,right,6_10,streaky,ABa,True,doorway
128.tif,left,left,6_10,streaky,ABa,True,doorway
330.tif,left,left,6_10,streaky,ABa,True,doorway
236.tif,left,left,6_10,streaky,ABa,True,doorway
5115.tif,right,right,6_10,streaky,ABa,True,doorway
373.tif,left,left,6_10,streaky,ABa,True,doorway
113.tif,left,left,6_10,streaky,ABa,True,doorway
4803.tif,right,right,6_10,streaky,ABa,True,doorway
5175.tif,left,right,6_10,streaky,ABa,False,doorway
123.tif,left,left,6_10,streaky,ABa,True,doorway
173.tif,left,left,6_10,streaky,ABa,True,doorway
13.tif,left,left,6_10,streaky,ABa,True,doorway
75.tif,left,left,6_10,streaky,ABa,True,doorway
265.tif,left,left,6_10,streaky,ABa,True,doorway
5140.tif,right,right,6_10,streaky,ABa,True,doorway
80.tif,left,left,6_10,streaky,ABa,True,doorway
5051.tif,right,right,6_10,streaky,ABa,True,doorway
240.tif,left,left,6_10,streaky,ABa,True,doorway
398.tif,left,left,6_10,streaky,ABa,True,doorway
196.tif,left,left,6_10,streaky,ABa,True,doorway
5038.tif,right,right,6_10,streaky,ABa,True,doorway
5030.tif,right,right,6_10,streaky,ABa,True,doorway
48.tif,left,left,6_10,streaky,ABa,True,doorway
65.tif,left,left,6_10,streaky,ABa,True,doorway
5130.tif,right,right,6_10,streaky,ABa,True,doorway
4990.tif,right,right,6_10,streaky,ABa,True,doorway
103.tif,left,left,6_10,streaky,ABa,True,doorway
4915.tif,right,right,6_10,streaky,ABa,True,doorway
38.tif,left,left,6_10,streaky,ABa,True,doorway
5190.tif,right,right,6_10,streaky,ABa,True,doorway
5011.tif,left,right,6_10,streaky,ABa,False,doorway
76.tif,left,left,6_10,streaky,ABa,True,doorway
286.tif,left,left,6_10,streaky,ABa,True,doorway
5040.tif,right,right,6_10,streaky,ABa,True,doorway
5136.tif,right,right,6_10,streaky,ABa,True,doorway
230.tif,left,left,6_10,streaky,ABa,True,doorway
238.tif,left,left,6_10,streaky,ABa,True,doorway
4830.tif,right,right,6_10,streaky,ABa,True,doorway
115.tif,left,left,6_10,streaky,ABa,True,doorway
5001.tif,right,right,6_10,streaky,ABa,True,doorway
4875.tif,right,right,6_10,streaky,ABa,True,doorway
4975.tif,right,right,6_10,streaky,ABa,True,doorway
250.tif,left,left,6_10,streaky,ABa,True,doorway
153.tif,left,left,6_10,streaky,ABa,True,doorway
4950.tif,right,right,6_10,streaky,ABa,True,doorway
4878.tif,right,right,6_10,streaky,ABa,True,doorway
5096.tif,right,right,6_10,streaky,ABa,True,doorway
100.tif,left,left,6_10,streaky,ABa,True,doorway
5046.tif,left,right,6_10,streaky,ABa,False,doorway
5173.tif,right,right,6_10,streaky,ABa,True,doorway
4890.tif,right,right,6_10,streaky,ABa,True,doorway
5128.tif,left,right,6_10,streaky,ABa,False,doorway
5123.tif,right,right,6_10,streaky,ABa,True,doorway
296.tif,right,left,6_10,streaky,ABa,False,doorway
101.tif,left,left,6_10,streaky,ABa,True,doorway
176.tif,left,left,6_10,streaky,ABa,True,doorway
338.tif,left,left,6_10,streaky,ABa,True,doorway
4865.tif,right,right,6_10,streaky,ABa,True,doorway
363.tif,left,left,6_10,streaky,ABa,True,doorway
4965.tif,right,right,6_10,streaky,ABa,True,doorway
5178.tif,right,right,6_10,streaky,ABa,True,doorway
4936.tif,right,right,6_10,streaky,ABa,True,doorway
4801.tif,right,right,6_10,streaky,ABa,True,doorway
130.tif,left,left,6_10,streaky,ABa,True,doorway
290.tif,left,left,6_10,streaky,ABa,True,doorway
4938.tif,right,right,6_10,streaky,ABa,True,doorway
303.tif,left,left,6_10,streaky,ABa,True,doorway
190.tif,left,left,6_10,streaky,ABa,True,doorway
4821.tif,right,right,6_10,streaky,ABa,True,doorway
3.tif,left,left,6_10,streaky,ABa,True,doorway
4900.tif,right,right,6_10,streaky,ABa,True,doorway
5053.tif,right,right,6_10,streaky,ABa,True,doorway
5125.tif,left,right,6_10,streaky,ABa,False,doorway
4940.tif,right,right,6_10,streaky,ABa,True,doorway
201.tif,left,left,6_10,streaky,ABa,True,doorway
353.tif,left,left,6_10,streaky,ABa,True,doorway
5153.tif,right,right,6_10,streaky,ABa,True,doorway
4825.tif,right,right,6_10,streaky,ABa,True,doorway
255.tif,left,left,6_10,streaky,ABa,True,doorway
4951.tif,right,right,6_10,streaky,ABa,True,doorway
253.tif,left,left,6_10,streaky,ABa,True,doorway
90.tif,left,left,6_10,streaky,ABa,True,doorway
396.tif,right,left,6_10,streaky,ABa,False,doorway
4815.tif,right,right,6_10,streaky,ABa,True,doorway
5105.tif,right,right,6_10,streaky,ABa,True,doorway
4811.tif,right,right,6_10,streaky,ABa,True,doorway
4840.tif,right,right,6_10,streaky,ABa,True,doorway
4901.tif,right,right,6_10,streaky,ABa,True,doorway
165.tif,left,left,6_10,streaky,ABa,True,doorway
351.tif,left,left,6_10,streaky,ABa,True,doorway
5005.tif,right,right,6_10,streaky,ABa,True,doorway
275.tif,left,left,6_10,streaky,ABa,True,doorway
88.tif,right,left,6_10,streaky,ABa,False,doorway
5090.tif,right,right,6_10,streaky,ABa,True,doorway
4953.tif,right,right,6_10,streaky,ABa,True,doorway
251.tif,left,left,6_10,streaky,ABa,True,doorway
98.tif,left,left,6_10,streaky,ABa,True,doorway
5021.tif,right,right,6_10,streaky,ABa,True,doorway
4838.tif,right,right,6_10,streaky,ABa,True,doorway
4976.tif,right,right,6_10,streaky,ABa,True,doorway
5088.tif,right,right,6_10,streaky,ABa,True,doorway
280.tif,left,left,6_10,streaky,ABa,True,doorway
228.tif,left,left,6_10,streaky,ABa,True,doorway
4923.tif,right,right,6_10,streaky,ABa,True,doorway
55.tif,left,left,6_10,streaky,ABa,True,doorway
4928.tif,right,right,6_10,streaky,ABa,True,doorway
4963.tif,right,right,6_10,streaky,ABa,True,doorway
1.tif,left,left,6_10,streaky,ABa,True,doorway
96.tif,left,left,6_10,streaky,ABa,True,doorway
225.tif,left,left,6_10,streaky,ABa,True,doorway
4911.tif,right,right,6_10,streaky,ABa,True,doorway
4853.tif,right,right,6_10,streaky,ABa,True,doorway
15.tif,left,left,6_10,streaky,ABa,True,doorway
4848.tif,right,right,6_10,streaky,ABa,True,doorway
4851.tif,right,right,6_10,streaky,ABa,True,doorway
346.tif,left,left,6_10,streaky,ABa,True,doorway
4855.tif,right,right,6_10,streaky,ABa,True,doorway
5.tif,left,left,6_10,streaky,ABa,True,doorway
7278.tif,right,right,6_10,pointy,ABa,True,doorway
7425.tif,right,right,6_10,pointy,ABa,True,doorway
7380.tif,right,right,6_10,pointy,ABa,True,doorway
2796.tif,right,left,6_10,pointy,ABa,False,doorway
7261.tif,right,right,6_10,pointy,ABa,True,doorway
2755.tif,left,left,6_10,pointy,ABa,True,doorway
7265.tif,right,right,6_10,pointy,ABa,True,doorway
2523.tif,left,left,6_10,pointy,ABa,True,doorway
7203.tif,right,right,6_10,pointy,ABa,True,doorway
2465.tif,left,left,6_10,pointy,ABa,True,doorway
2540.tif,left,left,6_10,pointy,ABa,True,doorway
2455.tif,left,left,6_10,pointy,ABa,True,doorway
2590.tif,left,left,6_10,pointy,ABa,True,doorway
7423.tif,left,right,6_10,pointy,ABa,False,doorway
2700.tif,left,left,6_10,pointy,ABa,True,doorway
7375.tif,left,right,6_10,pointy,ABa,False,doorway
2448.tif,left,left,6_10,pointy,ABa,True,doorway
7490.tif,left,right,6_10,pointy,ABa,False,doorway
2476.tif,left,left,6_10,pointy,ABa,True,doorway
2501.tif,left,left,6_10,pointy,ABa,True,doorway
7271.tif,right,right,6_10,pointy,ABa,True,doorway
2780.tif,left,left,6_10,pointy,ABa,True,doorway
2490.tif,left,left,6_10,pointy,ABa,True,doorway
7263.tif,right,right,6_10,pointy,ABa,True,doorway
2798.tif,right,left,6_10,pointy,ABa,False,doorway
2550.tif,left,left,6_10,pointy,ABa,True,doorway
2521.tif,left,left,6_10,pointy,ABa,True,doorway
7376.tif,right,right,6_10,pointy,ABa,True,doorway
2621.tif,left,left,6_10,pointy,ABa,True,doorway
7496.tif,left,right,6_10,pointy,ABa,False,doorway
7325.tif,left,right,6_10,pointy,ABa,False,doorway
2528.tif,left,left,6_10,pointy,ABa,True,doorway
7330.tif,right,right,6_10,pointy,ABa,True,doorway
7550.tif,left,right,6_10,pointy,ABa,False,doorway
7540.tif,left,right,6_10,pointy,ABa,False,doorway
2680.tif,left,left,6_10,pointy,ABa,True,doorway
7350.tif,left,right,6_10,pointy,ABa,False,doorway
7300.tif,left,right,6_10,pointy,ABa,False,doorway
2615.tif,left,left,6_10,pointy,ABa,True,doorway
7313.tif,left,right,6_10,pointy,ABa,False,doorway
2488.tif,left,left,6_10,pointy,ABa,True,doorway
7461.tif,right,right,6_10,pointy,ABa,True,doorway
7238.tif,left,right,6_10,pointy,ABa,False,doorway
2473.tif,left,left,6_10,pointy,ABa,True,doorway
7553.tif,right,right,6_10,pointy,ABa,True,doorway
2500.tif,left,left,6_10,pointy,ABa,True,doorway
7328.tif,right,right,6_10,pointy,ABa,True,doorway
7596.tif,right,right,6_10,pointy,ABa,True,doorway
2788.tif,left,left,6_10,pointy,ABa,True,doorway
7225.tif,left,right,6_10,pointy,ABa,False,doorway
2688.tif,left,left,6_10,pointy,ABa,True,doorway
7248.tif,right,right,6_10,pointy,ABa,True,doorway
2723.tif,left,left,6_10,pointy,ABa,True,doorway
2438.tif,left,left,6_10,pointy,ABa,True,doorway
7323.tif,right,right,6_10,pointy,ABa,True,doorway
2563.tif,left,left,6_10,pointy,ABa,True,doorway
7361.tif,right,right,6_10,pointy,ABa,True,doorway
7515.tif,right,right,6_10,pointy,ABa,True,doorway
7530.tif,right,right,6_10,pointy,ABa,True,doorway
2538.tif,left,left,6_10,pointy,ABa,True,doorway
7528.tif,right,right,6_10,pointy,ABa,True,doorway
2586.tif,left,left,6_10,pointy,ABa,True,doorway
2515.tif,left,left,6_10,pointy,ABa,True,doorway
7498.tif,right,right,6_10,pointy,ABa,True,doorway
7598.tif,left,right,6_10,pointy,ABa,False,doorway
7396.tif,right,right,6_10,pointy,ABa,True,doorway
2665.tif,left,left,6_10,pointy,ABa,True,doorway
7353.tif,right,right,6_10,pointy,ABa,True,doorway
7453.tif,right,right,6_10,pointy,ABa,True,doorway
7505.tif,right,right,6_10,pointy,ABa,True,doorway
7201.tif,right,right,6_10,pointy,ABa,True,doorway
2463.tif,left,left,6_10,pointy,ABa,True,doorway
7573.tif,right,right,6_10,pointy,ABa,True,doorway
2730.tif,left,left,6_10,pointy,ABa,True,doorway
7371.tif,left,right,6_10,pointy,ABa,False,doorway
7305.tif,right,right,6_10,pointy,ABa,True,doorway
2638.tif,left,left,6_10,pointy,ABa,True,doorway
7403.tif,right,right,6_10,pointy,ABa,True,doorway
7451.tif,right,right,6_10,pointy,ABa,True,doorway
7536.tif,left,right,6_10,pointy,ABa,False,doorway
2623.tif,left,left,6_10,pointy,ABa,True,doorway
2436.tif,left,left,6_10,pointy,ABa,True,doorway
2426.tif,left,left,6_10,pointy,ABa,True,doorway
2728.tif,left,left,6_10,pointy,ABa,True,doorway
2421.tif,right,left,6_10,pointy,ABa,False,doorway
2648.tif,left,left,6_10,pointy,ABa,True,doorway
2453.tif,left,left,6_10,pointy,ABa,True,doorway
7255.tif,right,right,6_10,pointy,ABa,True,doorway
7501.tif,right,right,6_10,pointy,ABa,True,doorway
2413.tif,left,left,6_10,pointy,ABa,True,doorway
2411.tif,left,left,6_10,pointy,ABa,True,doorway
2653.tif,left,left,6_10,pointy,ABa,True,doorway
2403.tif,left,left,6_10,pointy,ABa,True,doorway
7296.tif,right,right,6_10,pointy,ABa,True,doorway
2496.tif,right,left,6_10,pointy,ABa,False,doorway
7365.tif,right,right,6_10,pointy,ABa,True,doorway
2746.tif,right,left,6_10,pointy,ABa,False,doorway
7273.tif,left,right,6_10,pointy,ABa,False,doorway
7440.tif,right,right,6_10,pointy,ABa,True,doorway
7548.tif,right,right,6_10,pointy,ABa,True,doorway
7228.tif,right,right,6_10,pointy,ABa,True,doorway
7355.tif,right,right,6_10,pointy,ABa,True,doorway
7338.tif,right,right,6_10,pointy,ABa,True,doorway
7571.tif,right,right,6_10,pointy,ABa,True,doorway
2471.tif,left,left,6_10,pointy,ABa,True,doorway
7590.tif,left,right,6_10,pointy,ABa,False,doorway
2505.tif,left,left,6_10,pointy,ABa,True,doorway
2776.tif,left,left,6_10,pointy,ABa,True,doorway
7348.tif,left,right,6_10,pointy,ABa,False,doorway
2761.tif,left,left,6_10,pointy,ABa,True,doorway
7600.tif,left,right,6_10,pointy,ABa,False,doorway
7226.tif,right,right,6_10,pointy,ABa,True,doorway
7580.tif,left,right,6_10,pointy,ABa,False,doorway
2725.tif,left,left,6_10,pointy,ABa,True,doorway
2705.tif,left,left,6_10,pointy,ABa,True,doorway
7551.tif,left,right,6_10,pointy,ABa,False,doorway
7450.tif,left,right,6_10,pointy,ABa,False,doorway
2675.tif,left,left,6_10,pointy,ABa,True,doorway
2786.tif,left,left,6_10,pointy,ABa,True,doorway
2736.tif,left,left,6_10,pointy,ABa,True,doorway
7488.tif,left,right,6_10,pointy,ABa,False,doorway
2628.tif,left,left,6_10,pointy,ABa,True,doorway
2701.tif,left,left,6_10,pointy,ABa,True,doorway
2415.tif,left,left,6_10,pointy,ABa,True,doorway
2601.tif,left,left,6_10,pointy,ABa,True,doorway
7511.tif,left,right,6_10,pointy,ABa,False,doorway
2580.tif,left,left,6_10,pointy,ABa,True,doorway
2673.tif,left,left,6_10,pointy,ABa,True,doorway
7303.tif,right,right,6_10,pointy,ABa,True,doorway
2650.tif,left,left,6_10,pointy,ABa,True,doorway
2698.tif,left,left,6_10,pointy,ABa,True,doorway
2605.tif,left,left,6_10,pointy,ABa,True,doorway
7523.tif,left,right,6_10,pointy,ABa,False,doorway
7563.tif,left,right,6_10,pointy,ABa,False,doorway
2486.tif,left,left,6_10,pointy,ABa,True,doorway
7288.tif,left,right,6_10,pointy,ABa,False,doorway
7500.tif,left,right,6_10,pointy,ABa,False,doorway
2551.tif,left,left,6_10,pointy,ABa,True,doorway
2511.tif,left,left,6_10,pointy,ABa,True,doorway
2451.tif,left,left,6_10,pointy,ABa,True,doorway
7471.tif,left,right,6_10,pointy,ABa,False,doorway
7236.tif,left,right,6_10,pointy,ABa,False,doorway
7240.tif,right,right,6_10,pointy,ABa,True,doorway
2703.tif,right,left,6_10,pointy,ABa,False,doorway
2636.tif,left,left,6_10,pointy,ABa,True,doorway
2598.tif,right,left,6_10,pointy,ABa,False,doorway
7476.tif,right,right,6_10,pointy,ABa,True,doorway
2478.tif,left,left,6_10,pointy,ABa,True,doorway
7311.tif,left,right,6_10,pointy,ABa,False,doorway
7546.tif,right,right,6_10,pointy,ABa,True,doorway
7246.tif,right,right,6_10,pointy,ABa,True,doorway
7478.tif,right,right,6_10,pointy,ABa,True,doorway
2565.tif,right,left,6_10,pointy,ABa,False,doorway
2751.tif,right,left,6_10,pointy,ABa,False,doorway
7205.tif,right,right,6_10,pointy,ABa,True,doorway
7340.tif,right,right,6_10,pointy,ABa,True,doorway
7326.tif,right,right,6_10,pointy,ABa,True,doorway
7430.tif,right,right,6_10,pointy,ABa,True,doorway
2546.tif,left,left,6_10,pointy,ABa,True,doorway
2753.tif,left,left,6_10,pointy,ABa,True,doorway
2750.tif,right,left,6_10,pointy,ABa,False,doorway
2600.tif,left,left,6_10,pointy,ABa,True,doorway
2548.tif,left,left,6_10,pointy,ABa,True,doorway
7298.tif,right,right,6_10,pointy,ABa,True,doorway
2525.tif,left,left,6_10,pointy,ABa,True,doorway
7576.tif,left,right,6_10,pointy,ABa,False,doorway
2503.tif,left,left,6_10,pointy,ABa,True,doorway
2646.tif,left,left,6_10,pointy,ABa,True,doorway
2713.tif,left,left,6_10,pointy,ABa,True,doorway
7401.tif,left,right,6_10,pointy,ABa,False,doorway
2423.tif,left,left,6_10,pointy,ABa,True,doorway
7215.tif,right,right,6_10,pointy,ABa,True,doorway
2461.tif,left,left,6_10,pointy,ABa,True,doorway
2763.tif,left,left,6_10,pointy,ABa,True,doorway
2773.tif,left,left,6_10,pointy,ABa,True,doorway
2738.tif,left,left,6_10,pointy,ABa,True,doorway
7250.tif,right,right,6_10,pointy,ABa,True,doorway
2640.tif,left,left,6_10,pointy,ABa,True,doorway
2555.tif,left,left,6_10,pointy,ABa,True,doorway
2576.tif,left,left,6_10,pointy,ABa,True,doorway
7286.tif,right,right,6_10,pointy,ABa,True,doorway
2663.tif,left,left,6_10,pointy,ABa,True,doorway
7346.tif,left,right,6_10,pointy,ABa,False,doorway
2611.tif,right,left,6_10,pointy,ABa,False,doorway
2430.tif,left,left,6_10,pointy,ABa,True,doorway
2553.tif,left,left,6_10,pointy,ABa,True,doorway
7526.tif,right,right,6_10,pointy,ABa,True,doorway
2790.tif,right,left,6_10,pointy,ABa,False,doorway
7276.tif,right,right,6_10,pointy,ABa,True,doorway
2778.tif,left,left,6_10,pointy,ABa,True,doorway
7426.tif,left,right,6_10,pointy,ABa,False,doorway
7473.tif,left,right,6_10,pointy,ABa,False,doorway
2748.tif,left,left,6_10,pointy,ABa,True,doorway
2603.tif,left,left,6_10,pointy,ABa,True,doorway
7455.tif,right,right,6_10,pointy,ABa,True,doorway
7223.tif,left,right,6_10,pointy,ABa,False,doorway
7438.tif,right,right,6_10,pointy,ABa,True,doorway
7475.tif,left,right,6_10,pointy,ABa,False,doorway
7521.tif,left,right,6_10,pointy,ABa,False,doorway
7301.tif,right,right,6_10,pointy,ABa,True,doorway
7373.tif,right,right,6_10,pointy,ABa,True,doorway
2771.tif,right,left,6_10,pointy,ABa,False,doorway
2625.tif,left,left,6_10,pointy,ABa,True,doorway
2630.tif,left,left,6_10,pointy,ABa,True,doorway
2578.tif,left,left,6_10,pointy,ABa,True,doorway
7398.tif,right,right,6_10,pointy,ABa,True,doorway
2536.tif,left,left,6_10,pointy,ABa,True,doorway
7538.tif,right,right,6_10,pointy,ABa,True,doorway
2715.tif,right,left,6_10,pointy,ABa,False,doorway
2800.tif,right,left,6_10,pointy,ABa,False,doorway
2721.tif,left,left,6_10,pointy,ABa,True,doorway
7405.tif,left,right,6_10,pointy,ABa,False,doorway
2428.tif,left,left,6_10,pointy,ABa,True,doorway
7413.tif,right,right,6_10,pointy,ABa,True,doorway
7575.tif,left,right,6_10,pointy,ABa,False,doorway
2440.tif,left,left,6_10,pointy,ABa,True,doorway
