task,implant_type,model_type,architecture,accuracy
emotion,12_20,pointy,resnet101.a1h_in1k,0.5583333333333333
emotion,12_20,pointy,resnet18.a1_in1k,0.525
emotion,12_20,pointy,resnet18d.ra2_in1k,0.6
emotion,12_20,pointy,resnet50.a1_in1k,0.5416666666666666
emotion,12_20,pointy,resnet50.a1h_in1k,0.5625
emotion,12_20,pointy,resnet50d.a1_in1k,0.5541666666666667
emotion,12_20,pointy,vgg11_bn.tv_in1k,0.6208333333333333
emotion,12_20,pointy,vgg13_bn.tv_in1k,0.5833333333333333
emotion,12_20,pointy,vgg16_bn.tv_in1k,0.5958333333333333
emotion,12_20,pointy,vgg19_bn.tv_in1k,0.625
emotion,12_20,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.6041666666666666
emotion,12_20,pointy,vit_base_patch16_224.dino,0.5916666666666667
emotion,12_20,pointy,vit_base_patch16_224.mae,0.625
emotion,12_20,pointy,vit_base_patch16_clip_224.openai,0.6125
emotion,12_20,pointy,vit_base_patch8_224.dino,0.5916666666666667
emotion,12_20,pointy,vit_small_patch16_224.dino,0.5958333333333333
emotion,12_20,streaky,convnext_nano.in12k,0.7125
emotion,12_20,streaky,convnext_nano.in12k_ft_in1k,0.7333333333333334
emotion,12_20,streaky,convnext_small.in12k,0.6208333333333333
emotion,12_20,streaky,convnext_tiny.in12k,0.6791666666666667
emotion,12_20,streaky,convnext_tiny.in12k_ft_in1k,0.6208333333333333
emotion,12_20,streaky,convnextv2_tiny.fcmae,0.5083333333333333
emotion,12_20,streaky,efficientnet_b0.ra_in1k,0.6416666666666666
emotion,12_20,streaky,efficientnet_b3.ra2_in1k,0.5583333333333333
emotion,12_20,streaky,mobilenetv2_100.ra_in1k,0.6583333333333333
emotion,12_20,streaky,regnety_040.ra3_in1k,0.5833333333333333
emotion,12_20,streaky,regnety_064.ra3_in1k,0.7083333333333333
emotion,12_20,streaky,regnety_080.ra3_in1k,0.6833333333333333
emotion,12_20,streaky,resnet101.a1h_in1k,0.5458333333333334
emotion,12_20,streaky,resnet18.a1_in1k,0.5541666666666667
emotion,12_20,streaky,resnet18d.ra2_in1k,0.6541666666666667
emotion,12_20,streaky,resnet50.a1_in1k,0.6333333333333333
emotion,12_20,streaky,resnet50.a1h_in1k,0.5791666666666666
emotion,12_20,streaky,resnet50d.a1_in1k,0.5791666666666666
emotion,12_20,streaky,vgg11_bn.tv_in1k,0.6791666666666667
emotion,12_20,streaky,vgg13_bn.tv_in1k,0.6541666666666667
emotion,12_20,streaky,vgg16_bn.tv_in1k,0.6083333333333334
emotion,12_20,streaky,vgg19_bn.tv_in1k,0.6083333333333333
emotion,12_20,streaky,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.6791666666666667
emotion,12_20,streaky,vit_base_patch16_224.dino,0.6541666666666667
emotion,12_20,streaky,vit_base_patch16_224.mae,0.7083333333333334
emotion,12_20,streaky,vit_base_patch16_clip_224.openai,0.6791666666666667
emotion,12_20,streaky,vit_base_patch8_224.dino,0.6958333333333333
emotion,12_20,streaky,vit_small_patch16_224.dino,0.7083333333333333
emotion,6_10,pointy,convnext_nano.in12k,0.6083333333333334
emotion,6_10,pointy,convnext_nano.in12k_ft_in1k,0.5791666666666666
emotion,6_10,pointy,convnext_small.in12k,0.6375
emotion,6_10,pointy,convnext_tiny.in12k,0.6083333333333334
emotion,6_10,pointy,convnext_tiny.in12k_ft_in1k,0.5833333333333334
emotion,6_10,pointy,convnextv2_tiny.fcmae,0.5
emotion,6_10,pointy,efficientnet_b0.ra_in1k,0.55
emotion,6_10,pointy,efficientnet_b3.ra2_in1k,0.525
emotion,6_10,pointy,mobilenetv2_100.ra_in1k,0.5083333333333333
emotion,6_10,pointy,regnety_040.ra3_in1k,0.5583333333333333
emotion,6_10,pointy,regnety_064.ra3_in1k,0.5833333333333333
emotion,6_10,pointy,regnety_080.ra3_in1k,0.5291666666666667
emotion,6_10,pointy,resnet101.a1h_in1k,0.5
emotion,6_10,pointy,resnet18.a1_in1k,0.5
emotion,6_10,pointy,resnet18d.ra2_in1k,0.5208333333333334
emotion,6_10,pointy,resnet50.a1_in1k,0.5
emotion,6_10,pointy,resnet50.a1h_in1k,0.5458333333333334
emotion,6_10,pointy,resnet50d.a1_in1k,0.5
emotion,6_10,pointy,vgg11_bn.tv_in1k,0.525
emotion,6_10,pointy,vgg13_bn.tv_in1k,0.5125
emotion,6_10,pointy,vgg16_bn.tv_in1k,0.5333333333333334
emotion,6_10,pointy,vgg19_bn.tv_in1k,0.5041666666666667
emotion,6_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.5583333333333333
emotion,6_10,pointy,vit_base_patch16_224.dino,0.6416666666666667
emotion,6_10,pointy,vit_base_patch16_224.mae,0.6208333333333333
emotion,6_10,pointy,vit_base_patch16_clip_224.openai,0.6
emotion,6_10,pointy,vit_base_patch8_224.dino,0.5916666666666667
emotion,6_10,pointy,vit_small_patch16_224.dino,0.6833333333333333
emotion,6_10,streaky,convnext_nano.in12k,0.525
emotion,6_10,streaky,convnext_nano.in12k_ft_in1k,0.5083333333333333
emotion,6_10,streaky,convnext_small.in12k,0.5708333333333333
emotion,6_10,streaky,convnext_tiny.in12k,0.5
emotion,6_10,streaky,convnext_tiny.in12k_ft_in1k,0.5333333333333333
emotion,6_10,streaky,convnextv2_tiny.fcmae,0.5
emotion,6_10,streaky,efficientnet_b0.ra_in1k,0.55
emotion,6_10,streaky,efficientnet_b3.ra2_in1k,0.5833333333333334
emotion,6_10,streaky,mobilenetv2_100.ra_in1k,0.5208333333333334
emotion,6_10,streaky,regnety_040.ra3_in1k,0.55
emotion,6_10,streaky,regnety_064.ra3_in1k,0.5625
emotion,6_10,streaky,regnety_080.ra3_in1k,0.5541666666666667
emotion,6_10,streaky,resnet101.a1h_in1k,0.5416666666666666
emotion,6_10,streaky,resnet18.a1_in1k,0.525
emotion,6_10,streaky,resnet18d.ra2_in1k,0.5291666666666667
emotion,6_10,streaky,resnet50.a1_in1k,0.5208333333333334
emotion,6_10,streaky,resnet50.a1h_in1k,0.525
emotion,6_10,streaky,resnet50d.a1_in1k,0.5
emotion,6_10,streaky,vgg11_bn.tv_in1k,0.5416666666666666
emotion,6_10,streaky,vgg13_bn.tv_in1k,0.5041666666666667
emotion,6_10,streaky,vgg16_bn.tv_in1k,0.55
emotion,6_10,streaky,vgg19_bn.tv_in1k,0.5791666666666666
emotion,6_10,streaky,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.5166666666666667
emotion,6_10,streaky,vit_base_patch16_224.dino,0.5791666666666666
emotion,6_10,streaky,vit_base_patch16_224.mae,0.5333333333333333
emotion,6_10,streaky,vit_base_patch16_clip_224.openai,0.6458333333333334
emotion,6_10,streaky,vit_base_patch8_224.dino,0.6
emotion,6_10,streaky,vit_small_patch16_224.dino,0.5583333333333333
emotion,6_15,pointy,convnext_nano.in12k,0.5833333333333334
emotion,6_15,pointy,convnext_nano.in12k_ft_in1k,0.5666666666666667
emotion,6_15,pointy,convnext_small.in12k,0.6416666666666666
emotion,6_15,pointy,convnext_tiny.in12k,0.6375
emotion,6_15,pointy,convnext_tiny.in12k_ft_in1k,0.6625000000000001
emotion,6_15,pointy,convnextv2_tiny.fcmae,0.5291666666666667
emotion,6_15,pointy,efficientnet_b0.ra_in1k,0.575
emotion,6_15,pointy,efficientnet_b3.ra2_in1k,0.575
emotion,6_15,pointy,mobilenetv2_100.ra_in1k,0.5541666666666667
emotion,6_15,pointy,regnety_040.ra3_in1k,0.6375
emotion,6_15,pointy,regnety_064.ra3_in1k,0.5916666666666667
emotion,6_15,pointy,regnety_080.ra3_in1k,0.6333333333333333
emotion,6_15,pointy,resnet101.a1h_in1k,0.5416666666666666
emotion,6_15,pointy,resnet18.a1_in1k,0.5041666666666667
emotion,6_15,pointy,resnet18d.ra2_in1k,0.5625
emotion,6_15,pointy,resnet50.a1_in1k,0.5166666666666667
emotion,6_15,pointy,resnet50.a1h_in1k,0.5666666666666667
emotion,6_15,pointy,resnet50d.a1_in1k,0.5791666666666666
emotion,6_15,pointy,vgg11_bn.tv_in1k,0.5166666666666667
emotion,6_15,pointy,vgg13_bn.tv_in1k,0.5333333333333334
emotion,6_15,pointy,vgg16_bn.tv_in1k,0.5083333333333333
emotion,6_15,pointy,vgg19_bn.tv_in1k,0.5333333333333333
emotion,6_15,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.5708333333333333
emotion,6_15,pointy,vit_base_patch16_224.dino,0.5541666666666667
emotion,6_15,pointy,vit_base_patch16_224.mae,0.6166666666666667
emotion,6_15,pointy,vit_base_patch16_clip_224.openai,0.5916666666666667
emotion,6_15,pointy,vit_base_patch8_224.dino,0.5583333333333333
emotion,6_15,pointy,vit_small_patch16_224.dino,0.5583333333333333
emotion,6_15,streaky,convnext_nano.in12k,0.6375
emotion,6_15,streaky,convnext_nano.in12k_ft_in1k,0.6041666666666666
emotion,6_15,streaky,convnext_small.in12k,0.5958333333333333
emotion,6_15,streaky,convnext_tiny.in12k,0.575
emotion,6_15,streaky,convnext_tiny.in12k_ft_in1k,0.6166666666666667
emotion,6_15,streaky,convnextv2_tiny.fcmae,0.5041666666666667
emotion,6_15,streaky,efficientnet_b0.ra_in1k,0.6083333333333334
emotion,6_15,streaky,efficientnet_b3.ra2_in1k,0.5875
emotion,6_15,streaky,mobilenetv2_100.ra_in1k,0.6416666666666666
emotion,6_15,streaky,regnety_040.ra3_in1k,0.6208333333333333
emotion,6_15,streaky,regnety_064.ra3_in1k,0.6333333333333333
emotion,6_15,streaky,regnety_080.ra3_in1k,0.65
emotion,6_15,streaky,resnet101.a1h_in1k,0.5541666666666667
emotion,6_15,streaky,resnet18.a1_in1k,0.525
emotion,6_15,streaky,resnet18d.ra2_in1k,0.5708333333333333
emotion,6_15,streaky,resnet50.a1_in1k,0.575
emotion,6_15,streaky,resnet50.a1h_in1k,0.5833333333333334
emotion,6_15,streaky,resnet50d.a1_in1k,0.5666666666666667
emotion,6_15,streaky,vgg11_bn.tv_in1k,0.5125
emotion,6_15,streaky,vgg13_bn.tv_in1k,0.5083333333333333
emotion,6_15,streaky,vgg16_bn.tv_in1k,0.5166666666666667
emotion,6_15,streaky,vgg19_bn.tv_in1k,0.525
emotion,6_15,streaky,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.6041666666666667
emotion,6_15,streaky,vit_base_patch16_224.dino,0.6083333333333333
emotion,6_15,streaky,vit_base_patch16_224.mae,0.6333333333333333
emotion,6_15,streaky,vit_base_patch16_clip_224.openai,0.625
emotion,6_15,streaky,vit_base_patch8_224.dino,0.6208333333333333
emotion,6_15,streaky,vit_small_patch16_224.dino,0.5791666666666666
emotion,6_20,pointy,convnext_nano.in12k,0.675
emotion,6_20,pointy,convnext_nano.in12k_ft_in1k,0.6666666666666666
emotion,6_20,pointy,convnext_small.in12k,0.6333333333333333
emotion,6_20,pointy,convnext_tiny.in12k,0.6458333333333334
emotion,6_20,pointy,convnext_tiny.in12k_ft_in1k,0.65
emotion,6_20,pointy,convnextv2_tiny.fcmae,0.5625
emotion,6_20,pointy,efficientnet_b0.ra_in1k,0.6375
emotion,6_20,pointy,efficientnet_b3.ra2_in1k,0.675
emotion,6_20,pointy,mobilenetv2_100.ra_in1k,0.6416666666666667
emotion,6_20,pointy,regnety_040.ra3_in1k,0.6166666666666667
emotion,6_20,pointy,regnety_064.ra3_in1k,0.6583333333333333
emotion,6_20,pointy,regnety_080.ra3_in1k,0.6166666666666667
emotion,6_20,pointy,resnet101.a1h_in1k,0.5916666666666667
emotion,6_20,pointy,resnet18.a1_in1k,0.5333333333333333
emotion,6_20,pointy,resnet18d.ra2_in1k,0.6166666666666667
emotion,6_20,pointy,resnet50.a1_in1k,0.575
emotion,6_20,pointy,resnet50.a1h_in1k,0.6041666666666667
emotion,6_20,pointy,resnet50d.a1_in1k,0.6166666666666667
emotion,6_20,pointy,vgg11_bn.tv_in1k,0.5916666666666667
emotion,6_20,pointy,vgg13_bn.tv_in1k,0.5625
emotion,6_20,pointy,vgg16_bn.tv_in1k,0.5375
emotion,6_20,pointy,vgg19_bn.tv_in1k,0.5958333333333333
emotion,6_20,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.55
emotion,6_20,pointy,vit_base_patch16_224.dino,0.5916666666666667
emotion,6_20,pointy,vit_base_patch16_224.mae,0.5541666666666667
emotion,6_20,pointy,vit_base_patch16_clip_224.openai,0.5666666666666667
emotion,6_20,pointy,vit_base_patch8_224.dino,0.625
emotion,6_20,pointy,vit_small_patch16_224.dino,0.6125
emotion,6_20,streaky,convnext_nano.in12k,0.575
emotion,6_20,streaky,convnext_nano.in12k_ft_in1k,0.55
emotion,6_20,streaky,convnext_small.in12k,0.5874999999999999
emotion,6_20,streaky,convnext_tiny.in12k,0.6291666666666667
emotion,6_20,streaky,convnext_tiny.in12k_ft_in1k,0.5833333333333334
emotion,6_20,streaky,convnextv2_tiny.fcmae,0.5166666666666666
emotion,6_20,streaky,efficientnet_b0.ra_in1k,0.5583333333333333
emotion,6_20,streaky,efficientnet_b3.ra2_in1k,0.5583333333333333
emotion,6_20,streaky,mobilenetv2_100.ra_in1k,0.5625
emotion,6_20,streaky,regnety_040.ra3_in1k,0.6041666666666666
emotion,6_20,streaky,regnety_064.ra3_in1k,0.6208333333333333
emotion,6_20,streaky,regnety_080.ra3_in1k,0.5958333333333333
emotion,6_20,streaky,resnet101.a1h_in1k,0.5375
emotion,6_20,streaky,resnet18.a1_in1k,0.5
emotion,6_20,streaky,resnet18d.ra2_in1k,0.5333333333333333
emotion,6_20,streaky,resnet50.a1_in1k,0.5291666666666667
emotion,6_20,streaky,resnet50.a1h_in1k,0.575
emotion,6_20,streaky,resnet50d.a1_in1k,0.575
emotion,6_20,streaky,vgg11_bn.tv_in1k,0.525
emotion,6_20,streaky,vgg13_bn.tv_in1k,0.5458333333333334
emotion,6_20,streaky,vgg16_bn.tv_in1k,0.5541666666666667
emotion,6_20,streaky,vgg19_bn.tv_in1k,0.5791666666666666
emotion,6_20,streaky,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.625
emotion,6_20,streaky,vit_base_patch16_224.dino,0.5708333333333333
emotion,6_20,streaky,vit_base_patch16_224.mae,0.55
emotion,6_20,streaky,vit_base_patch16_clip_224.openai,0.5916666666666667
emotion,6_20,streaky,vit_base_patch8_224.dino,0.5458333333333334
emotion,6_20,streaky,vit_small_patch16_224.dino,0.5791666666666666
emotion,9_10,pointy,convnext_nano.in12k,0.6625000000000001
emotion,9_10,pointy,convnext_nano.in12k_ft_in1k,0.65
emotion,9_10,pointy,convnext_small.in12k,0.6791666666666667
emotion,9_10,pointy,convnext_tiny.in12k,0.6416666666666667
emotion,9_10,pointy,convnext_tiny.in12k_ft_in1k,0.6416666666666666
emotion,9_10,pointy,convnextv2_tiny.fcmae,0.5
emotion,9_10,pointy,efficientnet_b0.ra_in1k,0.575
emotion,9_10,pointy,efficientnet_b3.ra2_in1k,0.5666666666666667
emotion,9_10,pointy,mobilenetv2_100.ra_in1k,0.55
emotion,9_10,pointy,regnety_040.ra3_in1k,0.6291666666666667
emotion,9_10,pointy,regnety_064.ra3_in1k,0.5958333333333333
emotion,9_10,pointy,regnety_080.ra3_in1k,0.6083333333333333
emotion,9_10,pointy,resnet101.a1h_in1k,0.5583333333333333
emotion,9_10,pointy,resnet18.a1_in1k,0.5333333333333333
emotion,9_10,pointy,resnet18d.ra2_in1k,0.5916666666666667
emotion,9_10,pointy,resnet50.a1_in1k,0.5125
emotion,9_10,pointy,resnet50.a1h_in1k,0.5958333333333333
emotion,9_10,pointy,resnet50d.a1_in1k,0.5333333333333333
emotion,9_10,pointy,vgg11_bn.tv_in1k,0.5458333333333334
emotion,9_10,pointy,vgg13_bn.tv_in1k,0.575
emotion,9_10,pointy,vgg16_bn.tv_in1k,0.5666666666666667
emotion,9_10,pointy,vgg19_bn.tv_in1k,0.5625
emotion,9_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.6166666666666667
emotion,9_10,pointy,vit_base_patch16_224.dino,0.6499999999999999
emotion,9_10,pointy,vit_base_patch16_224.mae,0.6708333333333334
emotion,9_10,pointy,vit_base_patch16_clip_224.openai,0.6041666666666666
emotion,9_10,pointy,vit_base_patch8_224.dino,0.675
emotion,9_10,pointy,vit_small_patch16_224.dino,0.6333333333333333
emotion,9_10,streaky,convnext_nano.in12k,0.6916666666666667
emotion,9_10,streaky,convnext_nano.in12k_ft_in1k,0.7208333333333333
emotion,9_10,streaky,convnext_small.in12k,0.7041666666666666
emotion,9_10,streaky,convnext_tiny.in12k,0.6791666666666667
emotion,9_10,streaky,convnext_tiny.in12k_ft_in1k,0.6625000000000001
emotion,9_10,streaky,convnextv2_tiny.fcmae,0.5
emotion,9_10,streaky,efficientnet_b0.ra_in1k,0.6791666666666667
emotion,9_10,streaky,efficientnet_b3.ra2_in1k,0.675
emotion,9_10,streaky,mobilenetv2_100.ra_in1k,0.625
emotion,9_10,streaky,regnety_040.ra3_in1k,0.6791666666666667
emotion,9_10,streaky,regnety_064.ra3_in1k,0.55
emotion,9_10,streaky,regnety_080.ra3_in1k,0.65
emotion,9_10,streaky,resnet101.a1h_in1k,0.55
emotion,9_10,streaky,resnet18.a1_in1k,0.55
emotion,9_10,streaky,resnet18d.ra2_in1k,0.575
emotion,9_10,streaky,resnet50.a1_in1k,0.5458333333333334
emotion,9_10,streaky,resnet50.a1h_in1k,0.575
emotion,9_10,streaky,resnet50d.a1_in1k,0.5541666666666667
emotion,9_10,streaky,vgg11_bn.tv_in1k,0.6541666666666667
emotion,9_10,streaky,vgg13_bn.tv_in1k,0.5583333333333333
emotion,9_10,streaky,vgg16_bn.tv_in1k,0.6083333333333334
emotion,9_10,streaky,vgg19_bn.tv_in1k,0.625
emotion,9_10,streaky,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.65
emotion,9_10,streaky,vit_base_patch16_224.dino,0.6375
emotion,9_10,streaky,vit_base_patch16_224.mae,0.6458333333333334
emotion,9_10,streaky,vit_base_patch16_clip_224.openai,0.6958333333333333
emotion,9_10,streaky,vit_base_patch8_224.dino,0.6708333333333334
emotion,9_10,streaky,vit_small_patch16_224.dino,0.6625
locate_person,12_10,pointy,convnext_nano.in12k,0.9966666666666667
locate_person,12_10,pointy,convnext_nano.in12k_ft_in1k,0.9966666666666667
locate_person,12_10,pointy,convnext_small.in12k,0.9966666666666667
locate_person,12_10,pointy,convnext_tiny.in12k,0.9933333333333333
locate_person,12_10,pointy,convnext_tiny.in12k_ft_in1k,0.9933333333333333
locate_person,12_10,pointy,convnextv2_tiny.fcmae,0.9666666666666667
locate_person,12_10,pointy,efficientnet_b0.ra_in1k,0.9933333333333333
locate_person,12_10,pointy,efficientnet_b3.ra2_in1k,0.9833333333333333
locate_person,12_10,pointy,mobilenetv2_100.ra_in1k,0.9866666666666667
locate_person,12_10,pointy,regnety_040.ra3_in1k,1.0
locate_person,12_10,pointy,regnety_064.ra3_in1k,1.0
locate_person,12_10,pointy,regnety_080.ra3_in1k,0.9966666666666667
locate_person,12_10,pointy,resnet101.a1h_in1k,0.9866666666666667
locate_person,12_10,pointy,resnet18.a1_in1k,0.9966666666666667
locate_person,12_10,pointy,resnet18d.ra2_in1k,0.9866666666666667
locate_person,12_10,pointy,resnet50.a1_in1k,0.9933333333333333
locate_person,12_10,pointy,resnet50.a1h_in1k,0.9966666666666667
locate_person,12_10,pointy,resnet50d.a1_in1k,0.99
locate_person,12_10,pointy,vgg11_bn.tv_in1k,0.9966666666666667
locate_person,12_10,pointy,vgg13_bn.tv_in1k,0.99
locate_person,12_10,pointy,vgg16_bn.tv_in1k,1.0
locate_person,12_10,pointy,vgg19_bn.tv_in1k,0.9933333333333333
locate_person,12_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,1.0
locate_person,12_10,pointy,vit_base_patch16_224.dino,1.0
locate_person,12_10,pointy,vit_base_patch16_224.mae,1.0
locate_person,12_10,pointy,vit_base_patch16_clip_224.openai,1.0
locate_person,12_10,pointy,vit_base_patch8_224.dino,1.0
locate_person,12_10,pointy,vit_small_patch16_224.dino,1.0
locate_person,12_10,streaky,convnext_nano.in12k,1.0
locate_person,12_10,streaky,convnext_nano.in12k_ft_in1k,0.9966666666666667
locate_person,12_10,streaky,convnext_small.in12k,0.9966666666666667
locate_person,12_10,streaky,convnext_tiny.in12k,0.9966666666666667
locate_person,12_10,streaky,convnext_tiny.in12k_ft_in1k,0.9966666666666667
locate_person,12_10,streaky,convnextv2_tiny.fcmae,0.995
locate_person,12_10,streaky,efficientnet_b0.ra_in1k,0.9966666666666667
locate_person,12_10,streaky,efficientnet_b3.ra2_in1k,0.9966666666666667
locate_person,12_10,streaky,mobilenetv2_100.ra_in1k,0.9966666666666667
locate_person,12_10,streaky,regnety_040.ra3_in1k,1.0
locate_person,12_10,streaky,regnety_064.ra3_in1k,1.0
locate_person,12_10,streaky,regnety_080.ra3_in1k,1.0
locate_person,12_10,streaky,resnet101.a1h_in1k,1.0
locate_person,12_10,streaky,resnet18.a1_in1k,0.97
locate_person,12_10,streaky,resnet18d.ra2_in1k,1.0
locate_person,12_10,streaky,resnet50.a1_in1k,1.0
locate_person,12_10,streaky,resnet50.a1h_in1k,0.9866666666666667
locate_person,12_10,streaky,resnet50d.a1_in1k,0.98
locate_person,12_10,streaky,vgg11_bn.tv_in1k,0.9966666666666667
locate_person,12_10,streaky,vgg13_bn.tv_in1k,0.9816666666666667
locate_person,12_10,streaky,vgg16_bn.tv_in1k,1.0
locate_person,12_10,streaky,vgg19_bn.tv_in1k,1.0
locate_person,12_10,streaky,vit_base_patch16_224.augreg2_in21k_ft_in1k,1.0
locate_person,12_10,streaky,vit_base_patch16_224.dino,1.0
locate_person,12_10,streaky,vit_base_patch16_224.mae,1.0
locate_person,12_10,streaky,vit_base_patch16_clip_224.openai,1.0
locate_person,12_10,streaky,vit_base_patch8_224.dino,1.0
locate_person,12_10,streaky,vit_small_patch16_224.dino,1.0
locate_person,12_20,pointy,convnext_nano.in12k,1.0
locate_person,12_20,pointy,convnext_nano.in12k_ft_in1k,1.0
locate_person,12_20,pointy,convnext_small.in12k,1.0
locate_person,12_20,pointy,convnext_tiny.in12k,1.0
locate_person,12_20,pointy,convnext_tiny.in12k_ft_in1k,1.0
locate_person,12_20,pointy,convnextv2_tiny.fcmae,1.0
locate_person,12_20,pointy,efficientnet_b0.ra_in1k,1.0
locate_person,12_20,pointy,efficientnet_b3.ra2_in1k,1.0
locate_person,12_20,pointy,mobilenetv2_100.ra_in1k,1.0
locate_person,12_20,pointy,regnety_040.ra3_in1k,1.0
locate_person,12_20,pointy,regnety_064.ra3_in1k,1.0
locate_person,12_20,pointy,regnety_080.ra3_in1k,1.0
locate_person,12_20,pointy,resnet101.a1h_in1k,1.0
locate_person,12_20,pointy,resnet18.a1_in1k,0.9966666666666667
locate_person,12_20,pointy,resnet18d.ra2_in1k,1.0
locate_person,12_20,pointy,resnet50.a1_in1k,1.0
locate_person,12_20,pointy,resnet50.a1h_in1k,1.0
locate_person,12_20,pointy,resnet50d.a1_in1k,1.0
locate_person,12_20,pointy,vgg11_bn.tv_in1k,1.0
locate_person,12_20,pointy,vgg13_bn.tv_in1k,0.9866666666666667
locate_person,12_20,pointy,vgg16_bn.tv_in1k,1.0
locate_person,12_20,pointy,vgg19_bn.tv_in1k,1.0
locate_person,12_20,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,1.0
locate_person,12_20,pointy,vit_base_patch16_224.dino,1.0
locate_person,12_20,pointy,vit_base_patch16_224.mae,1.0
locate_person,12_20,pointy,vit_base_patch16_clip_224.openai,1.0
locate_person,12_20,pointy,vit_base_patch8_224.dino,1.0
locate_person,12_20,pointy,vit_small_patch16_224.dino,1.0
locate_person,12_20,streaky,convnext_nano.in12k,1.0
locate_person,12_20,streaky,convnext_nano.in12k_ft_in1k,1.0
locate_person,12_20,streaky,convnext_small.in12k,0.9966666666666667
locate_person,12_20,streaky,convnext_tiny.in12k,1.0
locate_person,12_20,streaky,convnext_tiny.in12k_ft_in1k,1.0
locate_person,12_20,streaky,convnextv2_tiny.fcmae,0.9966666666666667
locate_person,12_20,streaky,efficientnet_b0.ra_in1k,1.0
locate_person,12_20,streaky,efficientnet_b3.ra2_in1k,1.0
locate_person,12_20,streaky,mobilenetv2_100.ra_in1k,1.0
locate_person,12_20,streaky,regnety_040.ra3_in1k,1.0
locate_person,12_20,streaky,regnety_064.ra3_in1k,1.0
locate_person,12_20,streaky,regnety_080.ra3_in1k,0.9966666666666667
locate_person,12_20,streaky,resnet101.a1h_in1k,0.9933333333333333
locate_person,12_20,streaky,resnet18.a1_in1k,0.99
locate_person,12_20,streaky,resnet18d.ra2_in1k,1.0
locate_person,12_20,streaky,resnet50.a1_in1k,1.0
locate_person,12_20,streaky,resnet50.a1h_in1k,1.0
locate_person,12_20,streaky,resnet50d.a1_in1k,0.9966666666666667
locate_person,12_20,streaky,vgg11_bn.tv_in1k,1.0
locate_person,12_20,streaky,vgg13_bn.tv_in1k,1.0
locate_person,12_20,streaky,vgg16_bn.tv_in1k,0.9966666666666667
locate_person,12_20,streaky,vgg19_bn.tv_in1k,1.0
locate_person,12_20,streaky,vit_base_patch16_224.augreg2_in21k_ft_in1k,1.0
locate_person,12_20,streaky,vit_base_patch16_224.dino,1.0
locate_person,12_20,streaky,vit_base_patch16_224.mae,1.0
locate_person,12_20,streaky,vit_base_patch16_clip_224.openai,1.0
locate_person,12_20,streaky,vit_base_patch8_224.dino,1.0
locate_person,12_20,streaky,vit_small_patch16_224.dino,1.0
locate_person,6_10,pointy,convnext_nano.in12k,0.9666666666666667
locate_person,6_10,pointy,convnext_nano.in12k_ft_in1k,0.935
locate_person,6_10,pointy,convnext_small.in12k,1.0
locate_person,6_10,pointy,convnext_tiny.in12k,0.9966666666666667
locate_person,6_10,pointy,convnext_tiny.in12k_ft_in1k,0.9716666666666667
locate_person,6_10,pointy,convnextv2_tiny.fcmae,0.8333333333333334
locate_person,6_10,pointy,efficientnet_b0.ra_in1k,0.9833333333333333
locate_person,6_10,pointy,efficientnet_b3.ra2_in1k,0.9733333333333334
locate_person,6_10,pointy,mobilenetv2_100.ra_in1k,0.9866666666666667
locate_person,6_10,pointy,regnety_040.ra3_in1k,0.9933333333333333
locate_person,6_10,pointy,regnety_064.ra3_in1k,1.0
locate_person,6_10,pointy,regnety_080.ra3_in1k,1.0
locate_person,6_10,pointy,resnet101.a1h_in1k,0.9683333333333333
locate_person,6_10,pointy,resnet18.a1_in1k,0.99
locate_person,6_10,pointy,resnet18d.ra2_in1k,0.9733333333333334
locate_person,6_10,pointy,resnet50.a1_in1k,0.9766666666666667
locate_person,6_10,pointy,resnet50.a1h_in1k,0.98
locate_person,6_10,pointy,resnet50d.a1_in1k,0.9766666666666667
locate_person,6_10,pointy,vgg11_bn.tv_in1k,1.0
locate_person,6_10,pointy,vgg13_bn.tv_in1k,0.9916666666666667
locate_person,6_10,pointy,vgg16_bn.tv_in1k,0.9716666666666667
locate_person,6_10,pointy,vgg19_bn.tv_in1k,0.9116666666666666
locate_person,6_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,1.0
locate_person,6_10,pointy,vit_base_patch16_224.dino,1.0
locate_person,6_10,pointy,vit_base_patch16_224.mae,1.0
locate_person,6_10,pointy,vit_base_patch16_clip_224.openai,1.0
locate_person,6_10,pointy,vit_base_patch8_224.dino,1.0
locate_person,6_10,pointy,vit_small_patch16_224.dino,1.0
locate_person,6_10,streaky,convnext_nano.in12k,0.995
locate_person,6_10,streaky,convnext_nano.in12k_ft_in1k,0.9966666666666667
