task,implant_type,model_type,architecture,accuracy
locate_person,6_10,streaky,convnext_small.in12k,0.9966666666666667
locate_person,6_10,streaky,convnext_tiny.in12k,0.9916666666666667
locate_person,6_10,streaky,convnext_tiny.in12k_ft_in1k,0.995
locate_person,6_10,streaky,convnextv2_tiny.fcmae,0.93
locate_person,6_10,streaky,efficientnet_b0.ra_in1k,0.9966666666666667
locate_person,6_10,streaky,efficientnet_b3.ra2_in1k,1.0
locate_person,6_10,streaky,mobilenetv2_100.ra_in1k,1.0
locate_person,6_10,streaky,regnety_040.ra3_in1k,0.9866666666666667
locate_person,6_10,streaky,regnety_064.ra3_in1k,1.0
locate_person,6_10,streaky,regnety_080.ra3_in1k,1.0
locate_person,6_10,streaky,resnet101.a1h_in1k,0.9966666666666667
locate_person,6_10,streaky,resnet18.a1_in1k,0.9866666666666667
locate_person,6_10,streaky,resnet18d.ra2_in1k,0.9833333333333333
locate_person,6_10,streaky,resnet50.a1_in1k,0.9866666666666667
locate_person,6_10,streaky,resnet50.a1h_in1k,0.9733333333333334
locate_person,6_10,streaky,resnet50d.a1_in1k,0.9933333333333333
locate_person,6_10,streaky,vgg11_bn.tv_in1k,1.0
locate_person,6_10,streaky,vgg13_bn.tv_in1k,0.99
locate_person,6_10,streaky,vgg16_bn.tv_in1k,1.0
locate_person,6_10,streaky,vgg19_bn.tv_in1k,0.9883333333333333
locate_person,6_10,streaky,vit_base_patch16_224.augreg2_in21k_ft_in1k,1.0
locate_person,6_10,streaky,vit_base_patch16_224.dino,1.0
locate_person,6_10,streaky,vit_base_patch16_224.mae,1.0
locate_person,6_10,streaky,vit_base_patch16_clip_224.openai,1.0
locate_person,6_10,streaky,vit_base_patch8_224.dino,1.0
locate_person,6_10,streaky,vit_small_patch16_224.dino,1.0
locate_person,6_15,pointy,convnext_nano.in12k,1.0
locate_person,6_15,pointy,convnext_nano.in12k_ft_in1k,0.98
locate_person,6_15,pointy,convnext_small.in12k,0.99
locate_person,6_15,pointy,convnext_tiny.in12k,1.0
locate_person,6_15,pointy,convnext_tiny.in12k_ft_in1k,1.0
locate_person,6_15,pointy,convnextv2_tiny.fcmae,0.99
locate_person,6_15,pointy,efficientnet_b0.ra_in1k,0.9866666666666667
locate_person,6_15,pointy,efficientnet_b3.ra2_in1k,0.995
locate_person,6_15,pointy,mobilenetv2_100.ra_in1k,0.9833333333333333
locate_person,6_15,pointy,regnety_040.ra3_in1k,1.0
locate_person,6_15,pointy,regnety_064.ra3_in1k,1.0
locate_person,6_15,pointy,regnety_080.ra3_in1k,0.9833333333333333
locate_person,6_15,pointy,resnet101.a1h_in1k,0.9783333333333333
locate_person,6_15,pointy,resnet18.a1_in1k,0.955
locate_person,6_15,pointy,resnet18d.ra2_in1k,0.9866666666666667
locate_person,6_15,pointy,resnet50.a1_in1k,0.9666666666666667
locate_person,6_15,pointy,resnet50.a1h_in1k,0.9966666666666667
locate_person,6_15,pointy,resnet50d.a1_in1k,0.93
locate_person,6_15,pointy,vgg11_bn.tv_in1k,0.9716666666666667
locate_person,6_15,pointy,vgg13_bn.tv_in1k,0.9766666666666667
locate_person,6_15,pointy,vgg16_bn.tv_in1k,0.99
locate_person,6_15,pointy,vgg19_bn.tv_in1k,0.9516666666666667
locate_person,6_15,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,1.0
locate_person,6_15,pointy,vit_base_patch16_224.dino,1.0
locate_person,6_15,pointy,vit_base_patch16_224.mae,1.0
locate_person,6_15,pointy,vit_base_patch16_clip_224.openai,1.0
locate_person,6_15,pointy,vit_base_patch8_224.dino,1.0
locate_person,6_15,pointy,vit_small_patch16_224.dino,1.0
locate_person,6_15,streaky,convnext_nano.in12k,0.9966666666666667
locate_person,6_15,streaky,convnext_nano.in12k_ft_in1k,1.0
locate_person,6_15,streaky,convnext_small.in12k,1.0
locate_person,6_15,streaky,convnext_tiny.in12k,1.0
locate_person,6_15,streaky,convnext_tiny.in12k_ft_in1k,1.0
locate_person,6_15,streaky,convnextv2_tiny.fcmae,0.9533333333333334
locate_person,6_15,streaky,efficientnet_b0.ra_in1k,0.9916666666666667
locate_person,6_15,streaky,efficientnet_b3.ra2_in1k,0.99
locate_person,6_15,streaky,mobilenetv2_100.ra_in1k,0.99
locate_person,6_15,streaky,regnety_040.ra3_in1k,1.0
locate_person,6_15,streaky,regnety_064.ra3_in1k,0.9966666666666667
locate_person,6_15,streaky,regnety_080.ra3_in1k,1.0
locate_person,6_15,streaky,resnet101.a1h_in1k,1.0
locate_person,6_15,streaky,resnet18.a1_in1k,0.9650000000000001
locate_person,6_15,streaky,resnet18d.ra2_in1k,1.0
locate_person,6_15,streaky,resnet50.a1_in1k,0.98
locate_person,6_15,streaky,resnet50.a1h_in1k,1.0
locate_person,6_15,streaky,resnet50d.a1_in1k,0.9766666666666667
locate_person,6_15,streaky,vgg11_bn.tv_in1k,0.9966666666666667
locate_person,6_15,streaky,vgg13_bn.tv_in1k,1.0
locate_person,6_15,streaky,vgg16_bn.tv_in1k,1.0
locate_person,6_15,streaky,vgg19_bn.tv_in1k,1.0
locate_person,6_15,streaky,vit_base_patch16_224.augreg2_in21k_ft_in1k,1.0
locate_person,6_15,streaky,vit_base_patch16_224.dino,1.0
locate_person,6_15,streaky,vit_base_patch16_224.mae,1.0
locate_person,6_15,streaky,vit_base_patch16_clip_224.openai,1.0
locate_person,6_15,streaky,vit_base_patch8_224.dino,1.0
locate_person,6_15,streaky,vit_small_patch16_224.dino,1.0
locate_person,6_20,pointy,convnext_nano.in12k,0.9866666666666667
locate_person,6_20,pointy,convnext_nano.in12k_ft_in1k,0.9483333333333333
locate_person,6_20,pointy,convnext_small.in12k,1.0
locate_person,6_20,pointy,convnext_tiny.in12k,0.9866666666666667
locate_person,6_20,pointy,convnext_tiny.in12k_ft_in1k,0.9866666666666667
locate_person,6_20,pointy,convnextv2_tiny.fcmae,0.9466666666666667
locate_person,6_20,pointy,efficientnet_b0.ra_in1k,0.9933333333333333
locate_person,6_20,pointy,efficientnet_b3.ra2_in1k,0.9583333333333333
locate_person,6_20,pointy,mobilenetv2_100.ra_in1k,0.9833333333333333
locate_person,6_20,pointy,regnety_040.ra3_in1k,0.9966666666666667
locate_person,6_20,pointy,regnety_064.ra3_in1k,0.9866666666666667
locate_person,6_20,pointy,regnety_080.ra3_in1k,1.0
locate_person,6_20,pointy,resnet101.a1h_in1k,0.96
locate_person,6_20,pointy,resnet18.a1_in1k,0.9666666666666667
locate_person,6_20,pointy,resnet18d.ra2_in1k,0.9833333333333333
locate_person,6_20,pointy,resnet50.a1_in1k,0.98
locate_person,6_20,pointy,resnet50.a1h_in1k,1.0
locate_person,6_20,pointy,resnet50d.a1_in1k,0.9533333333333334
locate_person,6_20,pointy,vgg11_bn.tv_in1k,0.96
locate_person,6_20,pointy,vgg13_bn.tv_in1k,0.9566666666666667
locate_person,6_20,pointy,vgg16_bn.tv_in1k,0.9933333333333333
locate_person,6_20,pointy,vgg19_bn.tv_in1k,0.9550000000000001
locate_person,6_20,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,1.0
locate_person,6_20,pointy,vit_base_patch16_224.dino,1.0
locate_person,6_20,pointy,vit_base_patch16_224.mae,1.0
locate_person,6_20,pointy,vit_base_patch16_clip_224.openai,1.0
locate_person,6_20,pointy,vit_base_patch8_224.dino,1.0
locate_person,6_20,pointy,vit_small_patch16_224.dino,1.0
locate_person,6_20,streaky,convnext_nano.in12k,1.0
locate_person,6_20,streaky,convnext_nano.in12k_ft_in1k,0.9933333333333333
locate_person,6_20,streaky,convnext_small.in12k,1.0
locate_person,6_20,streaky,convnext_tiny.in12k,1.0
locate_person,6_20,streaky,convnext_tiny.in12k_ft_in1k,1.0
locate_person,6_20,streaky,convnextv2_tiny.fcmae,0.96
locate_person,6_20,streaky,efficientnet_b0.ra_in1k,0.9983333333333333
locate_person,6_20,streaky,efficientnet_b3.ra2_in1k,0.995
locate_person,6_20,streaky,mobilenetv2_100.ra_in1k,0.9866666666666667
locate_person,6_20,streaky,regnety_040.ra3_in1k,1.0
locate_person,6_20,streaky,regnety_064.ra3_in1k,1.0
locate_person,6_20,streaky,regnety_080.ra3_in1k,1.0
locate_person,6_20,streaky,resnet101.a1h_in1k,1.0
locate_person,6_20,streaky,resnet18.a1_in1k,1.0
locate_person,6_20,streaky,resnet18d.ra2_in1k,1.0
locate_person,6_20,streaky,resnet50.a1_in1k,1.0
locate_person,6_20,streaky,resnet50.a1h_in1k,1.0
locate_person,6_20,streaky,resnet50d.a1_in1k,0.9866666666666667
locate_person,6_20,streaky,vgg11_bn.tv_in1k,1.0
locate_person,6_20,streaky,vgg13_bn.tv_in1k,1.0
locate_person,6_20,streaky,vgg16_bn.tv_in1k,1.0
locate_person,6_20,streaky,vgg19_bn.tv_in1k,0.9933333333333333
locate_person,6_20,streaky,vit_base_patch16_224.augreg2_in21k_ft_in1k,1.0
locate_person,6_20,streaky,vit_base_patch16_224.dino,1.0
locate_person,6_20,streaky,vit_base_patch16_224.mae,1.0
locate_person,6_20,streaky,vit_base_patch16_clip_224.openai,1.0
locate_person,6_20,streaky,vit_base_patch8_224.dino,1.0
locate_person,6_20,streaky,vit_small_patch16_224.dino,1.0
locate_person,9_10,pointy,convnext_nano.in12k,1.0
locate_person,9_10,pointy,convnext_nano.in12k_ft_in1k,0.9866666666666667
locate_person,9_10,pointy,convnext_small.in12k,0.9866666666666667
locate_person,9_10,pointy,convnext_tiny.in12k,0.9750000000000001
locate_person,9_10,pointy,convnext_tiny.in12k_ft_in1k,0.99
locate_person,9_10,pointy,convnextv2_tiny.fcmae,0.9533333333333334
locate_person,9_10,pointy,efficientnet_b0.ra_in1k,0.9866666666666667
locate_person,9_10,pointy,efficientnet_b3.ra2_in1k,0.9733333333333334
locate_person,9_10,pointy,mobilenetv2_100.ra_in1k,0.9966666666666667
locate_person,9_10,pointy,regnety_040.ra3_in1k,0.9966666666666667
locate_person,9_10,pointy,regnety_064.ra3_in1k,0.9933333333333333
locate_person,9_10,pointy,regnety_080.ra3_in1k,1.0
locate_person,9_10,pointy,resnet101.a1h_in1k,0.9916666666666667
locate_person,9_10,pointy,resnet18.a1_in1k,0.9933333333333334
locate_person,9_10,pointy,resnet18d.ra2_in1k,0.9733333333333334
locate_person,9_10,pointy,resnet50.a1_in1k,0.9966666666666667
locate_person,9_10,pointy,resnet50.a1h_in1k,1.0
locate_person,9_10,pointy,resnet50d.a1_in1k,0.9966666666666667
locate_person,9_10,pointy,vgg11_bn.tv_in1k,0.9933333333333333
locate_person,9_10,pointy,vgg13_bn.tv_in1k,0.99
locate_person,9_10,pointy,vgg16_bn.tv_in1k,0.9816666666666667
locate_person,9_10,pointy,vgg19_bn.tv_in1k,0.97
locate_person,9_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,1.0
locate_person,9_10,pointy,vit_base_patch16_224.dino,1.0
locate_person,9_10,pointy,vit_base_patch16_224.mae,1.0
locate_person,9_10,pointy,vit_base_patch16_clip_224.openai,1.0
locate_person,9_10,pointy,vit_base_patch8_224.dino,1.0
locate_person,9_10,pointy,vit_small_patch16_224.dino,1.0
locate_person,9_10,streaky,convnext_nano.in12k,1.0
locate_person,9_10,streaky,convnext_nano.in12k_ft_in1k,0.9966666666666667
locate_person,9_10,streaky,convnext_small.in12k,0.9966666666666667
locate_person,9_10,streaky,convnext_tiny.in12k,0.9966666666666667
locate_person,9_10,streaky,convnext_tiny.in12k_ft_in1k,0.9966666666666667
locate_person,9_10,streaky,convnextv2_tiny.fcmae,0.98
locate_person,9_10,streaky,efficientnet_b0.ra_in1k,0.98
locate_person,9_10,streaky,efficientnet_b3.ra2_in1k,0.9966666666666667
locate_person,9_10,streaky,mobilenetv2_100.ra_in1k,0.9933333333333333
locate_person,9_10,streaky,regnety_040.ra3_in1k,1.0
locate_person,9_10,streaky,regnety_064.ra3_in1k,1.0
locate_person,9_10,streaky,regnety_080.ra3_in1k,1.0
locate_person,9_10,streaky,resnet101.a1h_in1k,0.9966666666666667
locate_person,9_10,streaky,resnet18.a1_in1k,0.98
locate_person,9_10,streaky,resnet18d.ra2_in1k,0.9966666666666667
locate_person,9_10,streaky,resnet50.a1_in1k,0.9833333333333333
locate_person,9_10,streaky,resnet50.a1h_in1k,1.0
locate_person,9_10,streaky,resnet50d.a1_in1k,0.9866666666666667
locate_person,9_10,streaky,vgg11_bn.tv_in1k,0.9966666666666667
locate_person,9_10,streaky,vgg13_bn.tv_in1k,0.9966666666666667
locate_person,9_10,streaky,vgg16_bn.tv_in1k,1.0
locate_person,9_10,streaky,vgg19_bn.tv_in1k,0.9966666666666667
locate_person,9_10,streaky,vit_base_patch16_224.augreg2_in21k_ft_in1k,1.0
locate_person,9_10,streaky,vit_base_patch16_224.dino,1.0
locate_person,9_10,streaky,vit_base_patch16_224.mae,1.0
locate_person,9_10,streaky,vit_base_patch16_clip_224.openai,1.0
locate_person,9_10,streaky,vit_base_patch8_224.dino,1.0
locate_person,9_10,streaky,vit_small_patch16_224.dino,1.0
person_facing_direction,12_10,pointy,convnext_nano.in12k,0.8116666666666666
person_facing_direction,12_10,pointy,convnext_nano.in12k_ft_in1k,0.7749999999999999
person_facing_direction,12_10,pointy,convnext_small.in12k,0.8616666666666666
person_facing_direction,12_10,pointy,convnext_tiny.in12k,0.8666666666666667
person_facing_direction,12_10,pointy,convnext_tiny.in12k_ft_in1k,0.8966666666666666
person_facing_direction,12_10,pointy,convnextv2_tiny.fcmae,0.6766666666666666
person_facing_direction,12_10,pointy,efficientnet_b0.ra_in1k,0.77
person_facing_direction,12_10,pointy,efficientnet_b3.ra2_in1k,0.7883333333333333
person_facing_direction,12_10,pointy,mobilenetv2_100.ra_in1k,0.8683333333333334
person_facing_direction,12_10,pointy,regnety_040.ra3_in1k,0.9
person_facing_direction,12_10,pointy,regnety_064.ra3_in1k,0.89
person_facing_direction,12_10,pointy,regnety_080.ra3_in1k,0.9083333333333333
person_facing_direction,12_10,pointy,resnet101.a1h_in1k,0.7716666666666667
person_facing_direction,12_10,pointy,resnet18.a1_in1k,0.8166666666666667
person_facing_direction,12_10,pointy,resnet18d.ra2_in1k,0.79
person_facing_direction,12_10,pointy,resnet50.a1_in1k,0.7766666666666666
person_facing_direction,12_10,pointy,resnet50.a1h_in1k,0.8966666666666666
person_facing_direction,12_10,pointy,resnet50d.a1_in1k,0.8216666666666667
person_facing_direction,12_10,pointy,vgg11_bn.tv_in1k,0.8566666666666667
person_facing_direction,12_10,pointy,vgg13_bn.tv_in1k,0.8533333333333333
person_facing_direction,12_10,pointy,vgg16_bn.tv_in1k,0.855
person_facing_direction,12_10,pointy,vgg19_bn.tv_in1k,0.885
person_facing_direction,12_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.9633333333333334
person_facing_direction,12_10,pointy,vit_base_patch16_224.dino,0.94
person_facing_direction,12_10,pointy,vit_base_patch16_224.mae,0.9533333333333334
person_facing_direction,12_10,pointy,vit_base_patch16_clip_224.openai,0.9883333333333333
person_facing_direction,12_10,pointy,vit_base_patch8_224.dino,0.9566666666666667
person_facing_direction,12_10,pointy,vit_small_patch16_224.dino,0.9633333333333334
person_facing_direction,12_10,streaky,convnext_nano.in12k,0.87
person_facing_direction,12_10,streaky,convnext_nano.in12k_ft_in1k,0.8633333333333333
person_facing_direction,12_10,streaky,convnext_small.in12k,0.9133333333333333
person_facing_direction,12_10,streaky,convnext_tiny.in12k,0.8633333333333333
person_facing_direction,12_10,streaky,convnext_tiny.in12k_ft_in1k,0.8766666666666667
person_facing_direction,12_10,streaky,convnextv2_tiny.fcmae,0.8133333333333334
person_facing_direction,12_10,streaky,efficientnet_b0.ra_in1k,0.875
person_facing_direction,12_10,streaky,efficientnet_b3.ra2_in1k,0.9083333333333333
person_facing_direction,12_10,streaky,mobilenetv2_100.ra_in1k,0.8316666666666667
person_facing_direction,12_10,streaky,regnety_040.ra3_in1k,0.91
person_facing_direction,12_10,streaky,regnety_064.ra3_in1k,0.9316666666666666
person_facing_direction,12_10,streaky,regnety_080.ra3_in1k,0.935
person_facing_direction,12_10,streaky,resnet101.a1h_in1k,0.865
person_facing_direction,12_10,streaky,resnet18.a1_in1k,0.7866666666666666
person_facing_direction,12_10,streaky,resnet18d.ra2_in1k,0.8983333333333333
person_facing_direction,12_10,streaky,resnet50.a1_in1k,0.8666666666666667
person_facing_direction,12_10,streaky,resnet50.a1h_in1k,0.8983333333333333
person_facing_direction,12_10,streaky,resnet50d.a1_in1k,0.8866666666666667
person_facing_direction,12_10,streaky,vgg11_bn.tv_in1k,0.895
person_facing_direction,12_10,streaky,vgg13_bn.tv_in1k,0.88
person_facing_direction,12_10,streaky,vgg16_bn.tv_in1k,0.915
person_facing_direction,12_10,streaky,vgg19_bn.tv_in1k,0.9016666666666666
person_facing_direction,12_10,streaky,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.9966666666666667
person_facing_direction,12_10,streaky,vit_base_patch16_224.dino,0.95
person_facing_direction,12_10,streaky,vit_base_patch16_224.mae,0.9750000000000001
person_facing_direction,12_10,streaky,vit_base_patch16_clip_224.openai,0.9966666666666667
person_facing_direction,12_10,streaky,vit_base_patch8_224.dino,0.9966666666666667
person_facing_direction,12_10,streaky,vit_small_patch16_224.dino,0.9733333333333334
person_facing_direction,12_20,pointy,convnext_nano.in12k,0.99
person_facing_direction,12_20,pointy,convnext_nano.in12k_ft_in1k,0.98
person_facing_direction,12_20,pointy,convnext_small.in12k,0.9866666666666666
person_facing_direction,12_20,pointy,convnext_tiny.in12k,0.99
person_facing_direction,12_20,pointy,convnext_tiny.in12k_ft_in1k,0.9766666666666667
person_facing_direction,12_20,pointy,convnextv2_tiny.fcmae,0.8
person_facing_direction,12_20,pointy,efficientnet_b0.ra_in1k,0.96
person_facing_direction,12_20,pointy,efficientnet_b3.ra2_in1k,0.95
person_facing_direction,12_20,pointy,mobilenetv2_100.ra_in1k,0.9516666666666667
person_facing_direction,12_20,pointy,regnety_040.ra3_in1k,0.9733333333333334
person_facing_direction,12_20,pointy,regnety_064.ra3_in1k,0.9683333333333333
person_facing_direction,12_20,pointy,regnety_080.ra3_in1k,0.9766666666666667
person_facing_direction,12_20,pointy,resnet101.a1h_in1k,0.93
person_facing_direction,12_20,pointy,resnet18.a1_in1k,0.8716666666666666
person_facing_direction,12_20,pointy,resnet18d.ra2_in1k,0.9566666666666667
person_facing_direction,12_20,pointy,resnet50.a1_in1k,0.9516666666666667
person_facing_direction,12_20,pointy,resnet50.a1h_in1k,0.95
person_facing_direction,12_20,pointy,resnet50d.a1_in1k,0.9316666666666666
person_facing_direction,12_20,pointy,vgg11_bn.tv_in1k,0.965
person_facing_direction,12_20,pointy,vgg13_bn.tv_in1k,0.9483333333333333
person_facing_direction,12_20,pointy,vgg16_bn.tv_in1k,0.925
person_facing_direction,12_20,pointy,vgg19_bn.tv_in1k,0.94
person_facing_direction,12_20,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.9933333333333333
person_facing_direction,12_20,pointy,vit_base_patch16_224.dino,0.995
person_facing_direction,12_20,pointy,vit_base_patch16_224.mae,0.9966666666666667
person_facing_direction,12_20,pointy,vit_base_patch16_clip_224.openai,0.9983333333333333
person_facing_direction,12_20,pointy,vit_base_patch8_224.dino,0.995
person_facing_direction,12_20,pointy,vit_small_patch16_224.dino,0.9916666666666667
person_facing_direction,12_20,streaky,convnext_nano.in12k,0.9833333333333333
person_facing_direction,12_20,streaky,convnext_nano.in12k_ft_in1k,0.9666666666666667
person_facing_direction,12_20,streaky,convnext_small.in12k,0.9750000000000001
person_facing_direction,12_20,streaky,convnext_tiny.in12k,0.9633333333333334
person_facing_direction,12_20,streaky,convnext_tiny.in12k_ft_in1k,0.9616666666666667
person_facing_direction,12_20,streaky,convnextv2_tiny.fcmae,0.8
person_facing_direction,12_20,streaky,efficientnet_b0.ra_in1k,0.99
person_facing_direction,12_20,streaky,efficientnet_b3.ra2_in1k,0.9216666666666666
person_facing_direction,12_20,streaky,mobilenetv2_100.ra_in1k,0.9183333333333333
person_facing_direction,12_20,streaky,regnety_040.ra3_in1k,0.9733333333333334
person_facing_direction,12_20,streaky,regnety_064.ra3_in1k,0.9516666666666667
person_facing_direction,12_20,streaky,regnety_080.ra3_in1k,0.9666666666666667
person_facing_direction,12_20,streaky,resnet101.a1h_in1k,0.9166666666666666
person_facing_direction,12_20,streaky,resnet18.a1_in1k,0.8966666666666666
person_facing_direction,12_20,streaky,resnet18d.ra2_in1k,0.92
person_facing_direction,12_20,streaky,resnet50.a1_in1k,0.9433333333333334
person_facing_direction,12_20,streaky,resnet50.a1h_in1k,0.9366666666666666
person_facing_direction,12_20,streaky,resnet50d.a1_in1k,0.9366666666666666
person_facing_direction,12_20,streaky,vgg11_bn.tv_in1k,0.9666666666666667
person_facing_direction,12_20,streaky,vgg13_bn.tv_in1k,0.9650000000000001
person_facing_direction,12_20,streaky,vgg16_bn.tv_in1k,0.96
person_facing_direction,12_20,streaky,vgg19_bn.tv_in1k,0.9433333333333334
person_facing_direction,12_20,streaky,vit_base_patch16_224.augreg2_in21k_ft_in1k,1.0
person_facing_direction,12_20,streaky,vit_base_patch16_224.dino,0.9966666666666667
person_facing_direction,12_20,streaky,vit_base_patch16_224.mae,0.9916666666666667
person_facing_direction,12_20,streaky,vit_base_patch16_clip_224.openai,1.0
person_facing_direction,12_20,streaky,vit_base_patch8_224.dino,0.9966666666666667
person_facing_direction,12_20,streaky,vit_small_patch16_224.dino,1.0
person_facing_direction,6_10,pointy,convnext_nano.in12k,0.74
person_facing_direction,6_10,pointy,convnext_nano.in12k_ft_in1k,0.7033333333333334
person_facing_direction,6_10,pointy,convnext_small.in12k,0.8566666666666667
person_facing_direction,6_10,pointy,convnext_tiny.in12k,0.7533333333333334
person_facing_direction,6_10,pointy,convnext_tiny.in12k_ft_in1k,0.8433333333333334
person_facing_direction,6_10,pointy,convnextv2_tiny.fcmae,0.605
person_facing_direction,6_10,pointy,efficientnet_b0.ra_in1k,0.85
person_facing_direction,6_10,pointy,efficientnet_b3.ra2_in1k,0.7783333333333333
person_facing_direction,6_10,pointy,mobilenetv2_100.ra_in1k,0.85
person_facing_direction,6_10,pointy,regnety_040.ra3_in1k,0.87
person_facing_direction,6_10,pointy,regnety_064.ra3_in1k,0.8483333333333334
person_facing_direction,6_10,pointy,regnety_080.ra3_in1k,0.7849999999999999
person_facing_direction,6_10,pointy,resnet101.a1h_in1k,0.7533333333333334
person_facing_direction,6_10,pointy,resnet18.a1_in1k,0.635
person_facing_direction,6_10,pointy,resnet18d.ra2_in1k,0.71
person_facing_direction,6_10,pointy,resnet50.a1_in1k,0.6966666666666667
person_facing_direction,6_10,pointy,resnet50.a1h_in1k,0.7516666666666667
person_facing_direction,6_10,pointy,resnet50d.a1_in1k,0.7233333333333334
person_facing_direction,6_10,pointy,vgg11_bn.tv_in1k,0.825
person_facing_direction,6_10,pointy,vgg13_bn.tv_in1k,0.8216666666666667
person_facing_direction,6_10,pointy,vgg16_bn.tv_in1k,0.82
person_facing_direction,6_10,pointy,vgg19_bn.tv_in1k,0.7749999999999999
person_facing_direction,6_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.9183333333333333
person_facing_direction,6_10,pointy,vit_base_patch16_224.dino,0.855
person_facing_direction,6_10,pointy,vit_base_patch16_224.mae,0.92
person_facing_direction,6_10,pointy,vit_base_patch16_clip_224.openai,0.9583333333333334
person_facing_direction,6_10,pointy,vit_base_patch8_224.dino,0.9133333333333333
person_facing_direction,6_10,pointy,vit_small_patch16_224.dino,0.8766666666666667
person_facing_direction,6_10,streaky,convnext_nano.in12k,0.8383333333333334
person_facing_direction,6_10,streaky,convnext_nano.in12k_ft_in1k,0.8483333333333334
person_facing_direction,6_10,streaky,convnext_small.in12k,0.9533333333333334
person_facing_direction,6_10,streaky,convnext_tiny.in12k,0.86
person_facing_direction,6_10,streaky,convnext_tiny.in12k_ft_in1k,0.8533333333333334
person_facing_direction,6_10,streaky,convnextv2_tiny.fcmae,0.7
person_facing_direction,6_10,streaky,efficientnet_b0.ra_in1k,0.87
person_facing_direction,6_10,streaky,efficientnet_b3.ra2_in1k,0.8816666666666666
person_facing_direction,6_10,streaky,mobilenetv2_100.ra_in1k,0.87
person_facing_direction,6_10,streaky,regnety_040.ra3_in1k,0.8766666666666667
person_facing_direction,6_10,streaky,regnety_064.ra3_in1k,0.9166666666666666
person_facing_direction,6_10,streaky,regnety_080.ra3_in1k,0.8783333333333334
person_facing_direction,6_10,streaky,resnet101.a1h_in1k,0.835
person_facing_direction,6_10,streaky,resnet18.a1_in1k,0.6950000000000001
person_facing_direction,6_10,streaky,resnet18d.ra2_in1k,0.865
person_facing_direction,6_10,streaky,resnet50.a1_in1k,0.7766666666666666
person_facing_direction,6_10,streaky,resnet50.a1h_in1k,0.89
person_facing_direction,6_10,streaky,resnet50d.a1_in1k,0.8933333333333333
person_facing_direction,6_10,streaky,vgg11_bn.tv_in1k,0.9283333333333333
person_facing_direction,6_10,streaky,vgg13_bn.tv_in1k,0.8183333333333334
person_facing_direction,6_10,streaky,vgg16_bn.tv_in1k,0.8816666666666666
person_facing_direction,6_10,streaky,vgg19_bn.tv_in1k,0.845
person_facing_direction,6_10,streaky,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.98
person_facing_direction,6_10,streaky,vit_base_patch16_224.dino,0.9666666666666667
person_facing_direction,6_10,streaky,vit_base_patch16_224.mae,0.965
person_facing_direction,6_10,streaky,vit_base_patch16_clip_224.openai,0.985
person_facing_direction,6_10,streaky,vit_base_patch8_224.dino,0.96
person_facing_direction,6_10,streaky,vit_small_patch16_224.dino,0.9716666666666667
person_facing_direction,6_15,pointy,convnext_nano.in12k,0.81
person_facing_direction,6_15,pointy,convnext_nano.in12k_ft_in1k,0.76
person_facing_direction,6_15,pointy,convnext_small.in12k,0.8716666666666666
person_facing_direction,6_15,pointy,convnext_tiny.in12k,0.8566666666666667
person_facing_direction,6_15,pointy,convnext_tiny.in12k_ft_in1k,0.8583333333333334
person_facing_direction,6_15,pointy,convnextv2_tiny.fcmae,0.625
person_facing_direction,6_15,pointy,efficientnet_b0.ra_in1k,0.8233333333333333
person_facing_direction,6_15,pointy,efficientnet_b3.ra2_in1k,0.8766666666666667
person_facing_direction,6_15,pointy,mobilenetv2_100.ra_in1k,0.8566666666666667
person_facing_direction,6_15,pointy,regnety_040.ra3_in1k,0.8433333333333334
person_facing_direction,6_15,pointy,regnety_064.ra3_in1k,0.9
person_facing_direction,6_15,pointy,regnety_080.ra3_in1k,0.8833333333333333
person_facing_direction,6_15,pointy,resnet101.a1h_in1k,0.85
person_facing_direction,6_15,pointy,resnet18.a1_in1k,0.74
person_facing_direction,6_15,pointy,resnet18d.ra2_in1k,0.8066666666666666
person_facing_direction,6_15,pointy,resnet50.a1_in1k,0.765
person_facing_direction,6_15,pointy,resnet50.a1h_in1k,0.79
person_facing_direction,6_15,pointy,resnet50d.a1_in1k,0.8233333333333333
person_facing_direction,6_15,pointy,vgg11_bn.tv_in1k,0.8566666666666667
person_facing_direction,6_15,pointy,vgg13_bn.tv_in1k,0.855
person_facing_direction,6_15,pointy,vgg16_bn.tv_in1k,0.86
person_facing_direction,6_15,pointy,vgg19_bn.tv_in1k,0.87
person_facing_direction,6_15,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,0.98
person_facing_direction,6_15,pointy,vit_base_patch16_224.dino,0.9216666666666666
person_facing_direction,6_15,pointy,vit_base_patch16_224.mae,0.9299999999999999
person_facing_direction,6_15,pointy,vit_base_patch16_clip_224.openai,0.9916666666666667
person_facing_direction,6_15,pointy,vit_base_patch8_224.dino,0.935
