task,implant_type,model_type,architecture,run,architecture_family,accuracy,trial_count
emotion,9_10,pointy,convnext_nano.in12k_ft_in1k,4,ConvNeXt,0.7333333333333333,120
emotion,9_10,pointy,convnext_nano.in12k_ft_in1k,5,ConvNeXt,0.5166666666666667,120
emotion,9_10,pointy,convnext_nano.in12k_ft_in1k,6,ConvNeXt,0.7833333333333333,120
emotion,9_10,pointy,convnext_nano.in12k_ft_in1k,7,ConvNeXt,0.6916666666666667,120
emotion,9_10,pointy,convnext_nano.in12k_ft_in1k,8,ConvNeXt,0.6,120
emotion,9_10,pointy,convnext_nano.in12k_ft_in1k,9,ConvNeXt,0.675,120
emotion,9_10,pointy,convnext_nano.in12k_ft_in1k,10,ConvNeXt,0.725,120
emotion,9_10,pointy,convnext_nano.in12k_ft_in1k,11,ConvNeXt,0.7333333333333333,120
emotion,9_10,pointy,convnext_nano.in12k_ft_in1k,12,ConvNeXt,0.5083333333333333,120
emotion,9_10,pointy,convnext_small.in12k,1,ConvNeXt,0.6833333333333333,120
emotion,9_10,pointy,convnext_small.in12k,2,ConvNeXt,0.6916666666666667,120
emotion,9_10,pointy,convnext_small.in12k,3,ConvNeXt,0.675,120
emotion,9_10,pointy,convnext_small.in12k,4,ConvNeXt,0.7166666666666667,120
emotion,9_10,pointy,convnext_small.in12k,5,ConvNeXt,0.75,120
emotion,9_10,pointy,convnext_small.in12k,6,ConvNeXt,0.625,120
emotion,9_10,pointy,convnext_small.in12k,7,ConvNeXt,0.6916666666666667,120
emotion,9_10,pointy,convnext_small.in12k,8,ConvNeXt,0.7,120
emotion,9_10,pointy,convnext_small.in12k,9,ConvNeXt,0.5166666666666667,120
emotion,9_10,pointy,convnext_small.in12k,10,ConvNeXt,0.6333333333333333,120
emotion,9_10,pointy,convnext_small.in12k,11,ConvNeXt,0.625,120
emotion,9_10,pointy,convnext_small.in12k,12,ConvNeXt,0.6666666666666666,120
emotion,9_10,pointy,convnext_tiny.in12k,1,ConvNeXt,0.6166666666666667,120
emotion,9_10,pointy,convnext_tiny.in12k,2,ConvNeXt,0.6166666666666667,120
emotion,9_10,pointy,convnext_tiny.in12k,3,ConvNeXt,0.6416666666666667,120
emotion,9_10,pointy,convnext_tiny.in12k,4,ConvNeXt,0.7333333333333333,120
emotion,9_10,pointy,convnext_tiny.in12k,5,ConvNeXt,0.7083333333333334,120
emotion,9_10,pointy,convnext_tiny.in12k,6,ConvNeXt,0.6916666666666667,120
emotion,9_10,pointy,convnext_tiny.in12k,7,ConvNeXt,0.65,120
emotion,9_10,pointy,convnext_tiny.in12k,8,ConvNeXt,0.6416666666666667,120
emotion,9_10,pointy,convnext_tiny.in12k,9,ConvNeXt,0.5,120
emotion,9_10,pointy,convnext_tiny.in12k,10,ConvNeXt,0.5916666666666667,120
emotion,9_10,pointy,convnext_tiny.in12k,11,ConvNeXt,0.5,120
emotion,9_10,pointy,convnext_tiny.in12k,12,ConvNeXt,0.7,120
emotion,9_10,pointy,convnext_tiny.in12k_ft_in1k,1,ConvNeXt,0.625,120
emotion,9_10,pointy,convnext_tiny.in12k_ft_in1k,2,ConvNeXt,0.5833333333333334,120
emotion,9_10,pointy,convnext_tiny.in12k_ft_in1k,3,ConvNeXt,0.6166666666666667,120
emotion,9_10,pointy,convnext_tiny.in12k_ft_in1k,4,ConvNeXt,0.75,120
emotion,9_10,pointy,convnext_tiny.in12k_ft_in1k,5,ConvNeXt,0.725,120
emotion,9_10,pointy,convnext_tiny.in12k_ft_in1k,6,ConvNeXt,0.7166666666666667,120
emotion,9_10,pointy,convnext_tiny.in12k_ft_in1k,7,ConvNeXt,0.6583333333333333,120
emotion,9_10,pointy,convnext_tiny.in12k_ft_in1k,8,ConvNeXt,0.6833333333333333,120
emotion,9_10,pointy,convnext_tiny.in12k_ft_in1k,9,ConvNeXt,0.5083333333333333,120
emotion,9_10,pointy,convnext_tiny.in12k_ft_in1k,10,ConvNeXt,0.6083333333333333,120
emotion,9_10,pointy,convnext_tiny.in12k_ft_in1k,11,ConvNeXt,0.5,120
emotion,9_10,pointy,convnext_tiny.in12k_ft_in1k,12,ConvNeXt,0.7166666666666667,120
emotion,9_10,pointy,convnextv2_tiny.fcmae,1,ConvNeXt,0.5,120
emotion,9_10,pointy,convnextv2_tiny.fcmae,2,ConvNeXt,0.5,120
emotion,9_10,pointy,convnextv2_tiny.fcmae,3,ConvNeXt,0.5,120
emotion,9_10,pointy,convnextv2_tiny.fcmae,4,ConvNeXt,0.6416666666666667,120
emotion,9_10,pointy,convnextv2_tiny.fcmae,5,ConvNeXt,0.5833333333333334,120
emotion,9_10,pointy,convnextv2_tiny.fcmae,6,ConvNeXt,0.5333333333333333,120
emotion,9_10,pointy,convnextv2_tiny.fcmae,7,ConvNeXt,0.5,120
emotion,9_10,pointy,convnextv2_tiny.fcmae,8,ConvNeXt,0.5,120
emotion,9_10,pointy,convnextv2_tiny.fcmae,9,ConvNeXt,0.5,120
emotion,9_10,pointy,convnextv2_tiny.fcmae,10,ConvNeXt,0.5,120
emotion,9_10,pointy,convnextv2_tiny.fcmae,11,ConvNeXt,0.5,120
emotion,9_10,pointy,convnextv2_tiny.fcmae,12,ConvNeXt,0.5583333333333333,120
emotion,9_10,pointy,efficientnet_b0.ra_in1k,1,EfficientNet,0.575,120
emotion,9_10,pointy,efficientnet_b0.ra_in1k,2,EfficientNet,0.7666666666666667,120
emotion,9_10,pointy,efficientnet_b0.ra_in1k,3,EfficientNet,0.575,120
emotion,9_10,pointy,efficientnet_b0.ra_in1k,4,EfficientNet,0.6666666666666666,120
emotion,9_10,pointy,efficientnet_b0.ra_in1k,5,EfficientNet,0.6916666666666667,120
emotion,9_10,pointy,efficientnet_b0.ra_in1k,6,EfficientNet,0.575,120
emotion,9_10,pointy,efficientnet_b0.ra_in1k,7,EfficientNet,0.6833333333333333,120
emotion,9_10,pointy,efficientnet_b0.ra_in1k,8,EfficientNet,0.5,120
emotion,9_10,pointy,efficientnet_b0.ra_in1k,9,EfficientNet,0.6666666666666666,120
emotion,9_10,pointy,efficientnet_b0.ra_in1k,10,EfficientNet,0.575,120
emotion,9_10,pointy,efficientnet_b0.ra_in1k,11,EfficientNet,0.5333333333333333,120
emotion,9_10,pointy,efficientnet_b0.ra_in1k,12,EfficientNet,0.5416666666666666,120
emotion,9_10,pointy,efficientnet_b3.ra2_in1k,1,EfficientNet,0.5833333333333334,120
emotion,9_10,pointy,efficientnet_b3.ra2_in1k,2,EfficientNet,0.5833333333333334,120
emotion,9_10,pointy,efficientnet_b3.ra2_in1k,3,EfficientNet,0.5666666666666667,120
emotion,9_10,pointy,efficientnet_b3.ra2_in1k,4,EfficientNet,0.5666666666666667,120
emotion,9_10,pointy,efficientnet_b3.ra2_in1k,5,EfficientNet,0.6083333333333333,120
emotion,9_10,pointy,efficientnet_b3.ra2_in1k,6,EfficientNet,0.55,120
emotion,9_10,pointy,efficientnet_b3.ra2_in1k,7,EfficientNet,0.525,120
emotion,9_10,pointy,efficientnet_b3.ra2_in1k,8,EfficientNet,0.6083333333333333,120
emotion,9_10,pointy,efficientnet_b3.ra2_in1k,9,EfficientNet,0.525,120
emotion,9_10,pointy,efficientnet_b3.ra2_in1k,10,EfficientNet,0.575,120
emotion,9_10,pointy,efficientnet_b3.ra2_in1k,11,EfficientNet,0.5666666666666667,120
emotion,9_10,pointy,efficientnet_b3.ra2_in1k,12,EfficientNet,0.5333333333333333,120
emotion,9_10,pointy,mobilenetv2_100.ra_in1k,1,MobileNetV2,0.5583333333333333,120
emotion,9_10,pointy,mobilenetv2_100.ra_in1k,2,MobileNetV2,0.75,120
emotion,9_10,pointy,mobilenetv2_100.ra_in1k,3,MobileNetV2,0.5083333333333333,120
emotion,9_10,pointy,mobilenetv2_100.ra_in1k,4,MobileNetV2,0.575,120
emotion,9_10,pointy,mobilenetv2_100.ra_in1k,5,MobileNetV2,0.5916666666666667,120
emotion,9_10,pointy,mobilenetv2_100.ra_in1k,6,MobileNetV2,0.525,120
emotion,9_10,pointy,mobilenetv2_100.ra_in1k,7,MobileNetV2,0.5583333333333333,120
emotion,9_10,pointy,mobilenetv2_100.ra_in1k,8,MobileNetV2,0.5083333333333333,120
emotion,9_10,pointy,mobilenetv2_100.ra_in1k,9,MobileNetV2,0.525,120
emotion,9_10,pointy,mobilenetv2_100.ra_in1k,10,MobileNetV2,0.5416666666666666,120
emotion,9_10,pointy,mobilenetv2_100.ra_in1k,11,MobileNetV2,0.5083333333333333,120
emotion,9_10,pointy,mobilenetv2_100.ra_in1k,12,MobileNetV2,0.5666666666666667,120
emotion,9_10,pointy,regnety_040.ra3_in1k,1,RegNetY,0.5666666666666667,120
emotion,9_10,pointy,regnety_040.ra3_in1k,2,RegNetY,0.575,120
emotion,9_10,pointy,regnety_040.ra3_in1k,3,RegNetY,0.6083333333333333,120
emotion,9_10,pointy,regnety_040.ra3_in1k,4,RegNetY,0.55,120
emotion,9_10,pointy,regnety_040.ra3_in1k,5,RegNetY,0.7333333333333333,120
emotion,9_10,pointy,regnety_040.ra3_in1k,6,RegNetY,0.6666666666666666,120
emotion,9_10,pointy,regnety_040.ra3_in1k,7,RegNetY,0.6,120
emotion,9_10,pointy,regnety_040.ra3_in1k,8,RegNetY,0.725,120
emotion,9_10,pointy,regnety_040.ra3_in1k,9,RegNetY,0.65,120
emotion,9_10,pointy,regnety_040.ra3_in1k,10,RegNetY,0.5666666666666667,120
emotion,9_10,pointy,regnety_040.ra3_in1k,11,RegNetY,0.6833333333333333,120
emotion,9_10,pointy,regnety_040.ra3_in1k,12,RegNetY,0.675,120
emotion,9_10,pointy,regnety_064.ra3_in1k,1,RegNetY,0.5166666666666667,120
emotion,9_10,pointy,regnety_064.ra3_in1k,2,RegNetY,0.7,120
emotion,9_10,pointy,regnety_064.ra3_in1k,3,RegNetY,0.575,120
emotion,9_10,pointy,regnety_064.ra3_in1k,4,RegNetY,0.675,120
emotion,9_10,pointy,regnety_064.ra3_in1k,5,RegNetY,0.7,120
emotion,9_10,pointy,regnety_064.ra3_in1k,6,RegNetY,0.5583333333333333,120
emotion,9_10,pointy,regnety_064.ra3_in1k,7,RegNetY,0.5583333333333333,120
emotion,9_10,pointy,regnety_064.ra3_in1k,8,RegNetY,0.6083333333333333,120
emotion,9_10,pointy,regnety_064.ra3_in1k,9,RegNetY,0.5916666666666667,120
emotion,9_10,pointy,regnety_064.ra3_in1k,10,RegNetY,0.6,120
emotion,9_10,pointy,regnety_064.ra3_in1k,11,RegNetY,0.5833333333333334,120
emotion,9_10,pointy,regnety_064.ra3_in1k,12,RegNetY,0.6833333333333333,120
emotion,9_10,pointy,regnety_080.ra3_in1k,1,RegNetY,0.6333333333333333,120
emotion,9_10,pointy,regnety_080.ra3_in1k,2,RegNetY,0.6166666666666667,120
emotion,9_10,pointy,regnety_080.ra3_in1k,3,RegNetY,0.6166666666666667,120
emotion,9_10,pointy,regnety_080.ra3_in1k,4,RegNetY,0.625,120
emotion,9_10,pointy,regnety_080.ra3_in1k,5,RegNetY,0.6083333333333333,120
emotion,9_10,pointy,regnety_080.ra3_in1k,6,RegNetY,0.5166666666666667,120
emotion,9_10,pointy,regnety_080.ra3_in1k,7,RegNetY,0.5833333333333334,120
emotion,9_10,pointy,regnety_080.ra3_in1k,8,RegNetY,0.6083333333333333,120
emotion,9_10,pointy,regnety_080.ra3_in1k,9,RegNetY,0.6166666666666667,120
emotion,9_10,pointy,regnety_080.ra3_in1k,10,RegNetY,0.6,120
emotion,9_10,pointy,regnety_080.ra3_in1k,11,RegNetY,0.55,120
emotion,9_10,pointy,regnety_080.ra3_in1k,12,RegNetY,0.55,120
emotion,9_10,pointy,resnet101.a1h_in1k,1,ResNet,0.55,120
emotion,9_10,pointy,resnet101.a1h_in1k,2,ResNet,0.5916666666666667,120
emotion,9_10,pointy,resnet101.a1h_in1k,3,ResNet,0.5916666666666667,120
emotion,9_10,pointy,resnet101.a1h_in1k,4,ResNet,0.5416666666666666,120
emotion,9_10,pointy,resnet101.a1h_in1k,5,ResNet,0.5416666666666666,120
emotion,9_10,pointy,resnet101.a1h_in1k,6,ResNet,0.5583333333333333,120
emotion,9_10,pointy,resnet101.a1h_in1k,7,ResNet,0.5916666666666667,120
emotion,9_10,pointy,resnet101.a1h_in1k,8,ResNet,0.5583333333333333,120
emotion,9_10,pointy,resnet101.a1h_in1k,9,ResNet,0.55,120
emotion,9_10,pointy,resnet101.a1h_in1k,10,ResNet,0.5833333333333334,120
emotion,9_10,pointy,resnet101.a1h_in1k,11,ResNet,0.55,120
emotion,9_10,pointy,resnet101.a1h_in1k,12,ResNet,0.5833333333333334,120
emotion,9_10,pointy,resnet18.a1_in1k,1,ResNet,0.5416666666666666,120
emotion,9_10,pointy,resnet18.a1_in1k,2,ResNet,0.5416666666666666,120
emotion,9_10,pointy,resnet18.a1_in1k,3,ResNet,0.5,120
emotion,9_10,pointy,resnet18.a1_in1k,4,ResNet,0.5333333333333333,120
emotion,9_10,pointy,resnet18.a1_in1k,5,ResNet,0.5083333333333333,120
emotion,9_10,pointy,resnet18.a1_in1k,6,ResNet,0.5,120
emotion,9_10,pointy,resnet18.a1_in1k,7,ResNet,0.5,120
emotion,9_10,pointy,resnet18.a1_in1k,8,ResNet,0.5,120
emotion,9_10,pointy,resnet18.a1_in1k,9,ResNet,0.5333333333333333,120
emotion,9_10,pointy,resnet18.a1_in1k,10,ResNet,0.5333333333333333,120
emotion,9_10,pointy,resnet18.a1_in1k,11,ResNet,0.5333333333333333,120
emotion,9_10,pointy,resnet18.a1_in1k,12,ResNet,0.5416666666666666,120
emotion,9_10,pointy,resnet18d.ra2_in1k,1,ResNet,0.6166666666666667,120
emotion,9_10,pointy,resnet18d.ra2_in1k,2,ResNet,0.5916666666666667,120
emotion,9_10,pointy,resnet18d.ra2_in1k,3,ResNet,0.5166666666666667,120
emotion,9_10,pointy,resnet18d.ra2_in1k,4,ResNet,0.6,120
emotion,9_10,pointy,resnet18d.ra2_in1k,5,ResNet,0.6,120
emotion,9_10,pointy,resnet18d.ra2_in1k,6,ResNet,0.5,120
emotion,9_10,pointy,resnet18d.ra2_in1k,7,ResNet,0.5333333333333333,120
emotion,9_10,pointy,resnet18d.ra2_in1k,8,ResNet,0.5583333333333333,120
emotion,9_10,pointy,resnet18d.ra2_in1k,9,ResNet,0.6,120
emotion,9_10,pointy,resnet18d.ra2_in1k,10,ResNet,0.5916666666666667,120
emotion,9_10,pointy,resnet18d.ra2_in1k,11,ResNet,0.575,120
emotion,9_10,pointy,resnet18d.ra2_in1k,12,ResNet,0.6166666666666667,120
emotion,9_10,pointy,resnet50.a1_in1k,1,ResNet,0.5,120
emotion,9_10,pointy,resnet50.a1_in1k,2,ResNet,0.5833333333333334,120
emotion,9_10,pointy,resnet50.a1_in1k,3,ResNet,0.5666666666666667,120
emotion,9_10,pointy,resnet50.a1_in1k,4,ResNet,0.5,120
emotion,9_10,pointy,resnet50.a1_in1k,5,ResNet,0.5,120
emotion,9_10,pointy,resnet50.a1_in1k,6,ResNet,0.49166666666666664,120
emotion,9_10,pointy,resnet50.a1_in1k,7,ResNet,0.525,120
emotion,9_10,pointy,resnet50.a1_in1k,8,ResNet,0.5083333333333333,120
emotion,9_10,pointy,resnet50.a1_in1k,9,ResNet,0.5,120
emotion,9_10,pointy,resnet50.a1_in1k,10,ResNet,0.5666666666666667,120
emotion,9_10,pointy,resnet50.a1_in1k,11,ResNet,0.5166666666666667,120
emotion,9_10,pointy,resnet50.a1_in1k,12,ResNet,0.5416666666666666,120
emotion,9_10,pointy,resnet50.a1h_in1k,1,ResNet,0.6,120
emotion,9_10,pointy,resnet50.a1h_in1k,2,ResNet,0.6416666666666667,120
emotion,9_10,pointy,resnet50.a1h_in1k,3,ResNet,0.625,120
emotion,9_10,pointy,resnet50.a1h_in1k,4,ResNet,0.5583333333333333,120
emotion,9_10,pointy,resnet50.a1h_in1k,5,ResNet,0.5833333333333334,120
emotion,9_10,pointy,resnet50.a1h_in1k,6,ResNet,0.5833333333333334,120
emotion,9_10,pointy,resnet50.a1h_in1k,7,ResNet,0.6,120
emotion,9_10,pointy,resnet50.a1h_in1k,8,ResNet,0.6166666666666667,120
emotion,9_10,pointy,resnet50.a1h_in1k,9,ResNet,0.5166666666666667,120
emotion,9_10,pointy,resnet50.a1h_in1k,10,ResNet,0.6416666666666667,120
emotion,9_10,pointy,resnet50.a1h_in1k,11,ResNet,0.5916666666666667,120
emotion,9_10,pointy,resnet50.a1h_in1k,12,ResNet,0.5833333333333334,120
emotion,9_10,pointy,resnet50d.a1_in1k,1,ResNet,0.5333333333333333,120
emotion,9_10,pointy,resnet50d.a1_in1k,2,ResNet,0.6416666666666667,120
emotion,9_10,pointy,resnet50d.a1_in1k,3,ResNet,0.6166666666666667,120
emotion,9_10,pointy,resnet50d.a1_in1k,4,ResNet,0.525,120
emotion,9_10,pointy,resnet50d.a1_in1k,5,ResNet,0.5333333333333333,120
emotion,9_10,pointy,resnet50d.a1_in1k,6,ResNet,0.5333333333333333,120
emotion,9_10,pointy,resnet50d.a1_in1k,7,ResNet,0.55,120
emotion,9_10,pointy,resnet50d.a1_in1k,8,ResNet,0.5333333333333333,120
emotion,9_10,pointy,resnet50d.a1_in1k,9,ResNet,0.525,120
emotion,9_10,pointy,resnet50d.a1_in1k,10,ResNet,0.625,120
emotion,9_10,pointy,resnet50d.a1_in1k,11,ResNet,0.55,120
emotion,9_10,pointy,resnet50d.a1_in1k,12,ResNet,0.5333333333333333,120
emotion,9_10,pointy,vgg11_bn.tv_in1k,1,VGG,0.5416666666666666,120
emotion,9_10,pointy,vgg11_bn.tv_in1k,2,VGG,0.525,120
emotion,9_10,pointy,vgg11_bn.tv_in1k,3,VGG,0.5,120
emotion,9_10,pointy,vgg11_bn.tv_in1k,4,VGG,0.5,120
emotion,9_10,pointy,vgg11_bn.tv_in1k,5,VGG,0.7,120
emotion,9_10,pointy,vgg11_bn.tv_in1k,6,VGG,0.575,120
emotion,9_10,pointy,vgg11_bn.tv_in1k,7,VGG,0.6,120
emotion,9_10,pointy,vgg11_bn.tv_in1k,8,VGG,0.55,120
emotion,9_10,pointy,vgg11_bn.tv_in1k,9,VGG,0.5666666666666667,120
emotion,9_10,pointy,vgg11_bn.tv_in1k,10,VGG,0.775,120
emotion,9_10,pointy,vgg11_bn.tv_in1k,11,VGG,0.5166666666666667,120
emotion,9_10,pointy,vgg11_bn.tv_in1k,12,VGG,0.5,120
emotion,9_10,pointy,vgg13_bn.tv_in1k,1,VGG,0.6,120
emotion,9_10,pointy,vgg13_bn.tv_in1k,2,VGG,0.5083333333333333,120
emotion,9_10,pointy,vgg13_bn.tv_in1k,3,VGG,0.5083333333333333,120
emotion,9_10,pointy,vgg13_bn.tv_in1k,4,VGG,0.5,120
emotion,9_10,pointy,vgg13_bn.tv_in1k,5,VGG,0.6916666666666667,120
emotion,9_10,pointy,vgg13_bn.tv_in1k,6,VGG,0.6833333333333333,120
emotion,9_10,pointy,vgg13_bn.tv_in1k,7,VGG,0.6,120
emotion,9_10,pointy,vgg13_bn.tv_in1k,8,VGG,0.575,120
emotion,9_10,pointy,vgg13_bn.tv_in1k,9,VGG,0.575,120
emotion,9_10,pointy,vgg13_bn.tv_in1k,10,VGG,0.75,120
emotion,9_10,pointy,vgg13_bn.tv_in1k,11,VGG,0.5166666666666667,120
emotion,9_10,pointy,vgg13_bn.tv_in1k,12,VGG,0.5,120
emotion,9_10,pointy,vgg16_bn.tv_in1k,1,VGG,0.5666666666666667,120
emotion,9_10,pointy,vgg16_bn.tv_in1k,2,VGG,0.5333333333333333,120
emotion,9_10,pointy,vgg16_bn.tv_in1k,3,VGG,0.5166666666666667,120
emotion,9_10,pointy,vgg16_bn.tv_in1k,4,VGG,0.5083333333333333,120
emotion,9_10,pointy,vgg16_bn.tv_in1k,5,VGG,0.7166666666666667,120
emotion,9_10,pointy,vgg16_bn.tv_in1k,6,VGG,0.6916666666666667,120
emotion,9_10,pointy,vgg16_bn.tv_in1k,7,VGG,0.5916666666666667,120
emotion,9_10,pointy,vgg16_bn.tv_in1k,8,VGG,0.5666666666666667,120
emotion,9_10,pointy,vgg16_bn.tv_in1k,9,VGG,0.6416666666666667,120
emotion,9_10,pointy,vgg16_bn.tv_in1k,10,VGG,0.725,120
emotion,9_10,pointy,vgg16_bn.tv_in1k,11,VGG,0.5166666666666667,120
emotion,9_10,pointy,vgg16_bn.tv_in1k,12,VGG,0.5333333333333333,120
emotion,9_10,pointy,vgg19_bn.tv_in1k,1,VGG,0.55,120
emotion,9_10,pointy,vgg19_bn.tv_in1k,2,VGG,0.5166666666666667,120
emotion,9_10,pointy,vgg19_bn.tv_in1k,3,VGG,0.5,120
emotion,9_10,pointy,vgg19_bn.tv_in1k,4,VGG,0.5,120
emotion,9_10,pointy,vgg19_bn.tv_in1k,5,VGG,0.6666666666666666,120
emotion,9_10,pointy,vgg19_bn.tv_in1k,6,VGG,0.5916666666666667,120
emotion,9_10,pointy,vgg19_bn.tv_in1k,7,VGG,0.5916666666666667,120
emotion,9_10,pointy,vgg19_bn.tv_in1k,8,VGG,0.575,120
emotion,9_10,pointy,vgg19_bn.tv_in1k,9,VGG,0.5916666666666667,120
emotion,9_10,pointy,vgg19_bn.tv_in1k,10,VGG,0.6916666666666667,120
emotion,9_10,pointy,vgg19_bn.tv_in1k,11,VGG,0.5333333333333333,120
emotion,9_10,pointy,vgg19_bn.tv_in1k,12,VGG,0.5166666666666667,120
emotion,9_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,1,Vision Transformer (ViT),0.6083333333333333,120
emotion,9_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,2,Vision Transformer (ViT),0.575,120
emotion,9_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,3,Vision Transformer (ViT),0.625,120
emotion,9_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,4,Vision Transformer (ViT),0.5916666666666667,120
emotion,9_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,5,Vision Transformer (ViT),0.65,120
emotion,9_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,6,Vision Transformer (ViT),0.5916666666666667,120
emotion,9_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,7,Vision Transformer (ViT),0.5916666666666667,120
emotion,9_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,8,Vision Transformer (ViT),0.675,120
emotion,9_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,9,Vision Transformer (ViT),0.5916666666666667,120
emotion,9_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,10,Vision Transformer (ViT),0.6583333333333333,120
emotion,9_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,11,Vision Transformer (ViT),0.65,120
emotion,9_10,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,12,Vision Transformer (ViT),0.65,120
emotion,9_10,pointy,vit_base_patch16_224.dino,1,Vision Transformer (ViT),0.6083333333333333,120
emotion,9_10,pointy,vit_base_patch16_224.dino,2,Vision Transformer (ViT),0.5,120
emotion,9_10,pointy,vit_base_patch16_224.dino,3,Vision Transformer (ViT),0.7333333333333333,120
emotion,9_10,pointy,vit_base_patch16_224.dino,4,Vision Transformer (ViT),0.6916666666666667,120
emotion,9_10,pointy,vit_base_patch16_224.dino,5,Vision Transformer (ViT),0.6083333333333333,120
emotion,9_10,pointy,vit_base_patch16_224.dino,6,Vision Transformer (ViT),0.5,120
emotion,9_10,pointy,vit_base_patch16_224.dino,7,Vision Transformer (ViT),0.7166666666666667,120
emotion,9_10,pointy,vit_base_patch16_224.dino,8,Vision Transformer (ViT),0.575,120
emotion,9_10,pointy,vit_base_patch16_224.dino,9,Vision Transformer (ViT),0.7166666666666667,120
emotion,9_10,pointy,vit_base_patch16_224.dino,10,Vision Transformer (ViT),0.725,120
emotion,9_10,pointy,vit_base_patch16_224.dino,11,Vision Transformer (ViT),0.6916666666666667,120
emotion,9_10,pointy,vit_base_patch16_224.dino,12,Vision Transformer (ViT),0.5166666666666667,120
emotion,9_10,pointy,vit_base_patch16_224.mae,1,Vision Transformer (ViT),0.5583333333333333,120
emotion,9_10,pointy,vit_base_patch16_224.mae,2,Vision Transformer (ViT),0.75,120
emotion,9_10,pointy,vit_base_patch16_224.mae,3,Vision Transformer (ViT),0.675,120
emotion,9_10,pointy,vit_base_patch16_224.mae,4,Vision Transformer (ViT),0.7166666666666667,120
emotion,9_10,pointy,vit_base_patch16_224.mae,5,Vision Transformer (ViT),0.6833333333333333,120
emotion,9_10,pointy,vit_base_patch16_224.mae,6,Vision Transformer (ViT),0.5083333333333333,120
emotion,9_10,pointy,vit_base_patch16_224.mae,7,Vision Transformer (ViT),0.625,120
emotion,9_10,pointy,vit_base_patch16_224.mae,8,Vision Transformer (ViT),0.7416666666666667,120
emotion,9_10,pointy,vit_base_patch16_224.mae,9,Vision Transformer (ViT),0.7416666666666667,120
emotion,9_10,pointy,vit_base_patch16_224.mae,10,Vision Transformer (ViT),0.5583333333333333,120
emotion,9_10,pointy,vit_base_patch16_224.mae,11,Vision Transformer (ViT),0.6666666666666666,120
emotion,9_10,pointy,vit_base_patch16_224.mae,12,Vision Transformer (ViT),0.6583333333333333,120
emotion,9_10,pointy,vit_base_patch16_clip_224.openai,1,Vision Transformer (ViT),0.65,120
emotion,9_10,pointy,vit_base_patch16_clip_224.openai,2,Vision Transformer (ViT),0.6,120
emotion,9_10,pointy,vit_base_patch16_clip_224.openai,3,Vision Transformer (ViT),0.5666666666666667,120
emotion,9_10,pointy,vit_base_patch16_clip_224.openai,4,Vision Transformer (ViT),0.6083333333333333,120
emotion,9_10,pointy,vit_base_patch16_clip_224.openai,5,Vision Transformer (ViT),0.55,120
emotion,9_10,pointy,vit_base_patch16_clip_224.openai,6,Vision Transformer (ViT),0.65,120
emotion,9_10,pointy,vit_base_patch16_clip_224.openai,7,Vision Transformer (ViT),0.6416666666666667,120
emotion,9_10,pointy,vit_base_patch16_clip_224.openai,8,Vision Transformer (ViT),0.5666666666666667,120
emotion,9_10,pointy,vit_base_patch16_clip_224.openai,9,Vision Transformer (ViT),0.6083333333333333,120
emotion,9_10,pointy,vit_base_patch16_clip_224.openai,10,Vision Transformer (ViT),0.6166666666666667,120
emotion,9_10,pointy,vit_base_patch16_clip_224.openai,11,Vision Transformer (ViT),0.5583333333333333,120
emotion,9_10,pointy,vit_base_patch16_clip_224.openai,12,Vision Transformer (ViT),0.575,120
emotion,9_10,pointy,vit_base_patch8_224.dino,1,Vision Transformer (ViT),0.65,120
emotion,9_10,pointy,vit_base_patch8_224.dino,2,Vision Transformer (ViT),0.7166666666666667,120
emotion,9_10,pointy,vit_base_patch8_224.dino,3,Vision Transformer (ViT),0.6666666666666666,120
emotion,9_10,pointy,vit_base_patch8_224.dino,4,Vision Transformer (ViT),0.675,120
emotion,9_10,pointy,vit_base_patch8_224.dino,5,Vision Transformer (ViT),0.725,120
emotion,9_10,pointy,vit_base_patch8_224.dino,6,Vision Transformer (ViT),0.6166666666666667,120
emotion,9_10,pointy,vit_base_patch8_224.dino,7,Vision Transformer (ViT),0.675,120
emotion,9_10,pointy,vit_base_patch8_224.dino,8,Vision Transformer (ViT),0.6333333333333333,120
emotion,9_10,pointy,vit_base_patch8_224.dino,9,Vision Transformer (ViT),0.75,120
emotion,9_10,pointy,vit_base_patch8_224.dino,10,Vision Transformer (ViT),0.6083333333333333,120
emotion,9_10,pointy,vit_base_patch8_224.dino,11,Vision Transformer (ViT),0.6833333333333333,120
emotion,9_10,pointy,vit_base_patch8_224.dino,12,Vision Transformer (ViT),0.7416666666666667,120
