task,implant_type,model_type,architecture,run,architecture_family,accuracy,trial_count
person_facing_direction,6_15,pointy,convnext_small.in12k,6,ConvNeXt,0.8966666666666666,300
person_facing_direction,6_15,pointy,convnext_small.in12k,7,ConvNeXt,0.87,300
person_facing_direction,6_15,pointy,convnext_small.in12k,8,ConvNeXt,0.8033333333333333,300
person_facing_direction,6_15,pointy,convnext_small.in12k,9,ConvNeXt,0.8733333333333333,300
person_facing_direction,6_15,pointy,convnext_small.in12k,10,ConvNeXt,0.8733333333333333,300
person_facing_direction,6_15,pointy,convnext_small.in12k,11,ConvNeXt,0.86,300
person_facing_direction,6_15,pointy,convnext_small.in12k,12,ConvNeXt,0.8966666666666666,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k,1,ConvNeXt,0.8433333333333334,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k,2,ConvNeXt,0.8833333333333333,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k,3,ConvNeXt,0.89,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k,4,ConvNeXt,0.8233333333333334,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k,5,ConvNeXt,0.7733333333333333,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k,6,ConvNeXt,0.89,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k,7,ConvNeXt,0.8933333333333333,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k,8,ConvNeXt,0.8233333333333334,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k,9,ConvNeXt,0.8333333333333334,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k,10,ConvNeXt,0.87,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k,11,ConvNeXt,0.7966666666666666,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k,12,ConvNeXt,0.8733333333333333,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k_ft_in1k,1,ConvNeXt,0.8633333333333333,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k_ft_in1k,2,ConvNeXt,0.8566666666666667,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k_ft_in1k,3,ConvNeXt,0.8666666666666667,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k_ft_in1k,4,ConvNeXt,0.79,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k_ft_in1k,5,ConvNeXt,0.8133333333333334,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k_ft_in1k,6,ConvNeXt,0.8533333333333334,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k_ft_in1k,7,ConvNeXt,0.8733333333333333,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k_ft_in1k,8,ConvNeXt,0.89,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k_ft_in1k,9,ConvNeXt,0.8066666666666666,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k_ft_in1k,10,ConvNeXt,0.87,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k_ft_in1k,11,ConvNeXt,0.84,300
person_facing_direction,6_15,pointy,convnext_tiny.in12k_ft_in1k,12,ConvNeXt,0.86,300
person_facing_direction,6_15,pointy,convnextv2_tiny.fcmae,1,ConvNeXt,0.59,300
person_facing_direction,6_15,pointy,convnextv2_tiny.fcmae,2,ConvNeXt,0.6366666666666667,300
person_facing_direction,6_15,pointy,convnextv2_tiny.fcmae,3,ConvNeXt,0.7566666666666667,300
person_facing_direction,6_15,pointy,convnextv2_tiny.fcmae,4,ConvNeXt,0.5166666666666667,300
person_facing_direction,6_15,pointy,convnextv2_tiny.fcmae,5,ConvNeXt,0.5466666666666666,300
person_facing_direction,6_15,pointy,convnextv2_tiny.fcmae,6,ConvNeXt,0.6166666666666667,300
person_facing_direction,6_15,pointy,convnextv2_tiny.fcmae,7,ConvNeXt,0.67,300
person_facing_direction,6_15,pointy,convnextv2_tiny.fcmae,8,ConvNeXt,0.5766666666666667,300
person_facing_direction,6_15,pointy,convnextv2_tiny.fcmae,9,ConvNeXt,0.5333333333333333,300
person_facing_direction,6_15,pointy,convnextv2_tiny.fcmae,10,ConvNeXt,0.7433333333333333,300
person_facing_direction,6_15,pointy,convnextv2_tiny.fcmae,11,ConvNeXt,0.6333333333333333,300
person_facing_direction,6_15,pointy,convnextv2_tiny.fcmae,12,ConvNeXt,0.6533333333333333,300
person_facing_direction,6_15,pointy,efficientnet_b0.ra_in1k,1,EfficientNet,0.8133333333333334,300
person_facing_direction,6_15,pointy,efficientnet_b0.ra_in1k,2,EfficientNet,0.8166666666666667,300
person_facing_direction,6_15,pointy,efficientnet_b0.ra_in1k,3,EfficientNet,0.8333333333333334,300
person_facing_direction,6_15,pointy,efficientnet_b0.ra_in1k,4,EfficientNet,0.8366666666666667,300
person_facing_direction,6_15,pointy,efficientnet_b0.ra_in1k,5,EfficientNet,0.8333333333333334,300
person_facing_direction,6_15,pointy,efficientnet_b0.ra_in1k,6,EfficientNet,0.8133333333333334,300
person_facing_direction,6_15,pointy,efficientnet_b0.ra_in1k,7,EfficientNet,0.8333333333333334,300
person_facing_direction,6_15,pointy,efficientnet_b0.ra_in1k,8,EfficientNet,0.8,300
person_facing_direction,6_15,pointy,efficientnet_b0.ra_in1k,9,EfficientNet,0.8,300
person_facing_direction,6_15,pointy,efficientnet_b0.ra_in1k,10,EfficientNet,0.83,300
person_facing_direction,6_15,pointy,efficientnet_b0.ra_in1k,11,EfficientNet,0.81,300
person_facing_direction,6_15,pointy,efficientnet_b0.ra_in1k,12,EfficientNet,0.83,300
person_facing_direction,6_15,pointy,efficientnet_b3.ra2_in1k,1,EfficientNet,0.8566666666666667,300
person_facing_direction,6_15,pointy,efficientnet_b3.ra2_in1k,2,EfficientNet,0.88,300
person_facing_direction,6_15,pointy,efficientnet_b3.ra2_in1k,3,EfficientNet,0.8833333333333333,300
person_facing_direction,6_15,pointy,efficientnet_b3.ra2_in1k,4,EfficientNet,0.87,300
person_facing_direction,6_15,pointy,efficientnet_b3.ra2_in1k,5,EfficientNet,0.8766666666666667,300
person_facing_direction,6_15,pointy,efficientnet_b3.ra2_in1k,6,EfficientNet,0.8733333333333333,300
person_facing_direction,6_15,pointy,efficientnet_b3.ra2_in1k,7,EfficientNet,0.8766666666666667,300
person_facing_direction,6_15,pointy,efficientnet_b3.ra2_in1k,8,EfficientNet,0.8766666666666667,300
person_facing_direction,6_15,pointy,efficientnet_b3.ra2_in1k,9,EfficientNet,0.88,300
person_facing_direction,6_15,pointy,efficientnet_b3.ra2_in1k,10,EfficientNet,0.8666666666666667,300
person_facing_direction,6_15,pointy,efficientnet_b3.ra2_in1k,11,EfficientNet,0.8766666666666667,300
person_facing_direction,6_15,pointy,efficientnet_b3.ra2_in1k,12,EfficientNet,0.79,300
person_facing_direction,6_15,pointy,mobilenetv2_100.ra_in1k,1,MobileNetV2,0.8833333333333333,300
person_facing_direction,6_15,pointy,mobilenetv2_100.ra_in1k,2,MobileNetV2,0.84,300
person_facing_direction,6_15,pointy,mobilenetv2_100.ra_in1k,3,MobileNetV2,0.8666666666666667,300
person_facing_direction,6_15,pointy,mobilenetv2_100.ra_in1k,4,MobileNetV2,0.85,300
person_facing_direction,6_15,pointy,mobilenetv2_100.ra_in1k,5,MobileNetV2,0.86,300
person_facing_direction,6_15,pointy,mobilenetv2_100.ra_in1k,6,MobileNetV2,0.86,300
person_facing_direction,6_15,pointy,mobilenetv2_100.ra_in1k,7,MobileNetV2,0.79,300
person_facing_direction,6_15,pointy,mobilenetv2_100.ra_in1k,8,MobileNetV2,0.8266666666666667,300
person_facing_direction,6_15,pointy,mobilenetv2_100.ra_in1k,9,MobileNetV2,0.8533333333333334,300
person_facing_direction,6_15,pointy,mobilenetv2_100.ra_in1k,10,MobileNetV2,0.86,300
person_facing_direction,6_15,pointy,mobilenetv2_100.ra_in1k,11,MobileNetV2,0.8433333333333334,300
person_facing_direction,6_15,pointy,mobilenetv2_100.ra_in1k,12,MobileNetV2,0.86,300
person_facing_direction,6_15,pointy,regnety_040.ra3_in1k,1,RegNetY,0.8366666666666667,300
person_facing_direction,6_15,pointy,regnety_040.ra3_in1k,2,RegNetY,0.83,300
person_facing_direction,6_15,pointy,regnety_040.ra3_in1k,3,RegNetY,0.8433333333333334,300
person_facing_direction,6_15,pointy,regnety_040.ra3_in1k,4,RegNetY,0.8466666666666667,300
person_facing_direction,6_15,pointy,regnety_040.ra3_in1k,5,RegNetY,0.8466666666666667,300
person_facing_direction,6_15,pointy,regnety_040.ra3_in1k,6,RegNetY,0.8333333333333334,300
person_facing_direction,6_15,pointy,regnety_040.ra3_in1k,7,RegNetY,0.8466666666666667,300
person_facing_direction,6_15,pointy,regnety_040.ra3_in1k,8,RegNetY,0.8366666666666667,300
person_facing_direction,6_15,pointy,regnety_040.ra3_in1k,9,RegNetY,0.8433333333333334,300
person_facing_direction,6_15,pointy,regnety_040.ra3_in1k,10,RegNetY,0.8433333333333334,300
person_facing_direction,6_15,pointy,regnety_040.ra3_in1k,11,RegNetY,0.84,300
person_facing_direction,6_15,pointy,regnety_040.ra3_in1k,12,RegNetY,0.8433333333333334,300
person_facing_direction,6_15,pointy,regnety_064.ra3_in1k,1,RegNetY,0.8833333333333333,300
person_facing_direction,6_15,pointy,regnety_064.ra3_in1k,2,RegNetY,0.9,300
person_facing_direction,6_15,pointy,regnety_064.ra3_in1k,3,RegNetY,0.9,300
person_facing_direction,6_15,pointy,regnety_064.ra3_in1k,4,RegNetY,0.9,300
person_facing_direction,6_15,pointy,regnety_064.ra3_in1k,5,RegNetY,0.9066666666666666,300
person_facing_direction,6_15,pointy,regnety_064.ra3_in1k,6,RegNetY,0.8966666666666666,300
person_facing_direction,6_15,pointy,regnety_064.ra3_in1k,7,RegNetY,0.8966666666666666,300
person_facing_direction,6_15,pointy,regnety_064.ra3_in1k,8,RegNetY,0.9,300
person_facing_direction,6_15,pointy,regnety_064.ra3_in1k,9,RegNetY,0.9033333333333333,300
person_facing_direction,6_15,pointy,regnety_064.ra3_in1k,10,RegNetY,0.9,300
person_facing_direction,6_15,pointy,regnety_064.ra3_in1k,11,RegNetY,0.8933333333333333,300
person_facing_direction,6_15,pointy,regnety_064.ra3_in1k,12,RegNetY,0.9033333333333333,300
person_facing_direction,6_15,pointy,regnety_080.ra3_in1k,1,RegNetY,0.8833333333333333,300
person_facing_direction,6_15,pointy,regnety_080.ra3_in1k,2,RegNetY,0.8866666666666667,300
person_facing_direction,6_15,pointy,regnety_080.ra3_in1k,3,RegNetY,0.8833333333333333,300
person_facing_direction,6_15,pointy,regnety_080.ra3_in1k,4,RegNetY,0.8833333333333333,300
person_facing_direction,6_15,pointy,regnety_080.ra3_in1k,5,RegNetY,0.8833333333333333,300
person_facing_direction,6_15,pointy,regnety_080.ra3_in1k,6,RegNetY,0.8833333333333333,300
person_facing_direction,6_15,pointy,regnety_080.ra3_in1k,7,RegNetY,0.8866666666666667,300
person_facing_direction,6_15,pointy,regnety_080.ra3_in1k,8,RegNetY,0.88,300
person_facing_direction,6_15,pointy,regnety_080.ra3_in1k,9,RegNetY,0.8833333333333333,300
person_facing_direction,6_15,pointy,regnety_080.ra3_in1k,10,RegNetY,0.8866666666666667,300
person_facing_direction,6_15,pointy,regnety_080.ra3_in1k,11,RegNetY,0.88,300
person_facing_direction,6_15,pointy,regnety_080.ra3_in1k,12,RegNetY,0.8833333333333333,300
person_facing_direction,6_15,pointy,resnet101.a1h_in1k,1,ResNet,0.8533333333333334,300
person_facing_direction,6_15,pointy,resnet101.a1h_in1k,2,ResNet,0.8333333333333334,300
person_facing_direction,6_15,pointy,resnet101.a1h_in1k,3,ResNet,0.85,300
person_facing_direction,6_15,pointy,resnet101.a1h_in1k,4,ResNet,0.85,300
person_facing_direction,6_15,pointy,resnet101.a1h_in1k,5,ResNet,0.8566666666666667,300
person_facing_direction,6_15,pointy,resnet101.a1h_in1k,6,ResNet,0.8366666666666667,300
person_facing_direction,6_15,pointy,resnet101.a1h_in1k,7,ResNet,0.8333333333333334,300
person_facing_direction,6_15,pointy,resnet101.a1h_in1k,8,ResNet,0.8333333333333334,300
person_facing_direction,6_15,pointy,resnet101.a1h_in1k,9,ResNet,0.83,300
person_facing_direction,6_15,pointy,resnet101.a1h_in1k,10,ResNet,0.8533333333333334,300
person_facing_direction,6_15,pointy,resnet101.a1h_in1k,11,ResNet,0.8533333333333334,300
person_facing_direction,6_15,pointy,resnet101.a1h_in1k,12,ResNet,0.85,300
person_facing_direction,6_15,pointy,resnet18.a1_in1k,1,ResNet,0.7566666666666667,300
person_facing_direction,6_15,pointy,resnet18.a1_in1k,2,ResNet,0.66,300
person_facing_direction,6_15,pointy,resnet18.a1_in1k,3,ResNet,0.7333333333333333,300
person_facing_direction,6_15,pointy,resnet18.a1_in1k,4,ResNet,0.7566666666666667,300
person_facing_direction,6_15,pointy,resnet18.a1_in1k,5,ResNet,0.7233333333333334,300
person_facing_direction,6_15,pointy,resnet18.a1_in1k,6,ResNet,0.7566666666666667,300
person_facing_direction,6_15,pointy,resnet18.a1_in1k,7,ResNet,0.7333333333333333,300
person_facing_direction,6_15,pointy,resnet18.a1_in1k,8,ResNet,0.7533333333333333,300
person_facing_direction,6_15,pointy,resnet18.a1_in1k,9,ResNet,0.74,300
person_facing_direction,6_15,pointy,resnet18.a1_in1k,10,ResNet,0.75,300
person_facing_direction,6_15,pointy,resnet18.a1_in1k,11,ResNet,0.7,300
person_facing_direction,6_15,pointy,resnet18.a1_in1k,12,ResNet,0.74,300
person_facing_direction,6_15,pointy,resnet18d.ra2_in1k,1,ResNet,0.8133333333333334,300
person_facing_direction,6_15,pointy,resnet18d.ra2_in1k,2,ResNet,0.7366666666666667,300
person_facing_direction,6_15,pointy,resnet18d.ra2_in1k,3,ResNet,0.8033333333333333,300
person_facing_direction,6_15,pointy,resnet18d.ra2_in1k,4,ResNet,0.82,300
person_facing_direction,6_15,pointy,resnet18d.ra2_in1k,5,ResNet,0.78,300
person_facing_direction,6_15,pointy,resnet18d.ra2_in1k,6,ResNet,0.8066666666666666,300
person_facing_direction,6_15,pointy,resnet18d.ra2_in1k,7,ResNet,0.81,300
person_facing_direction,6_15,pointy,resnet18d.ra2_in1k,8,ResNet,0.81,300
person_facing_direction,6_15,pointy,resnet18d.ra2_in1k,9,ResNet,0.8,300
person_facing_direction,6_15,pointy,resnet18d.ra2_in1k,10,ResNet,0.8066666666666666,300
person_facing_direction,6_15,pointy,resnet18d.ra2_in1k,11,ResNet,0.78,300
person_facing_direction,6_15,pointy,resnet18d.ra2_in1k,12,ResNet,0.8133333333333334,300
person_facing_direction,6_15,pointy,resnet50.a1_in1k,1,ResNet,0.7833333333333333,300
person_facing_direction,6_15,pointy,resnet50.a1_in1k,2,ResNet,0.7533333333333333,300
person_facing_direction,6_15,pointy,resnet50.a1_in1k,3,ResNet,0.7733333333333333,300
person_facing_direction,6_15,pointy,resnet50.a1_in1k,4,ResNet,0.78,300
person_facing_direction,6_15,pointy,resnet50.a1_in1k,5,ResNet,0.7666666666666667,300
person_facing_direction,6_15,pointy,resnet50.a1_in1k,6,ResNet,0.75,300
person_facing_direction,6_15,pointy,resnet50.a1_in1k,7,ResNet,0.7333333333333333,300
person_facing_direction,6_15,pointy,resnet50.a1_in1k,8,ResNet,0.7566666666666667,300
person_facing_direction,6_15,pointy,resnet50.a1_in1k,9,ResNet,0.76,300
person_facing_direction,6_15,pointy,resnet50.a1_in1k,10,ResNet,0.7733333333333333,300
person_facing_direction,6_15,pointy,resnet50.a1_in1k,11,ResNet,0.7633333333333333,300
person_facing_direction,6_15,pointy,resnet50.a1_in1k,12,ResNet,0.82,300
person_facing_direction,6_15,pointy,resnet50.a1h_in1k,1,ResNet,0.7933333333333333,300
person_facing_direction,6_15,pointy,resnet50.a1h_in1k,2,ResNet,0.7833333333333333,300
person_facing_direction,6_15,pointy,resnet50.a1h_in1k,3,ResNet,0.7933333333333333,300
person_facing_direction,6_15,pointy,resnet50.a1h_in1k,4,ResNet,0.7966666666666666,300
person_facing_direction,6_15,pointy,resnet50.a1h_in1k,5,ResNet,0.7933333333333333,300
person_facing_direction,6_15,pointy,resnet50.a1h_in1k,6,ResNet,0.79,300
person_facing_direction,6_15,pointy,resnet50.a1h_in1k,7,ResNet,0.7666666666666667,300
person_facing_direction,6_15,pointy,resnet50.a1h_in1k,8,ResNet,0.7833333333333333,300
person_facing_direction,6_15,pointy,resnet50.a1h_in1k,9,ResNet,0.79,300
person_facing_direction,6_15,pointy,resnet50.a1h_in1k,10,ResNet,0.7866666666666666,300
person_facing_direction,6_15,pointy,resnet50.a1h_in1k,11,ResNet,0.7833333333333333,300
person_facing_direction,6_15,pointy,resnet50.a1h_in1k,12,ResNet,0.7966666666666666,300
person_facing_direction,6_15,pointy,resnet50d.a1_in1k,1,ResNet,0.84,300
person_facing_direction,6_15,pointy,resnet50d.a1_in1k,2,ResNet,0.7866666666666666,300
person_facing_direction,6_15,pointy,resnet50d.a1_in1k,3,ResNet,0.8433333333333334,300
person_facing_direction,6_15,pointy,resnet50d.a1_in1k,4,ResNet,0.8266666666666667,300
person_facing_direction,6_15,pointy,resnet50d.a1_in1k,5,ResNet,0.84,300
person_facing_direction,6_15,pointy,resnet50d.a1_in1k,6,ResNet,0.79,300
person_facing_direction,6_15,pointy,resnet50d.a1_in1k,7,ResNet,0.78,300
person_facing_direction,6_15,pointy,resnet50d.a1_in1k,8,ResNet,0.7833333333333333,300
person_facing_direction,6_15,pointy,resnet50d.a1_in1k,9,ResNet,0.83,300
person_facing_direction,6_15,pointy,resnet50d.a1_in1k,10,ResNet,0.8366666666666667,300
person_facing_direction,6_15,pointy,resnet50d.a1_in1k,11,ResNet,0.82,300
person_facing_direction,6_15,pointy,resnet50d.a1_in1k,12,ResNet,0.7933333333333333,300
person_facing_direction,6_15,pointy,vgg11_bn.tv_in1k,1,VGG,0.86,300
person_facing_direction,6_15,pointy,vgg11_bn.tv_in1k,2,VGG,0.8566666666666667,300
person_facing_direction,6_15,pointy,vgg11_bn.tv_in1k,3,VGG,0.8566666666666667,300
person_facing_direction,6_15,pointy,vgg11_bn.tv_in1k,4,VGG,0.8633333333333333,300
person_facing_direction,6_15,pointy,vgg11_bn.tv_in1k,5,VGG,0.8633333333333333,300
person_facing_direction,6_15,pointy,vgg11_bn.tv_in1k,6,VGG,0.8733333333333333,300
person_facing_direction,6_15,pointy,vgg11_bn.tv_in1k,7,VGG,0.8266666666666667,300
person_facing_direction,6_15,pointy,vgg11_bn.tv_in1k,8,VGG,0.8533333333333334,300
person_facing_direction,6_15,pointy,vgg11_bn.tv_in1k,9,VGG,0.8666666666666667,300
person_facing_direction,6_15,pointy,vgg11_bn.tv_in1k,10,VGG,0.8533333333333334,300
person_facing_direction,6_15,pointy,vgg11_bn.tv_in1k,11,VGG,0.85,300
person_facing_direction,6_15,pointy,vgg11_bn.tv_in1k,12,VGG,0.8233333333333334,300
person_facing_direction,6_15,pointy,vgg13_bn.tv_in1k,1,VGG,0.8566666666666667,300
person_facing_direction,6_15,pointy,vgg13_bn.tv_in1k,2,VGG,0.8633333333333333,300
person_facing_direction,6_15,pointy,vgg13_bn.tv_in1k,3,VGG,0.86,300
person_facing_direction,6_15,pointy,vgg13_bn.tv_in1k,4,VGG,0.86,300
person_facing_direction,6_15,pointy,vgg13_bn.tv_in1k,5,VGG,0.81,300
person_facing_direction,6_15,pointy,vgg13_bn.tv_in1k,6,VGG,0.86,300
person_facing_direction,6_15,pointy,vgg13_bn.tv_in1k,7,VGG,0.8466666666666667,300
person_facing_direction,6_15,pointy,vgg13_bn.tv_in1k,8,VGG,0.8566666666666667,300
person_facing_direction,6_15,pointy,vgg13_bn.tv_in1k,9,VGG,0.85,300
person_facing_direction,6_15,pointy,vgg13_bn.tv_in1k,10,VGG,0.8533333333333334,300
person_facing_direction,6_15,pointy,vgg13_bn.tv_in1k,11,VGG,0.8366666666666667,300
person_facing_direction,6_15,pointy,vgg13_bn.tv_in1k,12,VGG,0.8533333333333334,300
person_facing_direction,6_15,pointy,vgg16_bn.tv_in1k,1,VGG,0.8633333333333333,300
person_facing_direction,6_15,pointy,vgg16_bn.tv_in1k,2,VGG,0.8466666666666667,300
person_facing_direction,6_15,pointy,vgg16_bn.tv_in1k,3,VGG,0.8566666666666667,300
person_facing_direction,6_15,pointy,vgg16_bn.tv_in1k,4,VGG,0.8733333333333333,300
person_facing_direction,6_15,pointy,vgg16_bn.tv_in1k,5,VGG,0.86,300
person_facing_direction,6_15,pointy,vgg16_bn.tv_in1k,6,VGG,0.8533333333333334,300
person_facing_direction,6_15,pointy,vgg16_bn.tv_in1k,7,VGG,0.87,300
person_facing_direction,6_15,pointy,vgg16_bn.tv_in1k,8,VGG,0.8666666666666667,300
person_facing_direction,6_15,pointy,vgg16_bn.tv_in1k,9,VGG,0.87,300
person_facing_direction,6_15,pointy,vgg16_bn.tv_in1k,10,VGG,0.86,300
person_facing_direction,6_15,pointy,vgg16_bn.tv_in1k,11,VGG,0.8566666666666667,300
person_facing_direction,6_15,pointy,vgg16_bn.tv_in1k,12,VGG,0.8366666666666667,300
person_facing_direction,6_15,pointy,vgg19_bn.tv_in1k,1,VGG,0.8666666666666667,300
person_facing_direction,6_15,pointy,vgg19_bn.tv_in1k,2,VGG,0.8733333333333333,300
person_facing_direction,6_15,pointy,vgg19_bn.tv_in1k,3,VGG,0.87,300
person_facing_direction,6_15,pointy,vgg19_bn.tv_in1k,4,VGG,0.8766666666666667,300
person_facing_direction,6_15,pointy,vgg19_bn.tv_in1k,5,VGG,0.87,300
person_facing_direction,6_15,pointy,vgg19_bn.tv_in1k,6,VGG,0.8766666666666667,300
person_facing_direction,6_15,pointy,vgg19_bn.tv_in1k,7,VGG,0.87,300
person_facing_direction,6_15,pointy,vgg19_bn.tv_in1k,8,VGG,0.8733333333333333,300
person_facing_direction,6_15,pointy,vgg19_bn.tv_in1k,9,VGG,0.87,300
person_facing_direction,6_15,pointy,vgg19_bn.tv_in1k,10,VGG,0.85,300
person_facing_direction,6_15,pointy,vgg19_bn.tv_in1k,11,VGG,0.8633333333333333,300
person_facing_direction,6_15,pointy,vgg19_bn.tv_in1k,12,VGG,0.7866666666666666,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,1,Vision Transformer (ViT),0.9766666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,2,Vision Transformer (ViT),0.73,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,3,Vision Transformer (ViT),0.9833333333333333,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,4,Vision Transformer (ViT),0.9833333333333333,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,5,Vision Transformer (ViT),0.9866666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,6,Vision Transformer (ViT),0.9633333333333334,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,7,Vision Transformer (ViT),0.9533333333333334,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,8,Vision Transformer (ViT),0.9866666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,9,Vision Transformer (ViT),0.99,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,10,Vision Transformer (ViT),0.9333333333333333,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,11,Vision Transformer (ViT),0.9966666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.augreg2_in21k_ft_in1k,12,Vision Transformer (ViT),0.92,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.dino,1,Vision Transformer (ViT),0.92,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.dino,2,Vision Transformer (ViT),0.5766666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.dino,3,Vision Transformer (ViT),0.9233333333333333,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.dino,4,Vision Transformer (ViT),0.94,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.dino,5,Vision Transformer (ViT),0.8866666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.dino,6,Vision Transformer (ViT),0.92,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.dino,7,Vision Transformer (ViT),0.8933333333333333,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.dino,8,Vision Transformer (ViT),0.96,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.dino,9,Vision Transformer (ViT),0.8966666666666666,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.dino,10,Vision Transformer (ViT),0.9366666666666666,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.dino,11,Vision Transformer (ViT),0.9466666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.dino,12,Vision Transformer (ViT),0.9466666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.mae,1,Vision Transformer (ViT),0.8933333333333333,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.mae,2,Vision Transformer (ViT),0.7866666666666666,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.mae,3,Vision Transformer (ViT),0.9266666666666666,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.mae,4,Vision Transformer (ViT),0.9333333333333333,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.mae,5,Vision Transformer (ViT),0.95,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.mae,6,Vision Transformer (ViT),0.9566666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.mae,7,Vision Transformer (ViT),0.92,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.mae,8,Vision Transformer (ViT),0.91,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.mae,9,Vision Transformer (ViT),0.79,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.mae,10,Vision Transformer (ViT),0.9466666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.mae,11,Vision Transformer (ViT),0.94,300
person_facing_direction,6_15,pointy,vit_base_patch16_224.mae,12,Vision Transformer (ViT),0.9433333333333334,300
person_facing_direction,6_15,pointy,vit_base_patch16_clip_224.openai,1,Vision Transformer (ViT),0.9933333333333333,300
person_facing_direction,6_15,pointy,vit_base_patch16_clip_224.openai,2,Vision Transformer (ViT),0.9933333333333333,300
person_facing_direction,6_15,pointy,vit_base_patch16_clip_224.openai,3,Vision Transformer (ViT),0.9966666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_clip_224.openai,4,Vision Transformer (ViT),0.9833333333333333,300
person_facing_direction,6_15,pointy,vit_base_patch16_clip_224.openai,5,Vision Transformer (ViT),0.9966666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_clip_224.openai,6,Vision Transformer (ViT),0.9666666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_clip_224.openai,7,Vision Transformer (ViT),0.99,300
person_facing_direction,6_15,pointy,vit_base_patch16_clip_224.openai,8,Vision Transformer (ViT),0.9666666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_clip_224.openai,9,Vision Transformer (ViT),0.9966666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_clip_224.openai,10,Vision Transformer (ViT),0.9833333333333333,300
person_facing_direction,6_15,pointy,vit_base_patch16_clip_224.openai,11,Vision Transformer (ViT),0.9666666666666667,300
person_facing_direction,6_15,pointy,vit_base_patch16_clip_224.openai,12,Vision Transformer (ViT),1.0,300
