task,implant_type,model_type,run,accuracy
shape,12_10,pointy,2,0.8397709627329193
shape,12_10,pointy,3,0.8700989906832298
shape,12_10,pointy,4,0.8561238354037267
shape,12_10,pointy,5,0.84472049689441
shape,12_10,pointy,6,0.8590353260869565
shape,12_10,pointy,7,0.8522903726708074
shape,12_10,pointy,8,0.8319099378881988
shape,12_10,pointy,9,0.8599087732919255
shape,12_10,pointy,10,0.8630628881987578
shape,12_10,pointy,11,0.8605881211180124
shape,12_10,pointy,12,0.8618012422360248
shape,12_10,streaky,1,0.772512315270936
shape,12_10,streaky,2,0.7773399014778325
shape,12_10,streaky,3,0.7873399014778325
shape,12_10,streaky,4,0.7816256157635468
shape,12_10,streaky,5,0.7589655172413793
shape,12_10,streaky,6,0.7797044334975369
shape,12_10,streaky,7,0.7681773399014779
shape,12_10,streaky,8,0.7814285714285715
shape,12_10,streaky,9,0.7894581280788178
shape,12_10,streaky,10,0.7714778325123153
shape,12_10,streaky,11,0.7835467980295566
shape,12_10,streaky,12,0.782807881773399
shape,12_20,pointy,1,0.9876242447865913
shape,12_20,pointy,2,0.9899142467355292
shape,12_20,pointy,3,0.9871857337750926
shape,12_20,pointy,4,0.9933248879360749
shape,12_20,pointy,5,0.9891346716039758
shape,12_20,pointy,6,0.9938121223932956
shape,12_20,pointy,7,0.9900116936269733
shape,12_20,pointy,8,0.9917170142272461
shape,12_20,pointy,9,0.9914733969986358
shape,12_20,pointy,10,0.9900604170726954
shape,12_20,pointy,11,0.9936172286104074
shape,12_20,pointy,12,0.9936172286104074
shape,12_20,streaky,1,0.9311750835134605
shape,12_20,streaky,2,0.921890351739045
shape,12_20,streaky,3,0.9338278640204363
shape,12_20,streaky,4,0.921841226174101
shape,12_20,streaky,5,0.9094615838082138
shape,12_20,streaky,6,0.9324523482020043
shape,12_20,streaky,7,0.9262134014541167
shape,12_20,streaky,8,0.9015523678522303
shape,12_20,streaky,9,0.9277362939673807
shape,12_20,streaky,10,0.93829829043034
shape,12_20,streaky,11,0.9371192768716841
shape,12_20,streaky,12,0.9278836706622127
shape,6_10,pointy,1,0.5438356164383562
shape,6_10,pointy,2,0.550293542074364
shape,6_10,pointy,3,0.5418297455968689
shape,6_10,pointy,4,0.5385518590998043
shape,6_10,pointy,5,0.5427103718199608
shape,6_10,pointy,6,0.5442270058708415
shape,6_10,pointy,7,0.561545988258317
shape,6_10,pointy,8,0.5394324853228962
shape,6_10,pointy,9,0.5532289628180039
shape,6_10,pointy,10,0.5404109589041096
shape,6_10,pointy,11,0.549119373776908
shape,6_10,pointy,12,0.5532289628180039
shape,6_10,streaky,1,0.6214381979206777
shape,6_10,streaky,2,0.62360415864459
shape,6_10,streaky,3,0.6204274162495187
shape,6_10,streaky,4,0.5976607624181748
shape,6_10,streaky,5,0.6115710435117443
shape,6_10,streaky,6,0.6205718136311128
shape,6_10,streaky,7,0.6062764728532922
shape,6_10,streaky,8,0.6095494801694262
shape,6_10,streaky,9,0.6066615325375433
shape,6_10,streaky,10,0.6005005775895264
shape,6_10,streaky,11,0.6200423565652676
shape,6_10,streaky,12,0.6075279168271082
shape,6_15,pointy,1,0.7884877384196185
shape,6_15,pointy,2,0.8052744258466329
shape,6_15,pointy,3,0.7984624367458155
shape,6_15,pointy,4,0.790774620474893
shape,6_15,pointy,5,0.7670786298170494
shape,6_15,pointy,6,0.7927695601401323
shape,6_15,pointy,7,0.7772479564032697
shape,6_15,pointy,8,0.762066952121448
shape,6_15,pointy,9,0.7752530167380304
shape,6_15,pointy,10,0.777150642273258
shape,6_15,pointy,11,0.7831354612689763
shape,6_15,pointy,12,0.8030848579213702
shape,6_15,streaky,1,0.7768345042935206
shape,6_15,streaky,2,0.7635636221701796
shape,6_15,streaky,3,0.7790300546448088
shape,6_15,streaky,4,0.7604410616705699
shape,6_15,streaky,5,0.757903981264637
shape,6_15,streaky,6,0.7814207650273224
shape,6_15,streaky,7,0.7520491803278688
shape,6_15,streaky,8,0.7384855581576893
shape,6_15,streaky,9,0.7577088212334114
shape,6_15,streaky,10,0.7600507416081187
shape,6_15,streaky,11,0.7761514441842311
shape,6_15,streaky,12,0.7847872755659641
shape,6_20,pointy,1,0.8842954990215264
shape,6_20,pointy,2,0.8926125244618396
shape,6_20,pointy,3,0.8869373776908024
shape,6_20,pointy,4,0.8808708414872799
shape,6_20,pointy,5,0.8799902152641879
shape,6_20,pointy,6,0.8844911937377691
shape,6_20,pointy,7,0.8846868884540118
shape,6_20,pointy,8,0.8689823874755381
shape,6_20,pointy,9,0.8873776908023483
shape,6_20,pointy,10,0.8808708414872799
shape,6_20,pointy,11,0.8832191780821917
shape,6_20,pointy,12,0.8976516634050881
shape,6_20,streaky,1,0.7964931452414067
shape,6_20,streaky,2,0.824011523941983
shape,6_20,streaky,3,0.8304192330617922
shape,6_20,streaky,4,0.8272402145837473
shape,6_20,streaky,5,0.8154679117822372
shape,6_20,streaky,6,0.8306675938803895
shape,6_20,streaky,7,0.805980528511822
shape,6_20,streaky,8,0.8164116828929068
shape,6_20,streaky,9,0.8145738128352871
shape,6_20,streaky,10,0.8244089012517385
shape,6_20,streaky,11,0.82699185376515
shape,6_20,streaky,12,0.8404033379694019
shape,9_10,pointy,1,0.777495107632094
shape,9_10,pointy,2,0.7630626223091976
shape,9_10,pointy,3,0.7815557729941291
shape,9_10,pointy,4,0.7679549902152641
shape,9_10,pointy,5,0.750587084148728
shape,9_10,pointy,6,0.7632093933463796
shape,9_10,pointy,7,0.7659980430528376
shape,9_10,pointy,8,0.7544031311154599
shape,9_10,pointy,9,0.773238747553816
shape,9_10,pointy,10,0.7546477495107632
shape,9_10,pointy,11,0.7587084148727984
shape,9_10,pointy,12,0.7805772994129159
shape,9_10,streaky,1,0.7260758498722736
shape,9_10,streaky,2,0.734328944782865
shape,9_10,streaky,3,0.7299567695028493
shape,9_10,streaky,4,0.7303006484574572
shape,9_10,streaky,5,0.7261249754372175
shape,9_10,streaky,6,0.7148260955000982
shape,9_10,streaky,7,0.7171349970524661
shape,9_10,streaky,8,0.6998427981921792
shape,9_10,streaky,9,0.7115346826488504
shape,9_10,streaky,10,0.7283356258596974
shape,9_10,streaky,11,0.7244547062291217
shape,9_10,streaky,12,0.7239634505796817
window_side,12_10,pointy,1,1.0
window_side,12_10,pointy,2,1.0
window_side,12_10,pointy,3,1.0
window_side,12_10,pointy,4,1.0
window_side,12_10,pointy,5,1.0
window_side,12_10,pointy,6,1.0
window_side,12_10,pointy,7,1.0
window_side,12_10,pointy,8,1.0
window_side,12_10,pointy,9,1.0
window_side,12_10,pointy,10,1.0
window_side,12_10,pointy,11,1.0
window_side,12_10,pointy,12,1.0
window_side,12_10,streaky,1,1.0
window_side,12_10,streaky,2,1.0
window_side,12_10,streaky,3,1.0
window_side,12_10,streaky,4,1.0
window_side,12_10,streaky,5,1.0
window_side,12_10,streaky,6,1.0
window_side,12_10,streaky,7,1.0
window_side,12_10,streaky,8,1.0
window_side,12_10,streaky,9,1.0
window_side,12_10,streaky,10,1.0
window_side,12_10,streaky,11,1.0
window_side,12_10,streaky,12,1.0
window_side,12_20,pointy,1,1.0
window_side,12_20,pointy,2,1.0
window_side,12_20,pointy,3,1.0
window_side,12_20,pointy,4,1.0
window_side,12_20,pointy,5,1.0
window_side,12_20,pointy,6,1.0
window_side,12_20,pointy,7,1.0
window_side,12_20,pointy,8,1.0
window_side,12_20,pointy,9,1.0
window_side,12_20,pointy,10,1.0
window_side,12_20,pointy,11,1.0
window_side,12_20,pointy,12,1.0
window_side,12_20,streaky,1,1.0
window_side,12_20,streaky,2,1.0
window_side,12_20,streaky,3,1.0
window_side,12_20,streaky,4,1.0
window_side,12_20,streaky,5,1.0
window_side,12_20,streaky,6,1.0
window_side,12_20,streaky,7,1.0
window_side,12_20,streaky,8,1.0
window_side,12_20,streaky,9,1.0
window_side,12_20,streaky,10,1.0
window_side,12_20,streaky,11,1.0
window_side,12_20,streaky,12,1.0
window_side,6_10,pointy,1,0.9975
window_side,6_10,pointy,2,0.9979761904761905
window_side,6_10,pointy,3,0.9971428571428571
window_side,6_10,pointy,4,0.9988095238095238
window_side,6_10,pointy,5,0.9980952380952381
window_side,6_10,pointy,6,0.9985714285714286
window_side,6_10,pointy,7,0.9970238095238095
window_side,6_10,pointy,8,0.9983333333333333
window_side,6_10,pointy,9,0.9985714285714286
window_side,6_10,pointy,10,0.9980952380952381
window_side,6_10,pointy,11,0.9966666666666667
window_side,6_10,pointy,12,0.9982142857142857
window_side,6_10,streaky,1,1.0
window_side,6_10,streaky,2,1.0
window_side,6_10,streaky,3,1.0
window_side,6_10,streaky,4,1.0
window_side,6_10,streaky,5,1.0
window_side,6_10,streaky,6,1.0
window_side,6_10,streaky,7,1.0
window_side,6_10,streaky,8,1.0
window_side,6_10,streaky,9,1.0
window_side,6_10,streaky,10,1.0
window_side,6_10,streaky,11,1.0
window_side,6_10,streaky,12,1.0
window_side,6_15,pointy,1,0.9997619047619047
window_side,6_15,pointy,2,0.9997619047619047
window_side,6_15,pointy,3,0.9998809523809524
window_side,6_15,pointy,4,0.9997619047619047
window_side,6_15,pointy,5,0.9998809523809524
window_side,6_15,pointy,6,0.9998809523809524
window_side,6_15,pointy,7,0.9998809523809524
window_side,6_15,pointy,8,0.9998809523809524
window_side,6_15,pointy,9,0.9998809523809524
window_side,6_15,pointy,10,1.0
window_side,6_15,pointy,11,1.0
window_side,6_15,pointy,12,0.9998809523809524
window_side,6_15,streaky,1,1.0
window_side,6_15,streaky,2,1.0
window_side,6_15,streaky,3,1.0
window_side,6_15,streaky,4,1.0
window_side,6_15,streaky,5,1.0
window_side,6_15,streaky,6,1.0
window_side,6_15,streaky,7,1.0
window_side,6_15,streaky,8,1.0
window_side,6_15,streaky,9,1.0
window_side,6_15,streaky,10,1.0
window_side,6_15,streaky,11,1.0
window_side,6_15,streaky,12,1.0
window_side,6_20,pointy,1,0.9998809523809524
window_side,6_20,pointy,2,0.9998809523809524
window_side,6_20,pointy,3,0.9997619047619047
window_side,6_20,pointy,4,0.9998809523809524
window_side,6_20,pointy,5,0.9998809523809524
window_side,6_20,pointy,6,0.9995238095238095
window_side,6_20,pointy,7,0.9997619047619047
window_side,6_20,pointy,8,0.9998809523809524
window_side,6_20,pointy,9,0.9997619047619047
window_side,6_20,pointy,10,0.9998809523809524
window_side,6_20,pointy,11,0.9996428571428572
window_side,6_20,pointy,12,0.9997619047619047
window_side,6_20,streaky,1,1.0
window_side,6_20,streaky,2,1.0
window_side,6_20,streaky,3,1.0
window_side,6_20,streaky,4,1.0
window_side,6_20,streaky,5,1.0
window_side,6_20,streaky,6,1.0
window_side,6_20,streaky,7,1.0
window_side,6_20,streaky,8,1.0
window_side,6_20,streaky,9,1.0
window_side,6_20,streaky,10,1.0
window_side,6_20,streaky,11,1.0
window_side,6_20,streaky,12,1.0
window_side,9_10,pointy,1,1.0
window_side,9_10,pointy,2,1.0
window_side,9_10,pointy,3,1.0
window_side,9_10,pointy,4,1.0
window_side,9_10,pointy,5,1.0
window_side,9_10,pointy,6,1.0
window_side,9_10,pointy,7,1.0
window_side,9_10,pointy,8,1.0
window_side,9_10,pointy,9,1.0
window_side,9_10,pointy,10,1.0
window_side,9_10,pointy,11,1.0
window_side,9_10,pointy,12,1.0
window_side,9_10,streaky,1,0.9998809523809524
window_side,9_10,streaky,2,0.9997619047619047
window_side,9_10,streaky,3,0.9998809523809524
window_side,9_10,streaky,4,0.9997619047619047
window_side,9_10,streaky,5,0.9998809523809524
window_side,9_10,streaky,6,1.0
window_side,9_10,streaky,7,0.9998809523809524
window_side,9_10,streaky,8,0.9998809523809524
window_side,9_10,streaky,9,0.9998809523809524
window_side,9_10,streaky,10,0.9998809523809524
window_side,9_10,streaky,11,0.9998809523809524
window_side,9_10,streaky,12,1.0
