percept_filename,guess,target,implant_type,model_type,subject,result,task
35017.tif,circle,square,6_10,streaky,ABa,False,shape
39805.tif,square,circle,6_10,streaky,ABa,False,shape
34321.tif,circle,square,6_10,streaky,ABa,False,shape
38869.tif,triangle,circle,6_10,streaky,ABa,False,shape
40129.tif,triangle,circle,6_10,streaky,ABa,False,shape
39037.tif,square,circle,6_10,streaky,ABa,False,shape
39997.tif,square,circle,6_10,streaky,ABa,False,shape
10297.tif,triangle,triangle,6_10,streaky,ABa,True,shape
39841.tif,circle,circle,6_10,streaky,ABa,True,shape
2569.tif,square,circle,6_10,streaky,ABa,False,shape
39397.tif,square,circle,6_10,streaky,ABa,False,shape
2041.tif,square,circle,6_10,streaky,ABa,False,shape
34501.tif,square,square,6_10,streaky,ABa,True,shape
3049.tif,circle,circle,6_10,streaky,ABa,True,shape
10861.tif,triangle,triangle,6_10,streaky,ABa,True,shape
38845.tif,triangle,circle,6_10,streaky,ABa,False,shape
38557.tif,triangle,circle,6_10,streaky,ABa,False,shape
3001.tif,circle,circle,6_10,streaky,ABa,True,shape
2113.tif,square,circle,6_10,streaky,ABa,False,shape
35809.tif,square,square,6_10,streaky,ABa,True,shape
10657.tif,triangle,triangle,6_10,streaky,ABa,True,shape
28441.tif,circle,square,6_10,streaky,ABa,False,shape
19237.tif,circle,triangle,6_10,streaky,ABa,False,shape
18325.tif,circle,triangle,6_10,streaky,ABa,False,shape
27505.tif,circle,square,6_10,streaky,ABa,False,shape
11329.tif,triangle,triangle,6_10,streaky,ABa,True,shape
3109.tif,square,circle,6_10,streaky,ABa,False,shape
40681.tif,square,circle,6_10,streaky,ABa,False,shape
1717.tif,circle,circle,6_10,streaky,ABa,True,shape
17449.tif,circle,triangle,6_10,streaky,ABa,False,shape
12925.tif,circle,triangle,6_10,streaky,ABa,False,shape
35437.tif,circle,square,6_10,streaky,ABa,False,shape
11149.tif,triangle,triangle,6_10,streaky,ABa,True,shape
40729.tif,square,circle,6_10,streaky,ABa,False,shape
11809.tif,triangle,triangle,6_10,streaky,ABa,True,shape
17329.tif,triangle,triangle,6_10,streaky,ABa,True,shape
36613.tif,square,square,6_10,streaky,ABa,True,shape
11365.tif,circle,triangle,6_10,streaky,ABa,False,shape
2377.tif,circle,circle,6_10,streaky,ABa,True,shape
17041.tif,triangle,triangle,6_10,streaky,ABa,True,shape
36133.tif,square,square,6_10,streaky,ABa,True,shape
28885.tif,circle,square,6_10,streaky,ABa,False,shape
11677.tif,triangle,triangle,6_10,streaky,ABa,True,shape
29797.tif,square,square,6_10,streaky,ABa,True,shape
16933.tif,triangle,triangle,6_10,streaky,ABa,True,shape
12457.tif,circle,triangle,6_10,streaky,ABa,False,shape
18709.tif,square,triangle,6_10,streaky,ABa,False,shape
34753.tif,square,square,6_10,streaky,ABa,True,shape
28309.tif,circle,square,6_10,streaky,ABa,False,shape
33397.tif,square,square,6_10,streaky,ABa,True,shape
493.tif,circle,circle,6_10,streaky,ABa,True,shape
39265.tif,circle,circle,6_10,streaky,ABa,True,shape
26977.tif,triangle,square,6_10,streaky,ABa,False,shape
39325.tif,square,circle,6_10,streaky,ABa,False,shape
1669.tif,circle,circle,6_10,streaky,ABa,True,shape
1237.tif,square,circle,6_10,streaky,ABa,False,shape
18865.tif,triangle,triangle,6_10,streaky,ABa,True,shape
12325.tif,square,triangle,6_10,streaky,ABa,False,shape
11545.tif,triangle,triangle,6_10,streaky,ABa,True,shape
18061.tif,triangle,triangle,6_10,streaky,ABa,True,shape
19597.tif,triangle,triangle,6_10,streaky,ABa,True,shape
28993.tif,square,square,6_10,streaky,ABa,True,shape
1045.tif,circle,circle,6_10,streaky,ABa,True,shape
13273.tif,square,triangle,6_10,streaky,ABa,False,shape
27337.tif,triangle,square,6_10,streaky,ABa,False,shape
36217.tif,square,square,6_10,streaky,ABa,True,shape
11413.tif,circle,triangle,6_10,streaky,ABa,False,shape
12481.tif,triangle,triangle,6_10,streaky,ABa,True,shape
17401.tif,square,triangle,6_10,streaky,ABa,False,shape
41461.tif,square,circle,6_10,streaky,ABa,False,shape
18973.tif,circle,triangle,6_10,streaky,ABa,False,shape
913.tif,circle,circle,6_10,streaky,ABa,True,shape
19045.tif,circle,triangle,6_10,streaky,ABa,False,shape
28405.tif,circle,square,6_10,streaky,ABa,False,shape
35041.tif,circle,square,6_10,streaky,ABa,False,shape
28573.tif,triangle,square,6_10,streaky,ABa,False,shape
19021.tif,square,triangle,6_10,streaky,ABa,False,shape
34345.tif,square,square,6_10,streaky,ABa,True,shape
2437.tif,square,circle,6_10,streaky,ABa,False,shape
12085.tif,circle,triangle,6_10,streaky,ABa,False,shape
33469.tif,square,square,6_10,streaky,ABa,True,shape
17605.tif,triangle,triangle,6_10,streaky,ABa,True,shape
28621.tif,triangle,square,6_10,streaky,ABa,False,shape
11725.tif,square,triangle,6_10,streaky,ABa,False,shape
1741.tif,circle,circle,6_10,streaky,ABa,True,shape
12133.tif,square,triangle,6_10,streaky,ABa,False,shape
12901.tif,triangle,triangle,6_10,streaky,ABa,True,shape
18373.tif,triangle,triangle,6_10,streaky,ABa,True,shape
17869.tif,triangle,triangle,6_10,streaky,ABa,True,shape
40153.tif,triangle,circle,6_10,streaky,ABa,False,shape
29737.tif,square,square,6_10,streaky,ABa,True,shape
2245.tif,triangle,circle,6_10,streaky,ABa,False,shape
11437.tif,triangle,triangle,6_10,streaky,ABa,True,shape
17665.tif,triangle,triangle,6_10,streaky,ABa,True,shape
11497.tif,triangle,triangle,6_10,streaky,ABa,True,shape
2917.tif,square,circle,6_10,streaky,ABa,False,shape
39781.tif,square,circle,6_10,streaky,ABa,False,shape
2593.tif,square,circle,6_10,streaky,ABa,False,shape
33577.tif,square,square,6_10,streaky,ABa,True,shape
19069.tif,triangle,triangle,6_10,streaky,ABa,True,shape
17641.tif,triangle,triangle,6_10,streaky,ABa,True,shape
19945.tif,triangle,triangle,6_10,streaky,ABa,True,shape
33373.tif,square,square,6_10,streaky,ABa,True,shape
27205.tif,triangle,square,6_10,streaky,ABa,False,shape
1957.tif,circle,circle,6_10,streaky,ABa,True,shape
34165.tif,square,square,6_10,streaky,ABa,True,shape
36061.tif,square,square,6_10,streaky,ABa,True,shape
35065.tif,circle,square,6_10,streaky,ABa,False,shape
36301.tif,square,square,6_10,streaky,ABa,True,shape
18733.tif,triangle,triangle,6_10,streaky,ABa,True,shape
39589.tif,square,circle,6_10,streaky,ABa,False,shape
997.tif,circle,circle,6_10,streaky,ABa,True,shape
1645.tif,circle,circle,6_10,streaky,ABa,True,shape
40633.tif,square,circle,6_10,streaky,ABa,False,shape
40945.tif,square,circle,6_10,streaky,ABa,False,shape
2173.tif,circle,circle,6_10,streaky,ABa,True,shape
28045.tif,square,square,6_10,streaky,ABa,True,shape
34801.tif,square,square,6_10,streaky,ABa,True,shape
17929.tif,triangle,triangle,6_10,streaky,ABa,True,shape
2761.tif,square,circle,6_10,streaky,ABa,False,shape
12061.tif,square,triangle,6_10,streaky,ABa,False,shape
27997.tif,square,square,6_10,streaky,ABa,True,shape
34297.tif,circle,square,6_10,streaky,ABa,False,shape
11521.tif,triangle,triangle,6_10,streaky,ABa,True,shape
673.tif,circle,circle,6_10,streaky,ABa,True,shape
28333.tif,square,square,6_10,streaky,ABa,True,shape
19813.tif,triangle,triangle,6_10,streaky,ABa,True,shape
34633.tif,square,square,6_10,streaky,ABa,True,shape
16861.tif,triangle,triangle,6_10,streaky,ABa,True,shape
11197.tif,triangle,triangle,6_10,streaky,ABa,True,shape
18613.tif,circle,triangle,6_10,streaky,ABa,False,shape
2869.tif,square,circle,6_10,streaky,ABa,False,shape
1981.tif,circle,circle,6_10,streaky,ABa,True,shape
33925.tif,square,square,6_10,streaky,ABa,True,shape
38929.tif,triangle,circle,6_10,streaky,ABa,False,shape
11017.tif,triangle,triangle,6_10,streaky,ABa,True,shape
1933.tif,circle,circle,6_10,streaky,ABa,True,shape
29173.tif,triangle,square,6_10,streaky,ABa,False,shape
39637.tif,circle,circle,6_10,streaky,ABa,True,shape
469.tif,square,circle,6_10,streaky,ABa,False,shape
3337.tif,square,circle,6_10,streaky,ABa,False,shape
11389.tif,triangle,triangle,6_10,streaky,ABa,True,shape
18397.tif,triangle,triangle,6_10,streaky,ABa,True,shape
19417.tif,triangle,triangle,6_10,streaky,ABa,True,shape
11461.tif,square,triangle,6_10,streaky,ABa,False,shape
973.tif,circle,circle,6_10,streaky,ABa,True,shape
33445.tif,square,square,6_10,streaky,ABa,True,shape
33421.tif,square,square,6_10,streaky,ABa,True,shape
18169.tif,triangle,triangle,6_10,streaky,ABa,True,shape
1693.tif,circle,circle,6_10,streaky,ABa,True,shape
709.tif,square,circle,6_10,streaky,ABa,False,shape
34129.tif,circle,square,6_10,streaky,ABa,False,shape
36349.tif,square,square,6_10,streaky,ABa,True,shape
17173.tif,triangle,triangle,6_10,streaky,ABa,True,shape
40333.tif,square,circle,6_10,streaky,ABa,False,shape
28513.tif,triangle,square,6_10,streaky,ABa,False,shape
29713.tif,square,square,6_10,streaky,ABa,True,shape
28273.tif,circle,square,6_10,streaky,ABa,False,shape
17845.tif,triangle,triangle,6_10,streaky,ABa,True,shape
12349.tif,circle,triangle,6_10,streaky,ABa,False,shape
18301.tif,triangle,triangle,6_10,streaky,ABa,True,shape
39373.tif,circle,circle,6_10,streaky,ABa,True,shape
10633.tif,triangle,triangle,6_10,streaky,ABa,True,shape
35329.tif,square,square,6_10,streaky,ABa,True,shape
39913.tif,triangle,circle,6_10,streaky,ABa,False,shape
41269.tif,triangle,circle,6_10,streaky,ABa,False,shape
40501.tif,circle,circle,6_10,streaky,ABa,True,shape
11701.tif,triangle,triangle,6_10,streaky,ABa,True,shape
27733.tif,square,square,6_10,streaky,ABa,True,shape
2977.tif,circle,circle,6_10,streaky,ABa,True,shape
28177.tif,circle,square,6_10,streaky,ABa,False,shape
41509.tif,circle,circle,6_10,streaky,ABa,True,shape
19153.tif,triangle,triangle,6_10,streaky,ABa,True,shape
28069.tif,square,square,6_10,streaky,ABa,True,shape
29821.tif,circle,square,6_10,streaky,ABa,False,shape
3073.tif,circle,circle,6_10,streaky,ABa,True,shape
18349.tif,triangle,triangle,6_10,streaky,ABa,True,shape
39481.tif,triangle,circle,6_10,streaky,ABa,False,shape
16993.tif,triangle,triangle,6_10,streaky,ABa,True,shape
35569.tif,square,square,6_10,streaky,ABa,True,shape
10081.tif,triangle,triangle,6_10,streaky,ABa,True,shape
18637.tif,circle,triangle,6_10,streaky,ABa,False,shape
11893.tif,square,triangle,6_10,streaky,ABa,False,shape
34261.tif,square,square,6_10,streaky,ABa,True,shape
19549.tif,triangle,triangle,6_10,streaky,ABa,True,shape
35257.tif,square,square,6_10,streaky,ABa,True,shape
28861.tif,circle,square,6_10,streaky,ABa,False,shape
18661.tif,triangle,triangle,6_10,streaky,ABa,True,shape
12721.tif,square,triangle,6_10,streaky,ABa,False,shape
39109.tif,square,circle,6_10,streaky,ABa,False,shape
35917.tif,square,square,6_10,streaky,ABa,True,shape
35629.tif,square,square,6_10,streaky,ABa,True,shape
17533.tif,triangle,triangle,6_10,streaky,ABa,True,shape
18109.tif,square,triangle,6_10,streaky,ABa,False,shape
1129.tif,circle,circle,6_10,streaky,ABa,True,shape
38797.tif,triangle,circle,6_10,streaky,ABa,False,shape
18889.tif,triangle,triangle,6_10,streaky,ABa,True,shape
17305.tif,triangle,triangle,6_10,streaky,ABa,True,shape
34969.tif,circle,square,6_10,streaky,ABa,False,shape
121.tif,square,circle,6_10,streaky,ABa,False,shape
27397.tif,circle,square,6_10,streaky,ABa,False,shape
12301.tif,square,triangle,6_10,streaky,ABa,False,shape
28381.tif,triangle,square,6_10,streaky,ABa,False,shape
1825.tif,triangle,circle,6_10,streaky,ABa,False,shape
28141.tif,square,square,6_10,streaky,ABa,True,shape
10585.tif,triangle,triangle,6_10,streaky,ABa,True,shape
40021.tif,triangle,circle,6_10,streaky,ABa,False,shape
34993.tif,circle,square,6_10,streaky,ABa,False,shape
39301.tif,square,circle,6_10,streaky,ABa,False,shape
39973.tif,square,circle,6_10,streaky,ABa,False,shape
11941.tif,triangle,triangle,6_10,streaky,ABa,True,shape
10429.tif,triangle,triangle,6_10,streaky,ABa,True,shape
11629.tif,square,triangle,6_10,streaky,ABa,False,shape
11653.tif,square,triangle,6_10,streaky,ABa,False,shape
12985.tif,square,triangle,6_10,streaky,ABa,False,shape
28093.tif,square,square,6_10,streaky,ABa,True,shape
11173.tif,triangle,triangle,6_10,streaky,ABa,True,shape
27049.tif,square,square,6_10,streaky,ABa,True,shape
1405.tif,circle,circle,6_10,streaky,ABa,True,shape
40045.tif,triangle,circle,6_10,streaky,ABa,False,shape
28357.tif,triangle,square,6_10,streaky,ABa,False,shape
40177.tif,triangle,circle,6_10,streaky,ABa,False,shape
19333.tif,triangle,triangle,6_10,streaky,ABa,True,shape
41665.tif,circle,circle,6_10,streaky,ABa,True,shape
17197.tif,triangle,triangle,6_10,streaky,ABa,True,shape
27709.tif,circle,square,6_10,streaky,ABa,False,shape
34369.tif,circle,square,6_10,streaky,ABa,False,shape
33973.tif,square,square,6_10,streaky,ABa,True,shape
10477.tif,circle,triangle,6_10,streaky,ABa,False,shape
1429.tif,circle,circle,6_10,streaky,ABa,True,shape
40069.tif,square,circle,6_10,streaky,ABa,False,shape
337.tif,triangle,circle,6_10,streaky,ABa,False,shape
19789.tif,triangle,triangle,6_10,streaky,ABa,True,shape
39349.tif,circle,circle,6_10,streaky,ABa,True,shape
29929.tif,circle,square,6_10,streaky,ABa,False,shape
253.tif,square,circle,6_10,streaky,ABa,False,shape
29329.tif,square,square,6_10,streaky,ABa,True,shape
36085.tif,square,square,6_10,streaky,ABa,True,shape
27289.tif,triangle,square,6_10,streaky,ABa,False,shape
40897.tif,circle,circle,6_10,streaky,ABa,True,shape
10975.tif,triangle,triangle,6_10,pointy,ABa,True,shape
547.tif,square,circle,6_10,pointy,ABa,False,shape
2311.tif,circle,circle,6_10,pointy,ABa,True,shape
29287.tif,square,square,6_10,pointy,ABa,True,shape
35395.tif,square,square,6_10,pointy,ABa,True,shape
39247.tif,triangle,circle,6_10,pointy,ABa,False,shape
2143.tif,circle,circle,6_10,pointy,ABa,True,shape
11047.tif,triangle,triangle,6_10,pointy,ABa,True,shape
34915.tif,square,square,6_10,pointy,ABa,True,shape
35503.tif,square,square,6_10,pointy,ABa,True,shape
11443.tif,triangle,triangle,6_10,pointy,ABa,True,shape
10759.tif,triangle,triangle,6_10,pointy,ABa,True,shape
26851.tif,circle,square,6_10,pointy,ABa,False,shape
27007.tif,triangle,square,6_10,pointy,ABa,False,shape
18307.tif,triangle,triangle,6_10,pointy,ABa,True,shape
28315.tif,circle,square,6_10,pointy,ABa,False,shape
235.tif,square,circle,6_10,pointy,ABa,False,shape
1135.tif,square,circle,6_10,pointy,ABa,False,shape
35443.tif,square,square,6_10,pointy,ABa,True,shape
27979.tif,circle,square,6_10,pointy,ABa,False,shape
17803.tif,circle,triangle,6_10,pointy,ABa,False,shape
10939.tif,circle,triangle,6_10,pointy,ABa,False,shape
17131.tif,square,triangle,6_10,pointy,ABa,False,shape
17431.tif,square,triangle,6_10,pointy,ABa,False,shape
17671.tif,triangle,triangle,6_10,pointy,ABa,True,shape
19843.tif,triangle,triangle,6_10,pointy,ABa,True,shape
28387.tif,square,square,6_10,pointy,ABa,True,shape
523.tif,square,circle,6_10,pointy,ABa,False,shape
11815.tif,triangle,triangle,6_10,pointy,ABa,True,shape
1699.tif,circle,circle,6_10,pointy,ABa,True,shape
40075.tif,square,circle,6_10,pointy,ABa,False,shape
40291.tif,square,circle,6_10,pointy,ABa,False,shape
1387.tif,circle,circle,6_10,pointy,ABa,True,shape
1615.tif,circle,circle,6_10,pointy,ABa,True,shape
18331.tif,triangle,triangle,6_10,pointy,ABa,True,shape
1339.tif,circle,circle,6_10,pointy,ABa,True,shape
35971.tif,square,square,6_10,pointy,ABa,True,shape
40399.tif,square,circle,6_10,pointy,ABa,False,shape
35263.tif,square,square,6_10,pointy,ABa,True,shape
28207.tif,circle,square,6_10,pointy,ABa,False,shape
34375.tif,circle,square,6_10,pointy,ABa,False,shape
40183.tif,triangle,circle,6_10,pointy,ABa,False,shape
18943.tif,triangle,triangle,6_10,pointy,ABa,True,shape
39739.tif,square,circle,6_10,pointy,ABa,False,shape
41227.tif,triangle,circle,6_10,pointy,ABa,False,shape
18379.tif,triangle,triangle,6_10,pointy,ABa,True,shape
36139.tif,square,square,6_10,pointy,ABa,True,shape
40471.tif,square,circle,6_10,pointy,ABa,False,shape
18091.tif,circle,triangle,6_10,pointy,ABa,False,shape
38407.tif,circle,circle,6_10,pointy,ABa,True,shape
19639.tif,triangle,triangle,6_10,pointy,ABa,True,shape
28651.tif,square,square,6_10,pointy,ABa,True,shape
19999.tif,triangle,triangle,6_10,pointy,ABa,True,shape
40639.tif,square,circle,6_10,pointy,ABa,False,shape
1267.tif,circle,circle,6_10,pointy,ABa,True,shape
40267.tif,triangle,circle,6_10,pointy,ABa,False,shape
19375.tif,triangle,triangle,6_10,pointy,ABa,True,shape
11023.tif,triangle,triangle,6_10,pointy,ABa,True,shape
18571.tif,circle,triangle,6_10,pointy,ABa,False,shape
40003.tif,square,circle,6_10,pointy,ABa,False,shape
35947.tif,triangle,square,6_10,pointy,ABa,False,shape
39979.tif,square,circle,6_10,pointy,ABa,False,shape
10639.tif,square,triangle,6_10,pointy,ABa,False,shape
451.tif,square,circle,6_10,pointy,ABa,False,shape
38935.tif,square,circle,6_10,pointy,ABa,False,shape
39811.tif,square,circle,6_10,pointy,ABa,False,shape
28999.tif,circle,square,6_10,pointy,ABa,False,shape
17647.tif,triangle,triangle,6_10,pointy,ABa,True,shape
11419.tif,triangle,triangle,6_10,pointy,ABa,True,shape
18355.tif,circle,triangle,6_10,pointy,ABa,False,shape
12355.tif,circle,triangle,6_10,pointy,ABa,False,shape
12115.tif,square,triangle,6_10,pointy,ABa,False,shape
19579.tif,triangle,triangle,6_10,pointy,ABa,True,shape
11107.tif,circle,triangle,6_10,pointy,ABa,False,shape
55.tif,square,circle,6_10,pointy,ABa,False,shape
27271.tif,circle,square,6_10,pointy,ABa,False,shape
33847.tif,square,square,6_10,pointy,ABa,True,shape
34531.tif,square,square,6_10,pointy,ABa,True,shape
12667.tif,square,triangle,6_10,pointy,ABa,False,shape
40927.tif,square,circle,6_10,pointy,ABa,False,shape
12463.tif,square,triangle,6_10,pointy,ABa,False,shape
391.tif,triangle,circle,6_10,pointy,ABa,False,shape
19003.tif,circle,triangle,6_10,pointy,ABa,False,shape
35287.tif,square,square,6_10,pointy,ABa,True,shape
39667.tif,square,circle,6_10,pointy,ABa,False,shape
12967.tif,square,triangle,6_10,pointy,ABa,False,shape
979.tif,circle,circle,6_10,pointy,ABa,True,shape
3115.tif,square,circle,6_10,pointy,ABa,False,shape
35023.tif,circle,square,6_10,pointy,ABa,False,shape
40735.tif,square,circle,6_10,pointy,ABa,False,shape
41071.tif,circle,circle,6_10,pointy,ABa,True,shape
38695.tif,triangle,circle,6_10,pointy,ABa,False,shape
11635.tif,square,triangle,6_10,pointy,ABa,False,shape
18403.tif,triangle,triangle,6_10,pointy,ABa,True,shape
18043.tif,triangle,triangle,6_10,pointy,ABa,True,shape
33667.tif,square,square,6_10,pointy,ABa,True,shape
17515.tif,square,triangle,6_10,pointy,ABa,False,shape
33691.tif,square,square,6_10,pointy,ABa,True,shape
12331.tif,square,triangle,6_10,pointy,ABa,False,shape
36571.tif,square,square,6_10,pointy,ABa,True,shape
2359.tif,circle,circle,6_10,pointy,ABa,True,shape
2539.tif,circle,circle,6_10,pointy,ABa,True,shape
39223.tif,triangle,circle,6_10,pointy,ABa,False,shape
35767.tif,square,square,6_10,pointy,ABa,True,shape
1915.tif,square,circle,6_10,pointy,ABa,False,shape
40663.tif,square,circle,6_10,pointy,ABa,False,shape
18871.tif,triangle,triangle,6_10,pointy,ABa,True,shape
631.tif,circle,circle,6_10,pointy,ABa,True,shape
34939.tif,square,square,6_10,pointy,ABa,True,shape
38563.tif,triangle,circle,6_10,pointy,ABa,False,shape
39487.tif,triangle,circle,6_10,pointy,ABa,False,shape
34003.tif,square,square,6_10,pointy,ABa,True,shape
27379.tif,triangle,square,6_10,pointy,ABa,False,shape
39715.tif,circle,circle,6_10,pointy,ABa,True,shape
2071.tif,square,circle,6_10,pointy,ABa,False,shape
2443.tif,circle,circle,6_10,pointy,ABa,True,shape
34759.tif,square,square,6_10,pointy,ABa,True,shape
811.tif,circle,circle,6_10,pointy,ABa,True,shape
28711.tif,triangle,square,6_10,pointy,ABa,False,shape
27823.tif,square,square,6_10,pointy,ABa,True,shape
1723.tif,circle,circle,6_10,pointy,ABa,True,shape
28339.tif,square,square,6_10,pointy,ABa,True,shape
29311.tif,square,square,6_10,pointy,ABa,True,shape
11467.tif,triangle,triangle,6_10,pointy,ABa,True,shape
11731.tif,triangle,triangle,6_10,pointy,ABa,True,shape
38959.tif,triangle,circle,6_10,pointy,ABa,False,shape
33955.tif,square,square,6_10,pointy,ABa,True,shape
10999.tif,triangle,triangle,6_10,pointy,ABa,True,shape
35047.tif,circle,square,6_10,pointy,ABa,False,shape
1411.tif,circle,circle,6_10,pointy,ABa,True,shape
11971.tif,triangle,triangle,6_10,pointy,ABa,True,shape
19507.tif,triangle,triangle,6_10,pointy,ABa,True,shape
38719.tif,square,circle,6_10,pointy,ABa,False,shape
38479.tif,square,circle,6_10,pointy,ABa,False,shape
10063.tif,circle,triangle,6_10,pointy,ABa,False,shape
1111.tif,circle,circle,6_10,pointy,ABa,True,shape
11683.tif,triangle,triangle,6_10,pointy,ABa,True,shape
28975.tif,square,square,6_10,pointy,ABa,True,shape
11863.tif,triangle,triangle,6_10,pointy,ABa,True,shape
34999.tif,circle,square,6_10,pointy,ABa,False,shape
10915.tif,triangle,triangle,6_10,pointy,ABa,True,shape
33427.tif,square,square,6_10,pointy,ABa,True,shape
35107.tif,square,square,6_10,pointy,ABa,True,shape
33511.tif,square,square,6_10,pointy,ABa,True,shape
3007.tif,triangle,circle,6_10,pointy,ABa,False,shape
3295.tif,circle,circle,6_10,pointy,ABa,True,shape
11659.tif,triangle,triangle,6_10,pointy,ABa,True,shape
34171.tif,square,square,6_10,pointy,ABa,True,shape
17107.tif,triangle,triangle,6_10,pointy,ABa,True,shape
18487.tif,triangle,triangle,6_10,pointy,ABa,True,shape
28003.tif,circle,square,6_10,pointy,ABa,False,shape
12511.tif,circle,triangle,6_10,pointy,ABa,False,shape
34435.tif,square,square,6_10,pointy,ABa,True,shape
40315.tif,circle,circle,6_10,pointy,ABa,True,shape
34735.tif,square,square,6_10,pointy,ABa,True,shape
1651.tif,circle,circle,6_10,pointy,ABa,True,shape
28363.tif,circle,square,6_10,pointy,ABa,False,shape
1435.tif,triangle,circle,6_10,pointy,ABa,False,shape
35527.tif,square,square,6_10,pointy,ABa,True,shape
40951.tif,square,circle,6_10,pointy,ABa,False,shape
1291.tif,circle,circle,6_10,pointy,ABa,True,shape
29179.tif,square,square,6_10,pointy,ABa,True,shape
10843.tif,triangle,triangle,6_10,pointy,ABa,True,shape
2743.tif,square,circle,6_10,pointy,ABa,False,shape
35707.tif,circle,square,6_10,pointy,ABa,False,shape
319.tif,circle,circle,6_10,pointy,ABa,True,shape
26767.tif,triangle,square,6_10,pointy,ABa,False,shape
2923.tif,circle,circle,6_10,pointy,ABa,True,shape
39439.tif,triangle,circle,6_10,pointy,ABa,False,shape
40687.tif,square,circle,6_10,pointy,ABa,False,shape
40051.tif,square,circle,6_10,pointy,ABa,False,shape
17479.tif,square,triangle,6_10,pointy,ABa,False,shape
10351.tif,triangle,triangle,6_10,pointy,ABa,True,shape
27715.tif,triangle,square,6_10,pointy,ABa,False,shape
35071.tif,circle,square,6_10,pointy,ABa,False,shape
41383.tif,square,circle,6_10,pointy,ABa,False,shape
12991.tif,square,triangle,6_10,pointy,ABa,False,shape
39307.tif,square,circle,6_10,pointy,ABa,False,shape
1675.tif,circle,circle,6_10,pointy,ABa,True,shape
29587.tif,circle,square,6_10,pointy,ABa,False,shape
1747.tif,circle,circle,6_10,pointy,ABa,True,shape
33823.tif,square,square,6_10,pointy,ABa,True,shape
343.tif,circle,circle,6_10,pointy,ABa,True,shape
2011.tif,circle,circle,6_10,pointy,ABa,True,shape
29695.tif,square,square,6_10,pointy,ABa,True,shape
11947.tif,triangle,triangle,6_10,pointy,ABa,True,shape
38671.tif,triangle,circle,6_10,pointy,ABa,False,shape
1159.tif,circle,circle,6_10,pointy,ABa,True,shape
27163.tif,square,square,6_10,pointy,ABa,True,shape
41671.tif,circle,circle,6_10,pointy,ABa,True,shape
1459.tif,circle,circle,6_10,pointy,ABa,True,shape
16843.tif,triangle,triangle,6_10,pointy,ABa,True,shape
29263.tif,circle,square,6_10,pointy,ABa,False,shape
17311.tif,triangle,triangle,6_10,pointy,ABa,True,shape
41539.tif,circle,circle,6_10,pointy,ABa,True,shape
19819.tif,triangle,triangle,6_10,pointy,ABa,True,shape
13195.tif,triangle,triangle,6_10,pointy,ABa,True,shape
28735.tif,circle,square,6_10,pointy,ABa,False,shape
27115.tif,circle,square,6_10,pointy,ABa,False,shape
33715.tif,square,square,6_10,pointy,ABa,True,shape
11707.tif,triangle,triangle,6_10,pointy,ABa,True,shape
1027.tif,circle,circle,6_10,pointy,ABa,True,shape
34975.tif,square,square,6_10,pointy,ABa,True,shape
38587.tif,circle,circle,6_10,pointy,ABa,True,shape
28867.tif,triangle,square,6_10,pointy,ABa,False,shape
40135.tif,triangle,circle,6_10,pointy,ABa,False,shape
27739.tif,square,square,6_10,pointy,ABa,True,shape
10039.tif,triangle,triangle,6_10,pointy,ABa,True,shape
34039.tif,square,square,6_10,pointy,ABa,True,shape
40027.tif,square,circle,6_10,pointy,ABa,False,shape
35335.tif,square,square,6_10,pointy,ABa,True,shape
28255.tif,triangle,square,6_10,pointy,ABa,False,shape
1003.tif,circle,circle,6_10,pointy,ABa,True,shape
29155.tif,square,square,6_10,pointy,ABa,True,shape
38911.tif,triangle,circle,6_10,pointy,ABa,False,shape
2815.tif,circle,circle,6_10,pointy,ABa,True,shape
19687.tif,triangle,triangle,6_10,pointy,ABa,True,shape
11071.tif,circle,triangle,6_10,pointy,ABa,False,shape
29023.tif,square,square,6_10,pointy,ABa,True,shape
2335.tif,circle,circle,6_10,pointy,ABa,True,shape
29827.tif,square,square,6_10,pointy,ABa,True,shape
41143.tif,circle,circle,6_10,pointy,ABa,True,shape
17935.tif,circle,triangle,6_10,pointy,ABa,False,shape
28411.tif,square,square,6_10,pointy,ABa,True,shape
11371.tif,circle,triangle,6_10,pointy,ABa,False,shape
28447.tif,triangle,square,6_10,pointy,ABa,False,shape
29851.tif,square,square,6_10,pointy,ABa,True,shape
36643.tif,square,square,6_10,pointy,ABa,True,shape
10567.tif,circle,triangle,6_10,pointy,ABa,False,shape
11395.tif,circle,triangle,6_10,pointy,ABa,False,shape
27667.tif,square,square,6_10,pointy,ABa,True,shape
2491.tif,circle,circle,6_10,pointy,ABa,True,shape
16915.tif,circle,triangle,6_10,pointy,ABa,False,shape
29047.tif,square,square,6_10,pointy,ABa,True,shape
19399.tif,triangle,triangle,6_10,pointy,ABa,True,shape
18667.tif,circle,triangle,6_10,pointy,ABa,False,shape
10507.tif,circle,triangle,6_10,pointy,ABa,False,shape
13231.tif,square,triangle,6_10,pointy,ABa,False,shape
29779.tif,circle,square,6_10,pointy,ABa,False,shape
1987.tif,circle,circle,6_10,pointy,ABa,True,shape
39305.tif,circle,circle,9_10,streaky,ABa,True,shape
26897.tif,square,square,9_10,streaky,ABa,True,shape
101.tif,square,circle,9_10,streaky,ABa,False,shape
