architecture,optimal_k,task,implant_type,model_type,accuracy
VGG19,12.426245233347002,doorway,6_10,pointy,0.8737097569444444
VGG19,12.426245233347002,doorway,6_10,streaky,0.8655111458333333
VGG19,12.426245233347002,doorway,6_15,pointy,0.8091776736111111
VGG19,12.426245233347002,doorway,6_15,streaky,0.8103401041666668
VGG19,12.426245233347002,doorway,6_20,pointy,0.8262109722222224
VGG19,12.426245233347002,doorway,6_20,streaky,0.8431708333333334
VGG19,12.426245233347002,doorway,9_10,pointy,0.8774021875000001
VGG19,12.426245233347002,doorway,9_10,streaky,0.8611022222222223
ViT Base,10.741086301326911,doorway,12_10,pointy,0.8723506944444445
ViT Base,10.741086301326911,doorway,12_10,streaky,0.8203734375
ViT Base,10.741086301326911,doorway,12_20,pointy,0.8163556597222223
ViT Base,10.741086301326911,doorway,12_20,streaky,0.8807002777777779
ViT Base,10.741086301326911,doorway,6_10,pointy,0.8188052430555555
ViT Base,10.741086301326911,doorway,6_10,streaky,0.8747119791666668
ViT Base,10.741086301326911,doorway,6_15,pointy,0.8466702430555555
ViT Base,10.741086301326911,doorway,6_15,streaky,0.8042619444444444
ViT Base,10.741086301326911,doorway,6_20,pointy,0.8392528472222223
ViT Base,10.741086301326911,doorway,6_20,streaky,0.8245721180555556
ViT Base,10.741086301326911,doorway,9_10,pointy,0.8775368055555555
ViT Base,10.741086301326911,doorway,9_10,streaky,0.8669885069444444
ViT Large,8.669183881449825,doorway,12_10,pointy,0.8621659375
ViT Large,8.669183881449825,doorway,12_10,streaky,0.8312716319444444
ViT Large,8.669183881449825,doorway,12_20,pointy,0.8778548263888888
ViT Large,8.669183881449825,doorway,12_20,streaky,0.8264777083333333
ViT Large,8.669183881449825,doorway,6_10,pointy,0.8200813194444445
ViT Large,8.669183881449825,doorway,6_10,streaky,0.8728310763888889
ViT Large,8.669183881449825,doorway,6_15,pointy,0.8519249652777778
ViT Large,8.669183881449825,doorway,6_15,streaky,0.8430851041666665
ViT Large,8.669183881449825,doorway,6_20,pointy,0.8528206597222223
ViT Large,8.669183881449825,doorway,6_20,streaky,0.8543486458333334
ViT Large,8.669183881449825,doorway,9_10,pointy,0.8097379513888889
ViT Large,8.669183881449825,doorway,9_10,streaky,0.8268018749999999
ViT Small,11.865847059484917,doorway,12_10,pointy,0.8489679166666665
ViT Small,11.865847059484917,doorway,12_10,streaky,0.8637284722222223
ViT Small,11.865847059484917,doorway,12_20,pointy,0.8213312847222223
ViT Small,11.865847059484917,doorway,12_20,streaky,0.8467321875
ViT Small,11.865847059484917,doorway,6_10,pointy,0.8348243055555556
ViT Small,11.865847059484917,doorway,6_10,streaky,0.8578644097222222
ViT Small,11.865847059484917,doorway,6_15,pointy,0.8374685069444444
ViT Small,11.865847059484917,doorway,6_15,streaky,0.8687002430555555
ViT Small,11.865847059484917,doorway,6_20,pointy,0.8168960416666667
ViT Small,11.865847059484917,doorway,6_20,streaky,0.8695182291666667
ViT Small,11.865847059484917,doorway,9_10,pointy,0.8168307986111112
ViT Small,11.865847059484917,doorway,9_10,streaky,0.8390299652777777
ConvNeXt Base,3.9932568851070913,emotion,12_20,pointy,0.5375915833333332
ConvNeXt Base,3.9932568851070913,emotion,12_20,streaky,0.56848575
ConvNeXt Base,3.9932568851070913,emotion,6_15,pointy,0.5381640833333333
ConvNeXt Base,3.9932568851070913,emotion,6_15,streaky,0.545577
