task,implant_type,model_type,architecture,method,run,accuracy,chance,accuracy_above_chance
doorway,9_10,streaky,ResNet50,head_model,1,0.9930555555555556,0.5,0.9861111111111112
doorway,9_10,streaky,ResNet50,head_model,2,0.9930555555555556,0.5,0.9861111111111112
doorway,9_10,streaky,ResNet50,head_model,3,0.9895833333333334,0.5,0.9791666666666667
doorway,9_10,streaky,ResNet50,head_model,4,0.9930555555555556,0.5,0.9861111111111112
doorway,9_10,streaky,ResNet50,head_model,5,0.9930555555555556,0.5,0.9861111111111112
doorway,9_10,streaky,ResNet50,head_model,6,0.9930555555555556,0.5,0.9861111111111112
doorway,9_10,streaky,ResNet50,head_model,7,0.9930555555555556,0.5,0.9861111111111112
doorway,9_10,streaky,ResNet50,head_model,8,0.9930555555555556,0.5,0.9861111111111112
doorway,9_10,streaky,ResNet50,head_model,9,0.9930555555555556,0.5,0.9861111111111112
doorway,9_10,streaky,ResNet50,head_model,10,0.9895833333333334,0.5,0.9791666666666667
doorway,9_10,streaky,VGG11,head_model,1,0.9930555555555556,0.5,0.9861111111111112
doorway,9_10,streaky,VGG11,head_model,2,0.9965277777777778,0.5,0.9930555555555556
doorway,9_10,streaky,VGG11,head_model,3,0.9930555555555556,0.5,0.9861111111111112
doorway,9_10,streaky,VGG11,head_model,4,0.9930555555555556,0.5,0.9861111111111112
doorway,9_10,streaky,VGG11,head_model,5,0.9930555555555556,0.5,0.9861111111111112
doorway,9_10,streaky,VGG11,head_model,6,0.9965277777777778,0.5,0.9930555555555556
doorway,9_10,streaky,VGG11,head_model,7,0.9930555555555556,0.5,0.9861111111111112
doorway,9_10,streaky,VGG11,head_model,8,0.9930555555555556,0.5,0.9861111111111112
doorway,9_10,streaky,VGG11,head_model,9,0.9965277777777778,0.5,0.9930555555555556
doorway,9_10,streaky,VGG11,head_model,10,0.9965277777777778,0.5,0.9930555555555556
doorway,9_10,streaky,VGG13,head_model,1,1.0,0.5,1.0
doorway,9_10,streaky,VGG13,head_model,2,1.0,0.5,1.0
doorway,9_10,streaky,VGG13,head_model,3,1.0,0.5,1.0
doorway,9_10,streaky,VGG13,head_model,4,1.0,0.5,1.0
doorway,9_10,streaky,VGG13,head_model,5,1.0,0.5,1.0
doorway,9_10,streaky,VGG13,head_model,6,1.0,0.5,1.0
doorway,9_10,streaky,VGG13,head_model,7,1.0,0.5,1.0
doorway,9_10,streaky,VGG13,head_model,8,1.0,0.5,1.0
doorway,9_10,streaky,VGG13,head_model,9,1.0,0.5,1.0
doorway,9_10,streaky,VGG13,head_model,10,1.0,0.5,1.0
doorway,9_10,streaky,VGG16,head_model,1,1.0,0.5,1.0
doorway,9_10,streaky,VGG16,head_model,2,0.9965277777777778,0.5,0.9930555555555556
doorway,9_10,streaky,VGG16,head_model,3,1.0,0.5,1.0
doorway,9_10,streaky,VGG16,head_model,4,1.0,0.5,1.0
doorway,9_10,streaky,VGG16,head_model,5,1.0,0.5,1.0
doorway,9_10,streaky,VGG16,head_model,6,0.9965277777777778,0.5,0.9930555555555556
doorway,9_10,streaky,VGG16,head_model,7,1.0,0.5,1.0
doorway,9_10,streaky,VGG16,head_model,8,1.0,0.5,1.0
doorway,9_10,streaky,VGG16,head_model,9,1.0,0.5,1.0
doorway,9_10,streaky,VGG16,head_model,10,1.0,0.5,1.0
doorway,9_10,streaky,VGG19,head_model,1,1.0,0.5,1.0
doorway,9_10,streaky,VGG19,head_model,2,1.0,0.5,1.0
doorway,9_10,streaky,VGG19,head_model,3,0.9965277777777778,0.5,0.9930555555555556
doorway,9_10,streaky,VGG19,head_model,4,1.0,0.5,1.0
doorway,9_10,streaky,VGG19,head_model,5,1.0,0.5,1.0
doorway,9_10,streaky,VGG19,head_model,6,1.0,0.5,1.0
doorway,9_10,streaky,VGG19,head_model,7,1.0,0.5,1.0
doorway,9_10,streaky,VGG19,head_model,8,1.0,0.5,1.0
doorway,9_10,streaky,VGG19,head_model,9,1.0,0.5,1.0
doorway,9_10,streaky,VGG19,head_model,10,1.0,0.5,1.0
doorway,9_10,streaky,ViT Base,head_model,1,0.9965277777777778,0.5,0.9930555555555556
doorway,9_10,streaky,ViT Base,head_model,2,1.0,0.5,1.0
doorway,9_10,streaky,ViT Base,head_model,3,1.0,0.5,1.0
doorway,9_10,streaky,ViT Base,head_model,4,1.0,0.5,1.0
doorway,9_10,streaky,ViT Base,head_model,5,1.0,0.5,1.0
doorway,9_10,streaky,ViT Base,head_model,6,1.0,0.5,1.0
doorway,9_10,streaky,ViT Base,head_model,7,1.0,0.5,1.0
doorway,9_10,streaky,ViT Base,head_model,8,0.9965277777777778,0.5,0.9930555555555556
doorway,9_10,streaky,ViT Base,head_model,9,1.0,0.5,1.0
doorway,9_10,streaky,ViT Base,head_model,10,0.9965277777777778,0.5,0.9930555555555556
doorway,9_10,streaky,ViT Large,head_model,1,1.0,0.5,1.0
doorway,9_10,streaky,ViT Large,head_model,2,1.0,0.5,1.0
doorway,9_10,streaky,ViT Large,head_model,3,0.9965277777777778,0.5,0.9930555555555556
doorway,9_10,streaky,ViT Large,head_model,4,1.0,0.5,1.0
doorway,9_10,streaky,ViT Large,head_model,5,1.0,0.5,1.0
doorway,9_10,streaky,ViT Large,head_model,6,1.0,0.5,1.0
doorway,9_10,streaky,ViT Large,head_model,7,1.0,0.5,1.0
doorway,9_10,streaky,ViT Large,head_model,8,1.0,0.5,1.0
doorway,9_10,streaky,ViT Large,head_model,9,1.0,0.5,1.0
doorway,9_10,streaky,ViT Large,head_model,10,1.0,0.5,1.0
doorway,9_10,streaky,ViT Small,head_model,1,1.0,0.5,1.0
doorway,9_10,streaky,ViT Small,head_model,2,1.0,0.5,1.0
doorway,9_10,streaky,ViT Small,head_model,3,1.0,0.5,1.0
doorway,9_10,streaky,ViT Small,head_model,4,1.0,0.5,1.0
doorway,9_10,streaky,ViT Small,head_model,5,0.9965277777777778,0.5,0.9930555555555556
doorway,9_10,streaky,ViT Small,head_model,6,1.0,0.5,1.0
doorway,9_10,streaky,ViT Small,head_model,7,1.0,0.5,1.0
doorway,9_10,streaky,ViT Small,head_model,8,1.0,0.5,1.0
doorway,9_10,streaky,ViT Small,head_model,9,1.0,0.5,1.0
doorway,9_10,streaky,ViT Small,head_model,10,1.0,0.5,1.0
emotion,12_10,pointy,ConvNeXt Base,head_model,1,0.5333333333333333,0.5,0.06666666666666665
emotion,12_10,pointy,ConvNeXt Base,head_model,2,0.625,0.5,0.25
emotion,12_10,pointy,ConvNeXt Base,head_model,3,0.7666666666666667,0.5,0.5333333333333334
emotion,12_10,pointy,ConvNeXt Base,head_model,4,0.65,0.5,0.30000000000000004
emotion,12_10,pointy,ConvNeXt Base,head_model,5,0.6,0.5,0.19999999999999996
emotion,12_10,pointy,ConvNeXt Base,head_model,6,0.6416666666666667,0.5,0.28333333333333344
emotion,12_10,pointy,ConvNeXt Base,head_model,7,0.6916666666666667,0.5,0.3833333333333333
emotion,12_10,pointy,ConvNeXt Base,head_model,8,0.6916666666666667,0.5,0.3833333333333333
emotion,12_10,pointy,ConvNeXt Base,head_model,9,0.6666666666666666,0.5,0.33333333333333326
emotion,12_10,pointy,ConvNeXt Base,head_model,10,0.625,0.5,0.25
emotion,12_10,pointy,ConvNeXt Large,head_model,1,0.5333333333333333,0.5,0.06666666666666665
emotion,12_10,pointy,ConvNeXt Large,head_model,2,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,pointy,ConvNeXt Large,head_model,3,0.7583333333333333,0.5,0.5166666666666666
emotion,12_10,pointy,ConvNeXt Large,head_model,4,0.6333333333333333,0.5,0.2666666666666666
emotion,12_10,pointy,ConvNeXt Large,head_model,5,0.575,0.5,0.1499999999999999
emotion,12_10,pointy,ConvNeXt Large,head_model,6,0.6666666666666666,0.5,0.33333333333333326
emotion,12_10,pointy,ConvNeXt Large,head_model,7,0.7,0.5,0.3999999999999999
emotion,12_10,pointy,ConvNeXt Large,head_model,8,0.675,0.5,0.3500000000000001
emotion,12_10,pointy,ConvNeXt Large,head_model,9,0.6916666666666667,0.5,0.3833333333333333
emotion,12_10,pointy,ConvNeXt Large,head_model,10,0.575,0.5,0.1499999999999999
emotion,12_10,pointy,ConvNeXt Small,head_model,1,0.55,0.5,0.10000000000000009
emotion,12_10,pointy,ConvNeXt Small,head_model,2,0.6,0.5,0.19999999999999996
emotion,12_10,pointy,ConvNeXt Small,head_model,3,0.7416666666666667,0.5,0.4833333333333334
emotion,12_10,pointy,ConvNeXt Small,head_model,4,0.625,0.5,0.25
emotion,12_10,pointy,ConvNeXt Small,head_model,5,0.6083333333333333,0.5,0.21666666666666656
emotion,12_10,pointy,ConvNeXt Small,head_model,6,0.6416666666666667,0.5,0.28333333333333344
emotion,12_10,pointy,ConvNeXt Small,head_model,7,0.6583333333333333,0.5,0.31666666666666665
emotion,12_10,pointy,ConvNeXt Small,head_model,8,0.6666666666666666,0.5,0.33333333333333326
emotion,12_10,pointy,ConvNeXt Small,head_model,9,0.7,0.5,0.3999999999999999
emotion,12_10,pointy,ConvNeXt Small,head_model,10,0.6,0.5,0.19999999999999996
emotion,12_10,pointy,ConvNeXt Tiny,head_model,1,0.5416666666666666,0.5,0.08333333333333326
emotion,12_10,pointy,ConvNeXt Tiny,head_model,2,0.6833333333333333,0.5,0.3666666666666667
emotion,12_10,pointy,ConvNeXt Tiny,head_model,3,0.75,0.5,0.5
emotion,12_10,pointy,ConvNeXt Tiny,head_model,4,0.6916666666666667,0.5,0.3833333333333333
emotion,12_10,pointy,ConvNeXt Tiny,head_model,5,0.625,0.5,0.25
emotion,12_10,pointy,ConvNeXt Tiny,head_model,6,0.6416666666666667,0.5,0.28333333333333344
emotion,12_10,pointy,ConvNeXt Tiny,head_model,7,0.7166666666666667,0.5,0.43333333333333335
emotion,12_10,pointy,ConvNeXt Tiny,head_model,8,0.6916666666666667,0.5,0.3833333333333333
emotion,12_10,pointy,ConvNeXt Tiny,head_model,9,0.7083333333333334,0.5,0.41666666666666674
emotion,12_10,pointy,ConvNeXt Tiny,head_model,10,0.6583333333333333,0.5,0.31666666666666665
emotion,12_10,pointy,DINOv3 ViT Base,head_model,1,0.6666666666666666,0.5,0.33333333333333326
emotion,12_10,pointy,DINOv3 ViT Base,head_model,2,0.6833333333333333,0.5,0.3666666666666667
emotion,12_10,pointy,DINOv3 ViT Base,head_model,3,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,pointy,DINOv3 ViT Base,head_model,4,0.6583333333333333,0.5,0.31666666666666665
emotion,12_10,pointy,DINOv3 ViT Base,head_model,5,0.6666666666666666,0.5,0.33333333333333326
emotion,12_10,pointy,DINOv3 ViT Base,head_model,6,0.7083333333333334,0.5,0.41666666666666674
emotion,12_10,pointy,DINOv3 ViT Base,head_model,7,0.525,0.5,0.050000000000000044
emotion,12_10,pointy,DINOv3 ViT Base,head_model,8,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,pointy,DINOv3 ViT Base,head_model,9,0.55,0.5,0.10000000000000009
emotion,12_10,pointy,DINOv3 ViT Base,head_model,10,0.7083333333333334,0.5,0.41666666666666674
emotion,12_10,pointy,ResNet18,head_model,1,0.6416666666666667,0.5,0.28333333333333344
emotion,12_10,pointy,ResNet18,head_model,2,0.55,0.5,0.10000000000000009
emotion,12_10,pointy,ResNet18,head_model,3,0.5666666666666667,0.5,0.1333333333333333
emotion,12_10,pointy,ResNet18,head_model,4,0.5416666666666666,0.5,0.08333333333333326
emotion,12_10,pointy,ResNet18,head_model,5,0.575,0.5,0.1499999999999999
emotion,12_10,pointy,ResNet18,head_model,6,0.5666666666666667,0.5,0.1333333333333333
emotion,12_10,pointy,ResNet18,head_model,7,0.5583333333333333,0.5,0.1166666666666667
emotion,12_10,pointy,ResNet18,head_model,8,0.5666666666666667,0.5,0.1333333333333333
emotion,12_10,pointy,ResNet18,head_model,9,0.5583333333333333,0.5,0.1166666666666667
emotion,12_10,pointy,ResNet18,head_model,10,0.5583333333333333,0.5,0.1166666666666667
emotion,12_10,pointy,ResNet50,head_model,1,0.6916666666666667,0.5,0.3833333333333333
emotion,12_10,pointy,ResNet50,head_model,2,0.575,0.5,0.1499999999999999
emotion,12_10,pointy,ResNet50,head_model,3,0.65,0.5,0.30000000000000004
emotion,12_10,pointy,ResNet50,head_model,4,0.575,0.5,0.1499999999999999
emotion,12_10,pointy,ResNet50,head_model,5,0.6083333333333333,0.5,0.21666666666666656
emotion,12_10,pointy,ResNet50,head_model,6,0.6416666666666667,0.5,0.28333333333333344
emotion,12_10,pointy,ResNet50,head_model,7,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,pointy,ResNet50,head_model,8,0.65,0.5,0.30000000000000004
emotion,12_10,pointy,ResNet50,head_model,9,0.6083333333333333,0.5,0.21666666666666656
emotion,12_10,pointy,ResNet50,head_model,10,0.65,0.5,0.30000000000000004
emotion,12_10,pointy,VGG11,head_model,1,0.675,0.5,0.3500000000000001
emotion,12_10,pointy,VGG11,head_model,2,0.5583333333333333,0.5,0.1166666666666667
emotion,12_10,pointy,VGG11,head_model,3,0.7083333333333334,0.5,0.41666666666666674
emotion,12_10,pointy,VGG11,head_model,4,0.675,0.5,0.3500000000000001
emotion,12_10,pointy,VGG11,head_model,5,0.5333333333333333,0.5,0.06666666666666665
emotion,12_10,pointy,VGG11,head_model,6,0.6583333333333333,0.5,0.31666666666666665
emotion,12_10,pointy,VGG11,head_model,7,0.6833333333333333,0.5,0.3666666666666667
emotion,12_10,pointy,VGG11,head_model,8,0.6583333333333333,0.5,0.31666666666666665
emotion,12_10,pointy,VGG11,head_model,9,0.7,0.5,0.3999999999999999
emotion,12_10,pointy,VGG11,head_model,10,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,pointy,VGG13,head_model,1,0.7,0.5,0.3999999999999999
emotion,12_10,pointy,VGG13,head_model,2,0.5666666666666667,0.5,0.1333333333333333
emotion,12_10,pointy,VGG13,head_model,3,0.725,0.5,0.44999999999999996
emotion,12_10,pointy,VGG13,head_model,4,0.7416666666666667,0.5,0.4833333333333334
emotion,12_10,pointy,VGG13,head_model,5,0.5666666666666667,0.5,0.1333333333333333
emotion,12_10,pointy,VGG13,head_model,6,0.6916666666666667,0.5,0.3833333333333333
emotion,12_10,pointy,VGG13,head_model,7,0.7,0.5,0.3999999999999999
emotion,12_10,pointy,VGG13,head_model,8,0.6666666666666666,0.5,0.33333333333333326
emotion,12_10,pointy,VGG13,head_model,9,0.7416666666666667,0.5,0.4833333333333334
emotion,12_10,pointy,VGG13,head_model,10,0.5666666666666667,0.5,0.1333333333333333
emotion,12_10,pointy,VGG16,head_model,1,0.6833333333333333,0.5,0.3666666666666667
emotion,12_10,pointy,VGG16,head_model,2,0.6666666666666666,0.5,0.33333333333333326
emotion,12_10,pointy,VGG16,head_model,3,0.7833333333333333,0.5,0.5666666666666667
emotion,12_10,pointy,VGG16,head_model,4,0.7,0.5,0.3999999999999999
emotion,12_10,pointy,VGG16,head_model,5,0.6083333333333333,0.5,0.21666666666666656
emotion,12_10,pointy,VGG16,head_model,6,0.6833333333333333,0.5,0.3666666666666667
emotion,12_10,pointy,VGG16,head_model,7,0.7,0.5,0.3999999999999999
emotion,12_10,pointy,VGG16,head_model,8,0.725,0.5,0.44999999999999996
emotion,12_10,pointy,VGG16,head_model,9,0.7583333333333333,0.5,0.5166666666666666
emotion,12_10,pointy,VGG16,head_model,10,0.65,0.5,0.30000000000000004
emotion,12_10,pointy,VGG19,head_model,1,0.7083333333333334,0.5,0.41666666666666674
emotion,12_10,pointy,VGG19,head_model,2,0.5666666666666667,0.5,0.1333333333333333
emotion,12_10,pointy,VGG19,head_model,3,0.7666666666666667,0.5,0.5333333333333334
emotion,12_10,pointy,VGG19,head_model,4,0.7333333333333333,0.5,0.46666666666666656
emotion,12_10,pointy,VGG19,head_model,5,0.55,0.5,0.10000000000000009
emotion,12_10,pointy,VGG19,head_model,6,0.7083333333333334,0.5,0.41666666666666674
emotion,12_10,pointy,VGG19,head_model,7,0.7416666666666667,0.5,0.4833333333333334
emotion,12_10,pointy,VGG19,head_model,8,0.7166666666666667,0.5,0.43333333333333335
emotion,12_10,pointy,VGG19,head_model,9,0.7916666666666666,0.5,0.5833333333333333
emotion,12_10,pointy,VGG19,head_model,10,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,pointy,ViT Base,head_model,1,0.6166666666666667,0.5,0.2333333333333334
emotion,12_10,pointy,ViT Base,head_model,2,0.5,0.5,0.0
emotion,12_10,pointy,ViT Base,head_model,3,0.6333333333333333,0.5,0.2666666666666666
emotion,12_10,pointy,ViT Base,head_model,4,0.7,0.5,0.3999999999999999
emotion,12_10,pointy,ViT Base,head_model,5,0.6166666666666667,0.5,0.2333333333333334
emotion,12_10,pointy,ViT Base,head_model,6,0.5166666666666667,0.5,0.03333333333333344
emotion,12_10,pointy,ViT Base,head_model,7,0.5583333333333333,0.5,0.1166666666666667
emotion,12_10,pointy,ViT Base,head_model,8,0.55,0.5,0.10000000000000009
emotion,12_10,pointy,ViT Base,head_model,9,0.7166666666666667,0.5,0.43333333333333335
emotion,12_10,pointy,ViT Base,head_model,10,0.65,0.5,0.30000000000000004
emotion,12_10,pointy,ViT Large,head_model,1,0.6416666666666667,0.5,0.28333333333333344
emotion,12_10,pointy,ViT Large,head_model,2,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,pointy,ViT Large,head_model,3,0.575,0.5,0.1499999999999999
emotion,12_10,pointy,ViT Large,head_model,4,0.6083333333333333,0.5,0.21666666666666656
emotion,12_10,pointy,ViT Large,head_model,5,0.6166666666666667,0.5,0.2333333333333334
emotion,12_10,pointy,ViT Large,head_model,6,0.6333333333333333,0.5,0.2666666666666666
emotion,12_10,pointy,ViT Large,head_model,7,0.675,0.5,0.3500000000000001
emotion,12_10,pointy,ViT Large,head_model,8,0.625,0.5,0.25
emotion,12_10,pointy,ViT Large,head_model,9,0.6166666666666667,0.5,0.2333333333333334
emotion,12_10,pointy,ViT Large,head_model,10,0.55,0.5,0.10000000000000009
emotion,12_10,pointy,ViT Small,head_model,1,0.65,0.5,0.30000000000000004
emotion,12_10,pointy,ViT Small,head_model,2,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,pointy,ViT Small,head_model,3,0.6416666666666667,0.5,0.28333333333333344
emotion,12_10,pointy,ViT Small,head_model,4,0.6166666666666667,0.5,0.2333333333333334
emotion,12_10,pointy,ViT Small,head_model,5,0.6333333333333333,0.5,0.2666666666666666
emotion,12_10,pointy,ViT Small,head_model,6,0.6333333333333333,0.5,0.2666666666666666
emotion,12_10,pointy,ViT Small,head_model,7,0.6666666666666666,0.5,0.33333333333333326
emotion,12_10,pointy,ViT Small,head_model,8,0.6083333333333333,0.5,0.21666666666666656
emotion,12_10,pointy,ViT Small,head_model,9,0.6333333333333333,0.5,0.2666666666666666
emotion,12_10,pointy,ViT Small,head_model,10,0.6,0.5,0.19999999999999996
emotion,12_10,streaky,ConvNeXt Base,head_model,1,0.55,0.5,0.10000000000000009
emotion,12_10,streaky,ConvNeXt Base,head_model,2,0.55,0.5,0.10000000000000009
emotion,12_10,streaky,ConvNeXt Base,head_model,3,0.5916666666666667,0.5,0.18333333333333335
emotion,12_10,streaky,ConvNeXt Base,head_model,4,0.5333333333333333,0.5,0.06666666666666665
emotion,12_10,streaky,ConvNeXt Base,head_model,5,0.6,0.5,0.19999999999999996
emotion,12_10,streaky,ConvNeXt Base,head_model,6,0.6666666666666666,0.5,0.33333333333333326
emotion,12_10,streaky,ConvNeXt Base,head_model,7,0.5916666666666667,0.5,0.18333333333333335
emotion,12_10,streaky,ConvNeXt Base,head_model,8,0.5083333333333333,0.5,0.016666666666666607
emotion,12_10,streaky,ConvNeXt Base,head_model,9,0.7416666666666667,0.5,0.4833333333333334
emotion,12_10,streaky,ConvNeXt Base,head_model,10,0.5916666666666667,0.5,0.18333333333333335
emotion,12_10,streaky,ConvNeXt Large,head_model,1,0.6,0.5,0.19999999999999996
emotion,12_10,streaky,ConvNeXt Large,head_model,2,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,streaky,ConvNeXt Large,head_model,3,0.6,0.5,0.19999999999999996
emotion,12_10,streaky,ConvNeXt Large,head_model,4,0.575,0.5,0.1499999999999999
emotion,12_10,streaky,ConvNeXt Large,head_model,5,0.575,0.5,0.1499999999999999
emotion,12_10,streaky,ConvNeXt Large,head_model,6,0.7583333333333333,0.5,0.5166666666666666
emotion,12_10,streaky,ConvNeXt Large,head_model,7,0.625,0.5,0.25
emotion,12_10,streaky,ConvNeXt Large,head_model,8,0.55,0.5,0.10000000000000009
emotion,12_10,streaky,ConvNeXt Large,head_model,9,0.75,0.5,0.5
emotion,12_10,streaky,ConvNeXt Large,head_model,10,0.6333333333333333,0.5,0.2666666666666666
emotion,12_10,streaky,ConvNeXt Small,head_model,1,0.5583333333333333,0.5,0.1166666666666667
emotion,12_10,streaky,ConvNeXt Small,head_model,2,0.525,0.5,0.050000000000000044
emotion,12_10,streaky,ConvNeXt Small,head_model,3,0.6083333333333333,0.5,0.21666666666666656
emotion,12_10,streaky,ConvNeXt Small,head_model,4,0.5583333333333333,0.5,0.1166666666666667
emotion,12_10,streaky,ConvNeXt Small,head_model,5,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,streaky,ConvNeXt Small,head_model,6,0.6916666666666667,0.5,0.3833333333333333
emotion,12_10,streaky,ConvNeXt Small,head_model,7,0.5583333333333333,0.5,0.1166666666666667
emotion,12_10,streaky,ConvNeXt Small,head_model,8,0.5083333333333333,0.5,0.016666666666666607
emotion,12_10,streaky,ConvNeXt Small,head_model,9,0.6833333333333333,0.5,0.3666666666666667
emotion,12_10,streaky,ConvNeXt Small,head_model,10,0.6,0.5,0.19999999999999996
emotion,12_10,streaky,ConvNeXt Tiny,head_model,1,0.6,0.5,0.19999999999999996
emotion,12_10,streaky,ConvNeXt Tiny,head_model,2,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,streaky,ConvNeXt Tiny,head_model,3,0.625,0.5,0.25
emotion,12_10,streaky,ConvNeXt Tiny,head_model,4,0.6166666666666667,0.5,0.2333333333333334
emotion,12_10,streaky,ConvNeXt Tiny,head_model,5,0.6,0.5,0.19999999999999996
emotion,12_10,streaky,ConvNeXt Tiny,head_model,6,0.6166666666666667,0.5,0.2333333333333334
emotion,12_10,streaky,ConvNeXt Tiny,head_model,7,0.625,0.5,0.25
emotion,12_10,streaky,ConvNeXt Tiny,head_model,8,0.5666666666666667,0.5,0.1333333333333333
emotion,12_10,streaky,ConvNeXt Tiny,head_model,9,0.6583333333333333,0.5,0.31666666666666665
emotion,12_10,streaky,ConvNeXt Tiny,head_model,10,0.6333333333333333,0.5,0.2666666666666666
emotion,12_10,streaky,DINOv3 ViT Base,head_model,1,0.6333333333333333,0.5,0.2666666666666666
emotion,12_10,streaky,DINOv3 ViT Base,head_model,2,0.575,0.5,0.1499999999999999
emotion,12_10,streaky,DINOv3 ViT Base,head_model,3,0.5416666666666666,0.5,0.08333333333333326
emotion,12_10,streaky,DINOv3 ViT Base,head_model,4,0.5583333333333333,0.5,0.1166666666666667
emotion,12_10,streaky,DINOv3 ViT Base,head_model,5,0.55,0.5,0.10000000000000009
emotion,12_10,streaky,DINOv3 ViT Base,head_model,6,0.6583333333333333,0.5,0.31666666666666665
emotion,12_10,streaky,DINOv3 ViT Base,head_model,7,0.65,0.5,0.30000000000000004
emotion,12_10,streaky,DINOv3 ViT Base,head_model,8,0.5583333333333333,0.5,0.1166666666666667
emotion,12_10,streaky,DINOv3 ViT Base,head_model,9,0.5,0.5,0.0
emotion,12_10,streaky,DINOv3 ViT Base,head_model,10,0.625,0.5,0.25
emotion,12_10,streaky,ResNet18,head_model,1,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,streaky,ResNet18,head_model,2,0.625,0.5,0.25
emotion,12_10,streaky,ResNet18,head_model,3,0.6,0.5,0.19999999999999996
emotion,12_10,streaky,ResNet18,head_model,4,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,streaky,ResNet18,head_model,5,0.6333333333333333,0.5,0.2666666666666666
emotion,12_10,streaky,ResNet18,head_model,6,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,streaky,ResNet18,head_model,7,0.6333333333333333,0.5,0.2666666666666666
emotion,12_10,streaky,ResNet18,head_model,8,0.6,0.5,0.19999999999999996
emotion,12_10,streaky,ResNet18,head_model,9,0.6333333333333333,0.5,0.2666666666666666
emotion,12_10,streaky,ResNet18,head_model,10,0.6333333333333333,0.5,0.2666666666666666
emotion,12_10,streaky,ResNet50,head_model,1,0.5333333333333333,0.5,0.06666666666666665
emotion,12_10,streaky,ResNet50,head_model,2,0.5333333333333333,0.5,0.06666666666666665
emotion,12_10,streaky,ResNet50,head_model,3,0.5166666666666667,0.5,0.03333333333333344
emotion,12_10,streaky,ResNet50,head_model,4,0.5166666666666667,0.5,0.03333333333333344
emotion,12_10,streaky,ResNet50,head_model,5,0.5416666666666666,0.5,0.08333333333333326
emotion,12_10,streaky,ResNet50,head_model,6,0.5083333333333333,0.5,0.016666666666666607
emotion,12_10,streaky,ResNet50,head_model,7,0.5416666666666666,0.5,0.08333333333333326
emotion,12_10,streaky,ResNet50,head_model,8,0.525,0.5,0.050000000000000044
emotion,12_10,streaky,ResNet50,head_model,9,0.5416666666666666,0.5,0.08333333333333326
emotion,12_10,streaky,ResNet50,head_model,10,0.55,0.5,0.10000000000000009
emotion,12_10,streaky,VGG11,head_model,1,0.625,0.5,0.25
emotion,12_10,streaky,VGG11,head_model,2,0.55,0.5,0.10000000000000009
emotion,12_10,streaky,VGG11,head_model,3,0.65,0.5,0.30000000000000004
emotion,12_10,streaky,VGG11,head_model,4,0.7166666666666667,0.5,0.43333333333333335
emotion,12_10,streaky,VGG11,head_model,5,0.5416666666666666,0.5,0.08333333333333326
emotion,12_10,streaky,VGG11,head_model,6,0.675,0.5,0.3500000000000001
emotion,12_10,streaky,VGG11,head_model,7,0.6916666666666667,0.5,0.3833333333333333
emotion,12_10,streaky,VGG11,head_model,8,0.5333333333333333,0.5,0.06666666666666665
emotion,12_10,streaky,VGG11,head_model,9,0.7083333333333334,0.5,0.41666666666666674
emotion,12_10,streaky,VGG11,head_model,10,0.6666666666666666,0.5,0.33333333333333326
emotion,12_10,streaky,VGG13,head_model,1,0.5666666666666667,0.5,0.1333333333333333
emotion,12_10,streaky,VGG13,head_model,2,0.55,0.5,0.10000000000000009
emotion,12_10,streaky,VGG13,head_model,3,0.55,0.5,0.10000000000000009
emotion,12_10,streaky,VGG13,head_model,4,0.675,0.5,0.3500000000000001
emotion,12_10,streaky,VGG13,head_model,5,0.55,0.5,0.10000000000000009
emotion,12_10,streaky,VGG13,head_model,6,0.7166666666666667,0.5,0.43333333333333335
emotion,12_10,streaky,VGG13,head_model,7,0.6583333333333333,0.5,0.31666666666666665
emotion,12_10,streaky,VGG13,head_model,8,0.5416666666666666,0.5,0.08333333333333326
emotion,12_10,streaky,VGG13,head_model,9,0.675,0.5,0.3500000000000001
emotion,12_10,streaky,VGG13,head_model,10,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,streaky,VGG16,head_model,1,0.5916666666666667,0.5,0.18333333333333335
emotion,12_10,streaky,VGG16,head_model,2,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,streaky,VGG16,head_model,3,0.5833333333333334,0.5,0.16666666666666674
emotion,12_10,streaky,VGG16,head_model,4,0.6833333333333333,0.5,0.3666666666666667
emotion,12_10,streaky,VGG16,head_model,5,0.5666666666666667,0.5,0.1333333333333333
emotion,12_10,streaky,VGG16,head_model,6,0.6916666666666667,0.5,0.3833333333333333
emotion,12_10,streaky,VGG16,head_model,7,0.675,0.5,0.3500000000000001
