percept_filename,guess,target,implant_type,model_type,subject,result,task,architecture,architecture_family,run
35702.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
29258.tif,circle,square,12_10,streaky,ZZa,False,shape,human,human,ZZa
28514.tif,circle,square,12_10,streaky,ZZa,False,shape,human,human,ZZa
41354.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
11942.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
1310.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
18458.tif,circle,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
18038.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
18374.tif,square,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
17582.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
11894.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
28838.tif,circle,square,12_10,streaky,ZZa,False,shape,human,human,ZZa
1022.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
11726.tif,circle,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
34910.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
34610.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
206.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
33926.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
998.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
40442.tif,triangle,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
33794.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
35258.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
338.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
28730.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
34394.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
29474.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
18218.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
40898.tif,triangle,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
2378.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
13274.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
1982.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
1406.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
18350.tif,square,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
35018.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
19970.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
38582.tif,triangle,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
27866.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
39806.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
39350.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
34970.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
2306.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
26918.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
11654.tif,square,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
26978.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
2534.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
16970.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
27290.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
35390.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
13010.tif,circle,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
28574.tif,circle,square,12_10,streaky,ZZa,False,shape,human,human,ZZa
11330.tif,square,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
28202.tif,circle,square,12_10,streaky,ZZa,False,shape,human,human,ZZa
10130.tif,square,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
34934.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
10562.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
29714.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
17714.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
19106.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
2090.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
38402.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
36326.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
29066.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
18326.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
39086.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
29042.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
40730.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
33398.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
30002.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
10994.tif,circle,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
29450.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
34130.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
28358.tif,circle,square,12_10,streaky,ZZa,False,shape,human,human,ZZa
12926.tif,circle,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
1646.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
1286.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
19262.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
28862.tif,circle,square,12_10,streaky,ZZa,False,shape,human,human,ZZa
18302.tif,square,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
39710.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
40334.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
27182.tif,circle,square,12_10,streaky,ZZa,False,shape,human,human,ZZa
17954.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
19862.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
26942.tif,circle,square,12_10,streaky,ZZa,False,shape,human,human,ZZa
38606.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
40202.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
28466.tif,circle,square,12_10,streaky,ZZa,False,shape,human,human,ZZa
12242.tif,circle,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
41306.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
28910.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
28970.tif,circle,square,12_10,streaky,ZZa,False,shape,human,human,ZZa
28310.tif,circle,square,12_10,streaky,ZZa,False,shape,human,human,ZZa
2354.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
2402.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
18398.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
40286.tif,triangle,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
40022.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
39638.tif,triangle,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
29906.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
34778.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
11630.tif,square,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
19046.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
35654.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
19394.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
41066.tif,triangle,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
11678.tif,circle,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
40814.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
27026.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
40178.tif,triangle,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
26762.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
17822.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
28094.tif,circle,square,12_10,streaky,ZZa,False,shape,human,human,ZZa
974.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
1670.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
27662.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
10430.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
29954.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
19502.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
36170.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
12986.tif,square,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
40706.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
50.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
29510.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
29738.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
40922.tif,triangle,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
41114.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
33374.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
19334.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
11570.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
18002.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
28070.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
17558.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
28646.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
10934.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
1382.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
10526.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
41438.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
1130.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
18914.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
1694.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
33734.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
446.tif,square,circle,12_10,streaky,ZZa,False,shape,human,human,ZZa
18842.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
18806.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
10838.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
1718.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
12770.tif,square,triangle,12_10,streaky,ZZa,False,shape,human,human,ZZa
842.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
1958.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
26738.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
36062.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
11390.tif,triangle,triangle,12_10,streaky,ZZa,True,shape,human,human,ZZa
35330.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
33470.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
36134.tif,square,square,12_10,streaky,ZZa,True,shape,human,human,ZZa
41462.tif,circle,circle,12_10,streaky,ZZa,True,shape,human,human,ZZa
34664.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
35024.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
34976.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
36272.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
40976.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
39092.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
1544.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
17540.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
40184.tif,triangle,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
17108.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
39356.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
17828.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
11132.tif,circle,triangle,12_10,pointy,ZZa,False,shape,human,human,ZZa
16868.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
12200.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
34808.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
35552.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
2816.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
236.tif,triangle,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
13304.tif,circle,triangle,12_10,pointy,ZZa,False,shape,human,human,ZZa
36116.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
18764.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
1724.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
27188.tif,circle,square,12_10,pointy,ZZa,False,shape,human,human,ZZa
1292.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
18596.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
39980.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
40640.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
19532.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
29048.tif,circle,square,12_10,pointy,ZZa,False,shape,human,human,ZZa
11684.tif,square,triangle,12_10,pointy,ZZa,False,shape,human,human,ZZa
34640.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
33608.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
18332.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
35264.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
28916.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
12224.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
17960.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
10352.tif,square,triangle,12_10,pointy,ZZa,False,shape,human,human,ZZa
18620.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
10712.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
13328.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
17648.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
33716.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
17288.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
40664.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
38432.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
18092.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
41468.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
34328.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
19736.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
11972.tif,circle,triangle,12_10,pointy,ZZa,False,shape,human,human,ZZa
152.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
28052.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
33644.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
11504.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
26816.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
40340.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
11372.tif,circle,triangle,12_10,pointy,ZZa,False,shape,human,human,ZZa
27668.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
33956.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
35048.tif,circle,square,12_10,pointy,ZZa,False,shape,human,human,ZZa
40028.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
18356.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
12836.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
33800.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
36332.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
39764.tif,triangle,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
11768.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
38936.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
19028.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
40472.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
29852.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
39668.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
34400.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
2228.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
27560.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
12668.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
19376.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
41096.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
41312.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
19508.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
35684.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
35204.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
35576.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
35000.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
1412.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
34760.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
27344.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
10064.tif,circle,triangle,12_10,pointy,ZZa,False,shape,human,human,ZZa
1652.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
10532.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
28100.tif,triangle,square,12_10,pointy,ZZa,False,shape,human,human,ZZa
28364.tif,circle,square,12_10,pointy,ZZa,False,shape,human,human,ZZa
39620.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
34616.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
11708.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
19424.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
2768.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
40076.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
28316.tif,circle,square,12_10,pointy,ZZa,False,shape,human,human,ZZa
41624.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
27716.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
1028.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
41384.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
320.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
33584.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
34712.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
28604.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
38516.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
1748.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
11000.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
28892.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
34784.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
17912.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
40052.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
1244.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
35732.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
36572.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
1676.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
34304.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
36248.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
18380.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
34064.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
34376.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
17588.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
38744.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
40904.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
27692.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
1004.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
17516.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
12644.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
40004.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
40208.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
1700.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
2144.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
18716.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
39944.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
2852.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
35072.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
2900.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
34004.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
36308.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
284.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
1964.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
28388.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
17852.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
584.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
41360.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
18140.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
10616.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
19052.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
1388.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
27140.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
19556.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
28580.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
41276.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
11660.tif,circle,triangle,12_10,pointy,ZZa,False,shape,human,human,ZZa
12992.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
2312.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
28124.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
19076.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
11732.tif,circle,triangle,12_10,pointy,ZZa,False,shape,human,human,ZZa
34136.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
39140.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
29540.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
19448.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
11156.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
40844.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
980.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
29240.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
18488.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
34460.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
11996.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
35444.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
27512.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
34868.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
28412.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
36224.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
18404.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
39248.tif,triangle,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
392.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
39440.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
33740.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
27248.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
38588.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
26924.tif,triangle,square,12_10,pointy,ZZa,False,shape,human,human,ZZa
40316.tif,triangle,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
39512.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
39488.tif,triangle,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
18512.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
41120.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
33428.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
40868.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
40448.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
11024.tif,square,triangle,12_10,pointy,ZZa,False,shape,human,human,ZZa
34352.tif,square,square,12_10,pointy,ZZa,True,shape,human,human,ZZa
29204.tif,circle,square,12_10,pointy,ZZa,False,shape,human,human,ZZa
2876.tif,square,circle,12_10,pointy,ZZa,False,shape,human,human,ZZa
12308.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
11528.tif,triangle,triangle,12_10,pointy,ZZa,True,shape,human,human,ZZa
2012.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
1940.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
39008.tif,circle,circle,12_10,pointy,ZZa,True,shape,human,human,ZZa
